window_size,rmsf
19,3.791790858110727
30,4.737606314358605
45,5.787934337578312
68,7.133841064231759
103,8.813649140673265
156,10.8707721748846
236,13.424262891159893
356,16.73248765855004
538,21.17249315365164
812,26.713628208312404
1227,33.884709629249585
1852,43.73554907624973
2797,56.96910458563805
4222,73.70803318521435
6375,94.0647633678708
9624,119.0904414893417
14530,151.52495427071344
21937,194.45123240888324
33118,250.93519275298314
49999,306.28142324360897
