window_size,rmsf
19,3.503119877847207
30,4.131895670658213
45,4.954070206020398
68,5.976349655771152
103,7.198137602426787
156,8.729767774918203
236,10.504496319906275
356,12.746877170974706
538,15.590217578516466
812,19.190554373713212
1227,23.485131402101636
1852,28.736394926725442
2797,34.58492126539273
4222,40.84769877305477
6375,44.18607804151192
9624,53.55970942985801
14530,70.50713050216572
21937,89.32266581049922
33118,99.48445561612469
49999,74.81143844524772
