window_size,rmsf
19,3.381258097362471
30,4.025570192427667
45,4.921698346264515
68,6.10078206212455
103,7.692024306110617
156,9.794604762384182
236,12.552878092237957
356,16.2880016617329
538,21.348973036369422
812,28.154801046531254
1227,37.778047897946124
1852,50.95520998666783
2797,69.17035905024143
4222,94.81827442153264
6375,131.45244271417323
9624,180.12826267042826
14530,244.55989810063988
21937,335.86353210204027
33118,452.6389622153636
49999,591.5134609575065
