Row Labels,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6
ctheeal,0,0.000300155,0,0,0,0
ckhy,0,0,0.000300155,0,0,0
chyedy,0,0.000300155,0,0,0,0
chomor,0,9.20195E-05,0,9.20195E-05,0,0
chyeal,0,0,0,0.000300155,0,0
chomdain,0,9.20195E-05,0,9.20195E-05,0,0
cthedy,0,9.20195E-05,0,9.20195E-05,0,0
ckhshor,0,0,0.000300155,0,0,0
chydol,0,0,0,0,0,0.000300155
cholshy,0,0,0,0,9.20373E-05,9.20195E-05
cthd,0,0,0,0,9.20373E-05,9.20195E-05
cholshar,0,9.20195E-05,0,0,9.20373E-05,0
cthchy,0,0.000300155,0,0,0,0
chyd,0,0,0.000300155,0,0,0
chtear,0,0,0.000300155,0,0,0
danchedy,9.20195E-05,0,0,9.20195E-05,0,0
dainom,0.000300155,0,0,0,0,0
dalo,0,0,0,9.20195E-05,0,9.20195E-05
dycheed,0,0,0,0.000300155,0,0
dandain,0,9.20195E-05,0,0,0,9.20195E-05
dyomair,0,0.000300155,0,0,0,0
dykag,0,9.20195E-05,9.20195E-05,0,0,0
dyaranom,0,0,0,0,0,0.000300155
dalaiin,9.20195E-05,9.20195E-05,0,0,0,0
dyoly,0,0,0,9.20195E-05,9.20373E-05,0
daimkol,0,9.20195E-05,0,0,9.20373E-05,0
dyamain,0,0.000300155,0,0,0,0
danchor,0,0,9.20195E-05,9.20195E-05,0,0
dyalchol,9.20195E-05,0,0,9.20195E-05,0,0
dykar,0,0,0.000300155,0,0,0
dyalain,9.20195E-05,0,0,9.20195E-05,0,0
dalys,0,0,0,0,0,0.000300155
dyair,9.20195E-05,0,0,0,0,9.20195E-05
dald,9.20195E-05,0,0,0,9.20373E-05,0
dyaiiin,0,0.000300155,0,0,0,0
dairorol,0,0,0,0,0.000300213,0
dshd,0,0,0.000300155,0,0,0
daincheedy,0,0,0,0,0.000300213,0
dos,0,0,0,0,0,0.000300155
daimchdain,0,9.20195E-05,0,0,9.20373E-05,0
dorchal,0,0,0,0,0.000300213,0
dandaiinor,0.000300155,0,0,0,0,0
doran,0,0,0,9.20195E-05,0,9.20195E-05
dancheedy,9.20195E-05,9.20195E-05,0,0,0,0
domchar,0,0,9.20195E-05,0,9.20373E-05,0
danarol,0,0,0,0.000300155,0,0
dyos,0,0,0,0,0,0.000300155
dykal,0,0,0.000300155,0,0,0
dolshol,0.000300155,0,0,0,0,0
danaiin,0,9.20195E-05,0,0,9.20373E-05,0
dyod,0,0,0,0,0,0.000300155
dalom,0,0,9.20195E-05,9.20195E-05,0,0
doldal,0.000300155,0,0,0,0,0
daldy,0,0,0,9.20195E-05,9.20373E-05,0
doldain,9.20195E-05,0,0,0,9.20373E-05,0
dalchedy,9.20195E-05,0,0,0,9.20373E-05,0
dolal,0,0,9.20195E-05,0,0,9.20195E-05
daky,0,0,0,0,0.000300213,0
dochol,0.000300155,0,0,0,0,0
dydchol,0,0,0,0,0,0.000300155
dedyol,0,0,0,0.000300155,0,0
daindaiin,0,0,9.20195E-05,9.20195E-05,0,0
daiirar,0,0.000300155,0,0,0,0
daimycho,0,0,0,0,0.000300213,0
dykor,9.20195E-05,9.20195E-05,0,0,0,0
daimkar,0,9.20195E-05,0,0,0,9.20195E-05
darshom,0,0,0,0.000300155,0,0
dycthol,0,0.000300155,0,0,0,0
dyorar,9.20195E-05,0,0,0,9.20373E-05,0
daiirol,9.20195E-05,0,9.20195E-05,0,0,0
edyar,0.000300155,0,0,0,0,0
dyshdy,0,0,0.000300155,0,0,0
kolchedy,9.20195E-05,0,0,0,0,9.20195E-05
fchol,9.20195E-05,0,0,0,0,9.20195E-05
dysal,0,9.20195E-05,0,9.20195E-05,0,0
keeeol,0,0,0,0,0,0.000300155
edchar,0,0,9.20195E-05,9.20195E-05,0,0
kamal,0,0,9.20195E-05,0,0,9.20195E-05
kees,0,0,0,0.000300155,0,0
faldom,0,9.20195E-05,0,0,0,9.20195E-05
kolar,0,0,0,0.000300155,0,0
kom,0,0,0,9.20195E-05,9.20373E-05,0
dypol,9.20195E-05,9.20195E-05,0,0,0,0
keed,0,0,0,0,0.000300213,0
edyaiin,0,0,0,0,9.20373E-05,9.20195E-05
kchshd,0,0,9.20195E-05,9.20195E-05,0,0
kolaiir,0,9.20195E-05,0,9.20195E-05,0,0
kalxol,0,0,0,0,0,0.000300155
ilar,0,0,0,9.20195E-05,0,9.20195E-05
etam,0,0,0,0.000300155,0,0
ilaiir,0.000300155,0,0,0,0,0
eomaiin,0,9.20195E-05,0,0,9.20373E-05,0
dysar,9.20195E-05,0,0,9.20195E-05,0,0
eom,0,0,9.20195E-05,0,9.20373E-05,0
keded,0.000300155,0,0,0,0,0
karshal,0,9.20195E-05,9.20195E-05,0,0,0
koldar,0,0,0,0,0.000300213,0
kochol,0,0,0.000300155,0,0,0
edychar,0,0,0,0.000300155,0,0
kolol,9.20195E-05,0,0,0,9.20373E-05,0
edyain,0,0,0,0,9.20373E-05,9.20195E-05
kes,0,0,0,9.20195E-05,9.20373E-05,0
kolchs,0,0,0.000300155,0,0,0
kchey,0,0.000300155,0,0,0,0
kchdy,0,0,0,0,0.000300213,0
kcheedy,0,0,0.000300155,0,0,0
kear,0,0,0,0,9.20373E-05,9.20195E-05
eear,0,9.20195E-05,0,0,9.20373E-05,0
kag,9.20195E-05,0,0,0,9.20373E-05,0
kalokar,0.000300155,0,0,0,0,0
dytar,0,9.20195E-05,9.20195E-05,0,0,0
edyshor,0,9.20195E-05,0,9.20195E-05,0,0
kamyshol,0,0,0.000300155,0,0,0
edyqokal,0,0,0.000300155,0,0,0
keeor,0,0,0,0,0,0.000300155
edyoshor,9.20195E-05,0,9.20195E-05,0,0,0
fol,9.20195E-05,9.20195E-05,0,0,0,0
kaldaiin,0,0,9.20195E-05,0,9.20373E-05,0
kdy,0,0,0,0,0,0.000300155
keeal,0,0,0,0,0,0.000300155
dypal,9.20195E-05,9.20195E-05,0,0,0,0
kail,0.000300155,0,0,0,0,0
es,0,0,9.20195E-05,0,0,9.20195E-05
nam,0,0,9.20195E-05,0,0,9.20195E-05
okchedy,9.20195E-05,0,0,0,9.20373E-05,0
ocholol,9.20195E-05,0,0,9.20195E-05,0,0
ofed,0,0,0,9.20195E-05,0,9.20195E-05
oanar,0,0,0.000300155,0,0,0
ofan,9.20195E-05,0,9.20195E-05,0,0,0
ogol,0,0,0.000300155,0,0,0
ofal,0,0.000300155,0,0,0,0
okchol,0,9.20195E-05,0,9.20195E-05,0,0
okes,0,0,0,9.20195E-05,9.20373E-05,0
ochalaiin,0,0,0,9.20195E-05,0,9.20195E-05
oeeedy,0,0,0,0.000300155,0,0
okalol,0.000300155,0,0,0,0,0
okeor,9.20195E-05,0,0,0,0,9.20195E-05
kychor,0,9.20195E-05,0,0,0,9.20195E-05
oeal,0,0,0,0.000300155,0,0
okchyar,0,0,0.000300155,0,0,0
odypal,0,0,9.20195E-05,0,9.20373E-05,0
okchor,0,0,0,0.000300155,0,0
odyolory,0,0,9.20195E-05,0,0,9.20195E-05
okcho,0,0,9.20195E-05,0,9.20373E-05,0
odyokal,0.000300155,0,0,0,0,0
ochdol,0,0,0,9.20195E-05,9.20373E-05,0
odyd,0,0,0,0,0,0.000300155
oarom,0,0,0.000300155,0,0,0
odycheeal,0,0,0,0,0.000300213,0
oanal,0,0,0.000300155,0,0,0
okees,0,0,0,0.000300155,0,0
nomkedy,9.20195E-05,9.20195E-05,0,0,0,0
odyaiin,9.20195E-05,9.20195E-05,0,0,0,0
kydan,0,0,0,0.000300155,0,0
odom,0,0,9.20195E-05,0,9.20373E-05,0
kyal,0,0,0,9.20195E-05,9.20373E-05,0
odo,0.000300155,0,0,0,0,0
koshty,0,0,0,0,0.000300213,0
odchdy,0,0,0,0.000300155,0,0
ocholys,0,0,9.20195E-05,0,0,9.20195E-05
odaokdy,9.20195E-05,0,9.20195E-05,0,0,0
okchto,0,9.20195E-05,0,9.20195E-05,0,0
okshor,0,0,0,9.20195E-05,0,9.20195E-05
ochkor,0,0,9.20195E-05,0,0,9.20195E-05
odair,9.20195E-05,0,9.20195E-05,0,0,0
ochkol,0,0,9.20195E-05,0,9.20373E-05,0
odaim,0,9.20195E-05,0,0,0,9.20195E-05
okcheed,0,0,0.000300155,0,0,0
odaiir,0,0,9.20195E-05,0,9.20373E-05,0
ocheal,0,0,9.20195E-05,0,9.20373E-05,0
okedychd,0,0,0.000300155,0,0,0
ochdar,0.000300155,0,0,0,0,0
okedyar,0,0,0,0.000300155,0,0
oksham,9.20195E-05,0,0,0,9.20373E-05,0
octham,0,0,0,0,0.000300213,0
oaroar,0,0,9.20195E-05,0,9.20373E-05,0
ocphor,9.20195E-05,0,9.20195E-05,0,0,0
oanam,0,0,0.000300155,0,0,0
ocphal,0,0.000300155,0,0,0,0
okam,9.20195E-05,9.20195E-05,0,0,0,0
ockhor,9.20195E-05,0,0,0,9.20373E-05,0
oalal,0,0,9.20195E-05,0,0,9.20195E-05
ockhdy,0,0,9.20195E-05,0,0,9.20195E-05
namcheedy,0.000300155,0,0,0,0,0
ockhdor,0,0,0,0,0.000300213,0
kydy,0,0,0,0,0.000300213,0
okeal,0,9.20195E-05,0,0,9.20373E-05,0
kyd,0,9.20195E-05,9.20195E-05,0,0,0
ochty,0,0,9.20195E-05,0,9.20373E-05,0
kychol,0,0,9.20195E-05,0,0,9.20195E-05
ochted,9.20195E-05,0,0,0,0,9.20195E-05
okom,0,0,0,9.20195E-05,0,9.20195E-05
ochtan,9.20195E-05,0,0,0,9.20373E-05,0
ofol,0,0,9.20195E-05,9.20195E-05,0,0
okchys,0,0,0.000300155,0,0,0
korydy,0.000300155,0,0,0,0,0
okchyor,0,0,0.000300155,0,0,0
ocholal,0,0,0,0,0,0.000300155
olches,0,0,0,9.20195E-05,9.20373E-05,0
olorol,0,9.20195E-05,9.20195E-05,0,0,0
olshom,0,0,9.20195E-05,0,9.20373E-05,0
orolol,0,0,0,9.20195E-05,0,9.20195E-05
olkain,9.20195E-05,0,0,9.20195E-05,0,0
oroldy,0,0,9.20195E-05,0,0,9.20195E-05
olalom,0,0,0,0,0,0.000300155
orold,0,9.20195E-05,0,0,0,9.20195E-05
olpor,0,0,0.000300155,0,0,0
oroair,0,0,0,0,0,0.000300155
orshol,9.20195E-05,0,0,9.20195E-05,0,0
oro,0,0,0.000300155,0,0,0
oldaiir,0,0,0,0,0.000300213,0
ordyor,0,0,0,0,0,0.000300155
oroory,0,0,0.000300155,0,0,0
ordyol,0,0,0,0,0,0.000300155
olair,9.20195E-05,0,0,0,9.20373E-05,0
orchy,0,0,0,0,0.000300213,0
orydy,0,0,0,0,0.000300213,0
orchtar,0,0,0,0.000300155,0,0
oloshy,0.000300155,0,0,0,0,0
orchor,0,9.20195E-05,0,0,0,9.20195E-05
ololopol,9.20195E-05,9.20195E-05,0,0,0,0
orchedy,9.20195E-05,9.20195E-05,0,0,0,0
orshar,0,0,0,9.20195E-05,0,9.20195E-05
orarag,0,0.000300155,0,0,0,0
oldaoldy,0,0,0,0,0,0.000300155
oshdol,0,0,0,0,9.20373E-05,9.20195E-05
olcho,0,9.20195E-05,9.20195E-05,0,0,0
oramoram,0,0,0,9.20195E-05,9.20373E-05,0
olcheeal,0,0,0,0.000300155,0,0
oraldy,9.20195E-05,9.20195E-05,0,0,0,0
olan,0,0,0.000300155,0,0,0
oraldal,9.20195E-05,9.20195E-05,0,0,0,0
olaldal,9.20195E-05,0,0,9.20195E-05,0,0
oraiin,9.20195E-05,0,0,0,0,9.20195E-05
olychol,0,0,0,0,0.000300213,0
osdyol,0,0,0,0,0,0.000300155
olsheeol,0,0,0,0,0,0.000300155
opshor,9.20195E-05,9.20195E-05,0,0,0,0
olqochol,0.000300155,0,0,0,0,0
opshar,9.20195E-05,0,0,9.20195E-05,0,0
olpan,0.000300155,0,0,0,0,0
opees,0,0,0,0,9.20373E-05,9.20195E-05
olos,0,0,0,0,0,0.000300155
opan,9.20195E-05,0,0,0,9.20373E-05,0
olopol,0,9.20195E-05,0,9.20195E-05,0,0
opal,0.000300155,0,0,0,0,0
ololkol,9.20195E-05,0,9.20195E-05,0,0,0
oolor,0,0,0,0,0,0.000300155
olochol,9.20195E-05,0,0,0,9.20373E-05,0
oolo,0,0,0,0,0,0.000300155
olko,0,0,0.000300155,0,0,0
omydal,0,0,0,0,0,0.000300155
oleed,0,0,0.000300155,0,0,0
omomom,0,0,9.20195E-05,0,9.20373E-05,0
osharcheedy,9.20195E-05,0,0,0,9.20373E-05,0
omolol,0,0,0,0,0,0.000300155
ororokal,0,0.000300155,0,0,0,0
omochol,0,0,0,9.20195E-05,0,9.20195E-05
olchky,0,0,0,9.20195E-05,9.20373E-05,0
omkaiin,9.20195E-05,9.20195E-05,0,0,0,0
olcheol,0,0.000300155,0,0,0,0
omchol,9.20195E-05,9.20195E-05,0,0,0,0
oshamoshol,9.20195E-05,9.20195E-05,0,0,0,0
omcheedy,0,9.20195E-05,0,9.20195E-05,0,0
olarol,0,9.20195E-05,0,9.20195E-05,0,0
omchedy,0,0,9.20195E-05,9.20195E-05,0,0
olam,0,0,0,0,9.20373E-05,9.20195E-05
omchal,0,0,0,9.20195E-05,0,9.20195E-05
olalkol,0,0,0.000300155,0,0,0
osainol,0,0,0,0,0,0.000300155
olalal,9.20195E-05,9.20195E-05,0,0,0,0
olys,0,0,0,0,0,0.000300155
olydal,0,0,0,0,0,0.000300155
olaimor,0,0,0,0.000300155,0,0
oteo,0,9.20195E-05,0,0,9.20373E-05,0
saimaiiin,0,0,0.000300155,0,0,0
otchyd,0,0,0.000300155,0,0,0
qosarar,0.000300155,0,0,0,0,0
qooror,0,0,0,0,0,0.000300155
qool,0,0,0,0,9.20373E-05,9.20195E-05
oteed,0,0,9.20195E-05,9.20195E-05,0,0
osheeo,0,0,0.000300155,0,0,0
qopan,0,0,0,9.20195E-05,0,9.20195E-05
porar,0.000300155,0,0,0,0,0
osoks,0,0,0,0,9.20373E-05,9.20195E-05
polaim,0.000300155,0,0,0,0,0
otom,0,9.20195E-05,0,0,0,9.20195E-05
qotees,0,0,0,0.000300155,0,0
qopar,0,9.20195E-05,0,0,0,9.20195E-05
pody,0.000300155,0,0,0,0,0
otear,0,0,0,0,9.20373E-05,9.20195E-05
pochy,0,0,0,9.20195E-05,9.20373E-05,0
otchol,0,9.20195E-05,9.20195E-05,0,0,0
qodyshol,0,0,0,0,0.000300213,0
otair,0,0.000300155,0,0,0,0
salol,9.20195E-05,0,9.20195E-05,0,0,0
qoam,0,0,0,0.000300155,0,0
ped,9.20195E-05,0,0,0,0,9.20195E-05
oshky,0,9.20195E-05,9.20195E-05,0,0,0
peam,0,0,0,0,0,0.000300155
sail,0,0,0,9.20195E-05,9.20373E-05,0
qodchal,0,0,0,0,0,0.000300155
otey,0,0,0,0,0.000300213,0
pchor,0,0,0,0.000300155,0,0
qokear,0,9.20195E-05,0,0,0,9.20195E-05
pcho,0,0,0,9.20195E-05,0,9.20195E-05
oteedy,0,0,9.20195E-05,0,0,9.20195E-05
salar,9.20195E-05,0,9.20195E-05,0,0,0
qocheeol,0,0,0.000300155,0,0,0
pchdy,0,0,9.20195E-05,0,0,9.20195E-05
oteal,0,9.20195E-05,0,0,9.20373E-05,0
qokeol,0,0.000300155,0,0,0,0
qoched,0,0,0,0,0,0.000300155
qokees,0,0,0,0.000300155,0,0
qokcho,0,0,0.000300155,0,0,0
parol,9.20195E-05,0,0,0,0,9.20195E-05
qoey,0,0,0,0.000300155,0,0
par,9.20195E-05,0,0,0,9.20373E-05,0
saldy,0.000300155,0,0,0,0,0
paldam,0,0,0,0,9.20373E-05,9.20195E-05
osys,0,0,0,0,0,0.000300155
qodair,0.000300155,0,0,0,0,0
osos,9.20195E-05,0,9.20195E-05,0,0,0
qopedy,0,9.20195E-05,0,9.20195E-05,0,0
qoal,0,0,0,0,0,0.000300155
otshy,0,0,0.000300155,0,0,0
oshsom,0,0,0.000300155,0,0,0
otshor,0,9.20195E-05,0,9.20195E-05,0,0
pydy,0,0,0,9.20195E-05,9.20373E-05,0
qocthal,0,0,0,0,0,0.000300155
qotan,0.000300155,0,0,0,0,0
qocphar,9.20195E-05,0,0,0,9.20373E-05,0
qoag,0,0,0,0.000300155,0,0
saim,0,0,0,9.20195E-05,9.20373E-05,0
poshy,0,0,9.20195E-05,0,9.20373E-05,0
somain,9.20195E-05,0,0,0,0,9.20195E-05
sholaiin,9.20195E-05,0,0,9.20195E-05,0,0
shyam,0,0.000300155,0,0,0,0
shoram,9.20195E-05,0,9.20195E-05,0,0,0
shoro,0,9.20195E-05,0,9.20195E-05,0,0
shpam,0,0,9.20195E-05,9.20195E-05,0,0
sholchy,0,9.20195E-05,0,0,9.20373E-05,0
tcho,0,9.20195E-05,0,0,0,9.20195E-05
sharoeey,0,0,0,0.000300155,0,0
shool,0,9.20195E-05,0,0,0,9.20195E-05
shoedy,0,0,0.000300155,0,0,0
tchdy,0,9.20195E-05,0,0,9.20373E-05,0
shoam,0,0,0,0,0,0.000300155
tees,0,0,0,0,0.000300213,0
sarain,0,9.20195E-05,0,0,0,9.20195E-05
shoshky,0,9.20195E-05,0,9.20195E-05,0,0
sholchol,0,0.000300155,0,0,0,0
shkaim,0,0,0,0,0.000300213,0
soror,0,9.20195E-05,0,0,0,9.20195E-05
soks,0,0,0,0,0,0.000300155
shardain,9.20195E-05,0,9.20195E-05,0,0,0
shfol,0,0,9.20195E-05,9.20195E-05,0,0
tarotal,9.20195E-05,0,0,9.20195E-05,0,0
shfo,0,0,0,0,9.20373E-05,9.20195E-05
shalshkal,0,0,9.20195E-05,0,0,9.20195E-05
taiiin,0,9.20195E-05,0,0,0,9.20195E-05
shaloan,0,0,0,0.000300155,0,0
tag,0,9.20195E-05,9.20195E-05,0,0,0
teocheey,0,0.000300155,0,0,0,0
sheo,0,0,0.000300155,0,0,0
shag,0,0,0,9.20195E-05,0,9.20195E-05
shoshar,0,0,0,0.000300155,0,0
shold,0,0,9.20195E-05,0,9.20373E-05,0
sheeo,0,9.20195E-05,9.20195E-05,0,0,0
shyar,9.20195E-05,0,0,0,0,9.20195E-05
sholshkol,9.20195E-05,0,0,9.20195E-05,0,0
shyan,0,0.000300155,0,0,0,0
sheear,0,9.20195E-05,0,0,0,9.20195E-05
shary,0.000300155,0,0,0,0,0
shyes,0,0,0,0,0.000300213,0
talair,0,0,0.000300155,0,0,0
shsain,9.20195E-05,0,0,9.20195E-05,0,0
shpy,0,0,0.000300155,0,0,0
sholom,0,0,0,0.000300155,0,0
taroydy,0,0,0.000300155,0,0,0
shololy,9.20195E-05,0,0,9.20195E-05,0,0
shsar,0,0,9.20195E-05,0,9.20373E-05,0
shdshdy,0,0,0,0.000300155,0,0
shoeedy,0,0,0.000300155,0,0,0
syainam,0.000300155,0,0,0,0,0
shochy,0,9.20195E-05,0,9.20195E-05,0,0
shdom,0,0,0,0,0.000300213,0
tcthy,9.20195E-05,0,0,0,9.20373E-05,0
shychol,0,0,9.20195E-05,9.20195E-05,0,0
shoaty,0,0,0,0,0.000300213,0
shdedy,0,0,0,0.000300155,0,0
shaldor,0,0,9.20195E-05,0,0,9.20195E-05
shddaiin,0,0,0,9.20195E-05,0,9.20195E-05
shaldaiin,0,9.20195E-05,0,0,9.20373E-05,0
shorshar,0,0,0,9.20195E-05,9.20373E-05,0
shalalar,0,0.000300155,0,0,0,0
sholdan,0,0,9.20195E-05,0,9.20373E-05,0
shpar,9.20195E-05,0,9.20195E-05,0,0,0
shdashkdy,0,0,0,0,9.20373E-05,9.20195E-05
som,0,0,9.20195E-05,0,0,9.20195E-05
shychdor,0.000300155,0,0,0,0,0
solor,0,0,9.20195E-05,0,0,9.20195E-05
shorsham,0,0,0,0.000300155,0,0
sanol,9.20195E-05,0,0,0,0,9.20195E-05
ts,0,0,0.000300155,0,0,0
ycheedy,0,0,0,9.20195E-05,9.20373E-05,0
tolal,9.20195E-05,9.20195E-05,0,0,0,0
ytshar,0,0,0,0,0.000300213,0
yainol,0,9.20195E-05,9.20195E-05,0,0,0
ysaiin,9.20195E-05,9.20195E-05,0,0,0,0
ydytal,0,0,9.20195E-05,0,0,9.20195E-05
ypar,0,0,0,0,0.000300213,0
yteeor,0,0,0,0,0.000300213,0
ypal,0,0.000300155,0,0,0,0
ychalal,0,0,0,0.000300155,0,0
yomyom,0,0.000300155,0,0,0,0
tydy,9.20195E-05,0,0,0,9.20373E-05,0
yom,0,9.20195E-05,9.20195E-05,0,0,0
tolol,0,0,9.20195E-05,0,9.20373E-05,0
yolol,0,0,0.000300155,0,0,0
yshtal,0,0,0,9.20195E-05,0,9.20195E-05
yolo,0,0,0,0,0,0.000300155
ycthal,0,9.20195E-05,0,0,9.20373E-05,0
ytaiir,0,0,0,0,0,0.000300155
ysholal,0,0,0.000300155,0,0,0
ykes,0,0,0,0.000300155,0,0
ycheal,0,9.20195E-05,0,0,0,9.20195E-05
ykeo,0,0.000300155,0,0,0,0
yaror,0,0,0.000300155,0,0,0
yteal,0,9.20195E-05,0,0,9.20373E-05,0
yshdchar,0,0,0,0,0.000300213,0
ykees,0,0,9.20195E-05,9.20195E-05,0,0
tshdy,0,0,0,9.20195E-05,0,9.20195E-05
ytaiiin,9.20195E-05,0,9.20195E-05,0,0,0
torshor,9.20195E-05,0,9.20195E-05,0,0,0
ykedor,0,0,0,0.000300155,0,0
yso,0,0,9.20195E-05,0,0,9.20195E-05
ykchor,0,0,0,9.20195E-05,0,9.20195E-05
ydyar,0,0.000300155,0,0,0,0
ykchol,9.20195E-05,0,0,9.20195E-05,0,0
ydaody,0,0,0,0.000300155,0,0
ykcheed,0,0,0,0,0,0.000300155
ycthol,0.000300155,0,0,0,0,0
ykched,0,0,0,0,0,0.000300155
yckheedy,0,0,0.000300155,0,0,0
ykam,0,0.000300155,0,0,0,0
ycholar,0,9.20195E-05,0,0,0,9.20195E-05
ykainol,0.000300155,0,0,0,0,0
ycheeo,0,0.000300155,0,0,0,0
ytor,9.20195E-05,0,0,9.20195E-05,0,0
ycheed,0,0,0,9.20195E-05,0,9.20195E-05
yfchal,9.20195E-05,0,0,0,0,9.20195E-05
ychdar,9.20195E-05,0,9.20195E-05,0,0,0
yfar,9.20195E-05,0,0,0,0,9.20195E-05
yary,0,0,0,0,0,0.000300155
yfan,0.000300155,0,0,0,0,0
yaly,0,0,9.20195E-05,0,0,9.20195E-05
yfaiin,0.000300155,0,0,0,0,0
yaiinam,0,0,0.000300155,0,0,0
yey,0,0,0,0.000300155,0,0
xal,0,0,0,9.20195E-05,0,9.20195E-05
yes,0,0,0,9.20195E-05,9.20373E-05,0
tyair,0,9.20195E-05,0,9.20195E-05,0,0
yeor,0,0,0,0.000300155,0,0
tshal,0,0,9.20195E-05,9.20195E-05,0,0
ytchor,0,9.20195E-05,0,9.20195E-05,0,0
toydy,0,0,0.000300155,0,0,0
ytees,0,0,0,0.000300155,0,0
tolqotor,0,0,0.000300155,0,0,0
yedyd,0,0,0,0,0,0.000300155
told,0,0,0.000300155,0,0,0
ysody,0,0.000300155,0,0,0,0
tolchal,0,0,0,0,0.000300213,0
aimshol,0,0,0.000150077,0,0,0
alcheeor,0,0,0,0,0.000150106,0
aimchalal,0,0,0,0,0,0.000150077
aleol,0,0,0,0,0.000150106,0
aiinamor,0,0,0,0,0,0.000150077
alekamokaiin,0,0,0,0,0.000150106,0
aimkqopan,0.000150077,0,0,0,0,0
alchd,0,0,0.000150077,0,0,0
alkolchaltol,0,0.000150077,0,0,0,0
alchchom,0,0,0.000150077,0,0,0
aiinolcheedy,0.000150077,0,0,0,0,0
alcharoshol,0,0,0,0.000150077,0,0
alolaror,0,0,0.000150077,0,0,0
aleepam,0,0,0,0.000150077,0,0
aimorar,0.000150077,0,0,0,0,0
alchamchdair,0,0.000150077,0,0,0,0
aimchol,0,0.000150077,0,0,0,0
alcham,0.000150077,0,0,0,0,0
ailpan,0,0,0,0,0.000150106,0
alochdar,0,0,0.000150077,0,0,0
aldydamkar,0,0.000150077,0,0,0,0
alchagodyal,0,0,0,0,0.000150106,0
aiinoshar,0,0,0,0,0,0.000150077
alcfhshy,0,0.000150077,0,0,0,0
aiinaryor,0,0,0,0,0,0.000150077
alarys,0,0.000150077,0,0,0,0
alchedycheol,0,0.000150077,0,0,0,0
alary,0,0,0,0.000150077,0,0
aimycthal,0,0,0,0,0.000150106,0
alarshdal,0.000150077,0,0,0,0,0
aimpchedy,0,0.000150077,0,0,0,0
alarpchal,0,0,0,0.000150077,0,0
aimokar,0,0,0,0,0,0.000150077
alarolol,0,0,0.000150077,0,0,0
aimdar,0,0,0.000150077,0,0,0
alarol,0,0,0,0.000150077,0,0
aimcheed,0,0.000150077,0,0,0,0
alarod,0,0.000150077,0,0,0,0
alcholchor,0,0,0.000150077,0,0,0
alogchal,0,0,0,0,0,0.000150077
ailchol,0.000150077,0,0,0,0,0
alardal,0,0,0,0.000150077,0,0
ailaiil,0,0.000150077,0,0,0,0
alardaim,0,0,0,0,0,0.000150077
aiirorpchochy,0,0,0,0.000150077,0,0
alararalar,0,0,0,0.000150077,0,0
aiintochal,0,0.000150077,0,0,0,0
aldorkchdal,0,0,0.000150077,0,0,0
aiinomdaiiin,0,0,0,0.000150077,0,0
alaram,0,0,0,0.000150077,0,0
aiindal,0,0,0.000150077,0,0,0
alaraltal,0,0,0,0.000150077,0,0
aiinararor,0.000150077,0,0,0,0,0
alaralol,0,0,0.000150077,0,0,0
aiinalshyshky,0,0,0,0.000150077,0,0
aloeal,0,0,0,0.000150077,0,0
aiilar,0.000150077,0,0,0,0,0
alaralal,0,0,0.000150077,0,0,0
aimykain,0,0.000150077,0,0,0,0
aldomqochal,0,0,0,0,0,0.000150077
aimyamyam,0,0,0,0,0,0.000150077
alaraiin,0.000150077,0,0,0,0,0
aimpykal,0,0.000150077,0,0,0,0
aloarompaiil,0,0,0.000150077,0,0,0
aimotaiin,0.000150077,0,0,0,0,0
alansy,0,0.000150077,0,0,0,0
aimold,0.000150077,0,0,0,0,0
alanochtol,0,0,0.000150077,0,0,0
aimockharor,0.000150077,0,0,0,0,0
aldomodol,0.000150077,0,0,0,0,0
aimkaiiin,0,0,0.000150077,0,0,0
aldomain,0.000150077,0,0,0,0,0
aimchtees,0,0,0,0,0.000150106,0
alamyshar,0,0,0.000150077,0,0,0
aimcheedyol,0,0.000150077,0,0,0,0
alamsho,0,0,0.000150077,0,0,0
aimchdain,0,0,0,0,0,0.000150077
alamolam,0.000150077,0,0,0,0,0
aiman,0,0.000150077,0,0,0,0
alamdan,0.000150077,0,0,0,0,0
aimaiiral,0,0,0,0.000150077,0,0
alamcheedy,0,0,0,0,0,0.000150077
ailolol,0.000150077,0,0,0,0,0
alamar,0,0,0,0,0.000150106,0
ailar,0.000150077,0,0,0,0,0
aleeol,0,0,0,0,0.000150106,0
alokalotolol,0.000150077,0,0,0,0,0
alamalkar,0,0,0,0,0,0.000150077
aldydchol,0,0,0,0,0,0.000150077
alamalamdain,0.000150077,0,0,0,0,0
aldydal,0,0.000150077,0,0,0,0
alamalal,0,0,0.000150077,0,0,0
alcheetal,0,0,0.000150077,0,0,0
alamaiiin,0.000150077,0,0,0,0,0
alkam,0,0,0,0,0.000150106,0
aloaromaldyol,0,0,0.000150077,0,0,0
aiinshal,0,0,0,0,0,0.000150077
alalydy,0,0,0,0.000150077,0,0
aiinorar,0,0,0,0,0.000150106,0
alalpar,0,0,0.000150077,0,0,0
aiinoloshar,0,0,0,0,0,0.000150077
alalpal,0,0,0,0,0,0.000150077
aiinkopan,0.000150077,0,0,0,0,0
alalosol,0,0,0,0,0,0.000150077
aiincheedychedy,0,0,0,0,0.000150106,0
alaloror,0,0,0,0.000150077,0,0
