Row Labels,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6
chedychdaiin,0,0,0.000150077,0,0,0
arshalol,0,0,0.000150077,0,0,0
chaltor,0,0.000150077,0,0,0,0
arsainar,0,0.000150077,0,0,0,0
chaltol,0,0,0.000150077,0,0,0
arqokcheo,0,0.000150077,0,0,0,0
chalteeol,0,0.000150077,0,0,0,0
arqochar,0,0,0.000150077,0,0,0
chalteedy,0,0,0,0,0.000150106,0
arpokedy,0,0.000150077,0,0,0,0
chaltal,0,0,0.000150077,0,0,0
arpchedy,0,0,0,0,0,0.000150077
chalshy,0,0,0,0,0.000150106,0
chdolaiiror,0,0,0,0,0.000150106,0
chalshtarckheeo,0,0,0.000150077,0,0,0
aroydy,0,0,0.000150077,0,0,0
chalshor,0,0,0,0,0.000150106,0
arotchal,0,0,0,0,0.000150106,0
chealchs,0,0.000150077,0,0,0,0
arotalaiin,0.000150077,0,0,0,0,0
chalsho,0,0,0,0,0.000150106,0
aroshorpeedy,0.000150077,0,0,0,0,0
chealchd,0,0,0.000150077,0,0,0
aroshar,0,0,0,0,0.000150106,0
chalsham,0,0,0,0,0.000150106,0
aros,0,0,0,0,0,0.000150077
chealarfaral,0,0,0.000150077,0,0,0
arororol,0,0,0,0,0.000150106,0
chalsaranaldor,0,0,0,0,0,0.000150077
arororam,0.000150077,0,0,0,0,0
chalsar,0.000150077,0,0,0,0,0
arorom,0,0,0,0,0,0.000150077
chalsam,0,0.000150077,0,0,0,0
arorokedyar,0,0,0,0.000150077,0,0
chalsal,0,0,0,0,0,0.000150077
arorkaim,0,0,0,0.000150077,0,0
chalsain,0,0,0,0.000150077,0,0
chdoalor,0,0,0,0,0,0.000150077
chalpchpog,0,0.000150077,0,0,0,0
chedyals,0,0,0,0,0,0.000150077
chaloshdy,0,0,0,0,0.000150106,0
aroramkol,0,0,0,0,0.000150106,0
chalos,0,0,0.000150077,0,0,0
aroram,0.000150077,0,0,0,0,0
chealar,0,0,0.000150077,0,0,0
chddal,0,0,0,0,0,0.000150077
chalomom,0,0,0,0,0.000150106,0
aromochalal,0.000150077,0,0,0,0,0
chealamam,0,0,0.000150077,0,0,0
aromaror,0,0.000150077,0,0,0,0
chalokeed,0,0,0,0.000150077,0,0
aromairar,0,0,0,0.000150077,0,0
chalodor,0.000150077,0,0,0,0,0
aroltol,0.000150077,0,0,0,0,0
chalochy,0,0.000150077,0,0,0,0
arolpchedy,0,0,0,0.000150077,0,0
chealal,0,0,0.000150077,0,0,0
arololor,0,0.000150077,0,0,0,0
chalky,0,0.000150077,0,0,0,0
arolocho,0,0,0,0,0,0.000150077
chalkogkain,0,0,0,0.000150077,0,0
chdchor,0,0,0,0,0,0.000150077
chalko,0,0,0.000150077,0,0,0
aroldoralal,0,0,0,0,0.000150106,0
chalkeeo,0,0,0,0,0,0.000150077
aroldar,0,0.000150077,0,0,0,0
chalkedy,0,0,0.000150077,0,0,0
chdchkd,0,0,0,0,0,0.000150077
chalkchy,0,0,0,0,0,0.000150077
chedyaloltar,0,0,0,0,0.000150106,0
chalkar,0,0.000150077,0,0,0,0
arolarfchedy,0.000150077,0,0,0,0,0
chalkan,0,0,0,0,0.000150106,0
arolanal,0,0,0,0.000150077,0,0
chalkal,0,0,0,0,0,0.000150077
arolam,0,0,0,0,0.000150106,0
chalkair,0,0,0,0,0.000150106,0
chdarchdanal,0,0.000150077,0,0,0,0
chalkain,0,0,0,0,0,0.000150077
chdarar,0,0.000150077,0,0,0,0
chaleeol,0,0,0,0,0.000150106,0
arolaiin,0,0,0,0.000150077,0,0
chaleeal,0,0,0,0,0.000150106,0
chedyaloair,0,0,0.000150077,0,0,0
chaleam,0,0,0,0.000150077,0,0
arogfodyal,0,0,0.000150077,0,0,0
chealain,0,0,0.000150077,0,0,0
aroedydarchor,0,0,0,0,0,0.000150077
chedychdaiil,0,0.000150077,0,0,0,0
chdantodykal,0,0,0.000150077,0,0,0
chedydaiinar,0,0,0,0,0.000150106,0
chdanocho,0.000150077,0,0,0,0,0
chedychamychar,0,0,0,0,0,0.000150077
chdandal,0,0.000150077,0,0,0,0
chdyoror,0,0,0,0,0,0.000150077
arodar,0,0,0,0,0.000150106,0
chaldarsain,0,0,0,0,0.000150106,0
arod,0,0.000150077,0,0,0,0
chdyor,0,0,0,0,0,0.000150077
chdanar,0,0,0,0.000150077,0,0
chaldamposhy,0,0.000150077,0,0,0,0
arochy,0.000150077,0,0,0,0,0
chaldamailolol,0,0,0,0,0.000150106,0
chdanain,0,0.000150077,0,0,0,0
chdyolchs,0,0,0.000150077,0,0,0
chdanaiin,0,0,0,0,0.000150106,0
chdyol,0,0,0,0,0,0.000150077
chedyalkaiisar,0,0,0,0.000150077,0,0
chaldair,0.000150077,0,0,0,0,0
aroarpy,0,0,0,0,0.000150106,0
chdyody,0,0,0,0,0,0.000150077
aroarkar,0,0.000150077,0,0,0,0
chaldaiir,0,0,0,0,0.000150106,0
chdamchdaiiin,0.000150077,0,0,0,0,0
chald,0,0,0,0,0.000150106,0
chedydyolol,0,0,0,0,0,0.000150077
chamkodytal,0,0,0.000150077,0,0,0
cheedytardol,0.000150077,0,0,0,0,0
chedyydol,0.000150077,0,0,0,0,0
cheedychdol,0.000150077,0,0,0,0,0
chkeedchalchal,0,0,0,0,0.000150106,0
cheeodchockhar,0,0.000150077,0,0,0,0
cholararar,0,0,0.000150077,0,0,0
choair,0,0,0,0.000150077,0,0
chkedyyckhol,0,0,0,0,0.000150106,0
cheedcheedar,0,0.000150077,0,0,0,0
chkedyshtor,0.000150077,0,0,0,0,0
chedyorkqodyal,0.000150077,0,0,0,0,0
chkedyshar,0,0,0,0,0.000150106,0
cheeedykydy,0,0,0,0.000150077,0,0
chkedychyal,0,0,0,0,0.000150106,0
cheedyqosol,0.000150077,0,0,0,0,0
chkedyaralamol,0.000150077,0,0,0,0,0
cheedykaiin,0,0,0,0.000150077,0,0
chkedyail,0,0,0,0,0,0.000150077
cheedyaiil,0.000150077,0,0,0,0,0
cholkedy,0,0,0.000150077,0,0,0
cheearar,0,0,0.000150077,0,0,0
chkedolchedyor,0.000150077,0,0,0,0,0
chedysal,0,0,0,0,0.000150106,0
choldankeedy,0,0.000150077,0,0,0,0
chedyokoral,0,0.000150077,0,0,0,0
chkedkain,0.000150077,0,0,0,0,0
chocheedy,0,0,0,0,0.000150106,0
cholamchky,0,0,0,0,0.000150106,0
cheeedorpokam,0,0,0.000150077,0,0,0
cholamchedyol,0.000150077,0,0,0,0,0
cheedysho,0,0,0,0,0,0.000150077
chkaror,0,0,0,0.000150077,0,0
cholchkolchamoshs,0,0,0.000150077,0,0,0
chkarolol,0,0,0,0.000150077,0,0
cheedyody,0,0,0,0,0.000150106,0
chkarochkar,0,0,0,0,0.000150106,0
cheedycho,0,0,0,0,0,0.000150077
chkarochal,0,0,0,0,0,0.000150077
cheedyamchdain,0.000150077,0,0,0,0,0
chkarfar,0,0,0.000150077,0,0,0
cheedolokeyal,0,0,0.000150077,0,0,0
chkarcheeor,0,0,0.000150077,0,0,0
chkoly,0.000150077,0,0,0,0,0
chkarchedy,0.000150077,0,0,0,0,0
cheealkam,0,0.000150077,0,0,0,0
chkaral,0.000150077,0,0,0,0,0
chedysholochol,0,0,0,0,0,0.000150077
chkaraiin,0,0,0,0,0,0.000150077
chedypchol,0,0,0,0,0.000150106,0
cholam,0,0,0,0,0.000150106,0
chedyolshedy,0.000150077,0,0,0,0,0
chkanteedy,0.000150077,0,0,0,0,0
chedyoain,0,0.000150077,0,0,0,0
chkankoshom,0,0,0,0,0.000150106,0
cholcholchol,0,0,0,0,0.000150106,0
chkankar,0,0,0,0,0,0.000150077
cheeeolsho,0,0,0,0,0.000150106,0
chkandair,0,0,0,0,0.000150106,0
choldyam,0.000150077,0,0,0,0,0
chkanairar,0.000150077,0,0,0,0,0
cheedyyschedy,0,0,0,0.000150077,0,0
chkanainol,0,0,0,0,0.000150106,0
cheedyshoshy,0,0.000150077,0,0,0,0
cholkchy,0,0,0,0,0,0.000150077
cheedysal,0.000150077,0,0,0,0,0
chkamshy,0,0,0,0.000150077,0,0
cheedypeedy,0.000150077,0,0,0,0,0
chkamos,0,0,0,0,0.000150106,0
cheedyoraiin,0,0,0,0,0.000150106,0
cholais,0,0,0,0,0.000150106,0
cheedyolchkaiil,0,0,0,0,0.000150106,0
chkamod,0,0,0,0,0,0.000150077
cholchkar,0,0,0,0,0.000150106,0
chkamdshd,0,0,0,0.000150077,0,0
choagochal,0.000150077,0,0,0,0,0
chkamaiin,0,0,0,0.000150077,0,0
chkorqoshol,0,0,0,0,0.000150106,0
cholair,0,0,0.000150077,0,0,0
cheedyarcheedyol,0,0,0,0,0.000150106,0
chkaltcho,0,0,0.000150077,0,0,0
chkomysys,0,0,0,0,0,0.000150077
chkalshol,0.000150077,0,0,0,0,0
chkomor,0.000150077,0,0,0,0,0
chkalol,0,0.000150077,0,0,0,0
cheedo,0,0,0.000150077,0,0,0
cholky,0,0,0,0.000150077,0,0
cheedamkaiin,0,0.000150077,0,0,0,0
chkalchs,0,0,0.000150077,0,0,0
chkolchspar,0,0,0.000150077,0,0,0
choleomcholdo,0,0.000150077,0,0,0,0
cheealychar,0,0,0,0,0.000150106,0
chkaky,0,0,0,0,0.000150106,0
cholchdochdy,0,0,0.000150077,0,0,0
choleom,0,0,0,0,0.000150106,0
chedytan,0,0,0,0.000150077,0,0
cholagar,0,0.000150077,0,0,0,0
choldolkochedy,0.000150077,0,0,0,0,0
choldaiin,0,0,0,0,0.000150106,0
chedyqokeey,0,0.000150077,0,0,0,0
chkaimchor,0,0,0,0,0,0.000150077
chedyotolar,0.000150077,0,0,0,0,0
chkaimal,0,0,0,0.000150077,0,0
chkeolokeol,0,0.000150077,0,0,0,0
chokshykar,0,0,0,0,0.000150106,0
cholkeeear,0,0,0,0,0,0.000150077
chkail,0,0,0,0,0.000150106,0
chkeeol,0,0,0.000150077,0,0,0
choksheey,0,0.000150077,0,0,0,0
cholcholchy,0,0,0,0,0.000150106,0
chokchyshoshy,0,0,0,0.000150077,0,0
chocheko,0,0,0,0,0.000150106,0
chokchy,0,0,0.000150077,0,0,0
cheeky,0,0.000150077,0,0,0,0
chkagyshag,0,0,0,0,0,0.000150077
cholcholchalchor,0,0,0,0,0.000150106,0
chkag,0,0,0,0,0.000150106,0
cholks,0,0,0,0,0,0.000150077
chkaal,0,0,0.000150077,0,0,0
cheeedychdaiil,0,0.000150077,0,0,0,0
chogshor,0,0.000150077,0,0,0,0
cheeedyaiinal,0.000150077,0,0,0,0,0
chogolamam,0.000150077,0,0,0,0,0
choamydol,0,0,0.000150077,0,0,0
chfomdor,0,0,0,0.000150077,0,0
cheedytosor,0,0,0,0,0.000150106,0
chogarydol,0,0,0.000150077,0,0,0
cheedytaiin,0,0,0,0,0.000150106,0
chfolckhs,0,0,0.000150077,0,0,0
choalor,0,0,0,0,0,0.000150077
chogam,0,0,0.000150077,0,0,0
cheedyshar,0,0,0,0,0,0.000150077
chfo,0,0,0.000150077,0,0,0
cheedys,0.000150077,0,0,0,0,0
chfeedy,0,0,0,0.000150077,0,0
cheedyqokam,0,0.000150077,0,0,0,0
chfeear,0,0,0.000150077,0,0,0
cheedypain,0,0,0,0,0,0.000150077
chfedyycho,0,0.000150077,0,0,0,0
cheedyorpopamal,0,0.000150077,0,0,0,0
chogal,0,0.000150077,0,0,0,0
cheedyomykshkol,0,0,0,0.000150077,0,0
chfar,0,0,0,0,0,0.000150077
cheedyolodykor,0,0,0,0,0.000150106,0
chfan,0,0,0,0,0,0.000150077
cheedyolchal,0,0,0,0.000150077,0,0
chfal,0,0,0,0.000150077,0,0
cheedyochkar,0,0,0,0,0.000150106,0
chofchy,0,0.000150077,0,0,0,0
cheedykedy,0,0,0,0,0,0.000150077
chfaiir,0.000150077,0,0,0,0,0
cheedydorotar,0.000150077,0,0,0,0,0
choeyyteeor,0,0,0,0,0.000150106,0
cholcheedy,0,0,0.000150077,0,0,0
cheyycheeo,0,0,0.000150077,0,0,0
cheedycheor,0,0,0.000150077,0,0,0
cheytchy,0,0,0,0,0.000150106,0
cheedychedy,0.000150077,0,0,0,0,0
choey,0,0,0.000150077,0,0,0
cheedychaldol,0,0,0,0,0,0.000150077
cheyshal,0,0.000150077,0,0,0,0
cholkeey,0,0,0,0,0,0.000150077
cheys,0,0.000150077,0,0,0,0
cheedyalchtar,0,0,0,0,0.000150106,0
cheyor,0,0,0,0,0.000150106,0
cheedyain,0,0,0,0,0.000150106,0
cheyolcheeyol,0,0.000150077,0,0,0,0
cheedteedy,0,0.000150077,0,0,0,0
choleol,0,0,0.000150077,0,0,0
cheedorqoky,0,0,0,0,0.000150106,0
cheyody,0,0,0.000150077,0,0,0
chkomochalar,0,0.000150077,0,0,0,0
choeomoeear,0,0,0,0.000150077,0,0
chkomdal,0.000150077,0,0,0,0,0
cheyeeol,0,0.000150077,0,0,0,0
cheedarocheey,0,0,0.000150077,0,0,0
choeomochtal,0,0.000150077,0,0,0,0
cheedalshdychal,0,0,0,0,0,0.000150077
choeol,0,0,0.000150077,0,0,0
cheedain,0,0,0,0.000150077,0,0
cheychol,0,0.000150077,0,0,0,0
cheearfain,0,0,0,0,0,0.000150077
cheychar,0,0,0,0,0.000150106,0
chkolcheedyal,0,0.000150077,0,0,0,0
cheychal,0,0.000150077,0,0,0,0
cheealol,0,0,0,0,0.000150106,0
choefeor,0,0,0.000150077,0,0,0
cheealcheal,0,0,0.000150077,0,0,0
cheyalocheo,0,0.000150077,0,0,0,0
chedyykar,0.000150077,0,0,0,0,0
choleey,0,0,0,0,0.000150106,0
chedytol,0,0,0,0,0.000150106,0
cheyaimkalol,0,0.000150077,0,0,0,0
chedyshyqochar,0,0,0,0,0,0.000150077
cheyaim,0,0.000150077,0,0,0,0
chkeyokedy,0,0,0,0.000150077,0,0
cheyaiin,0,0,0,0.000150077,0,0
chedyshalchedyshar,0,0,0,0,0,0.000150077
choeeoromom,0,0.000150077,0,0,0,0
chedyqotor,0.000150077,0,0,0,0,0
choeeoroeey,0,0,0,0.000150077,0,0
chedypshor,0,0,0,0,0.000150106,0
chetor,0,0.000150077,0,0,0,0
chedypam,0.000150077,0,0,0,0,0
chetol,0,0.000150077,0,0,0,0
chkeomchdan,0,0,0,0,0.000150106,0
cheto,0,0,0.000150077,0,0,0
chedyordal,0,0.000150077,0,0,0,0
chetar,0,0,0.000150077,0,0,0
chedyomchdaiin,0,0,0,0,0.000150106,0
cholcthamamor,0,0,0,0,0.000150106,0
chedyolpeedy,0,0,0,0,0.000150106,0
chesol,0,0,0,0,0,0.000150077
chedyolcheedy,0,0,0,0,0,0.000150077
cholctham,0,0,0,0,0.000150106,0
chedyodyd,0,0,0,0,0.000150106,0
chesamcheedal,0,0,0.000150077,0,0,0
chedyochdy,0,0,0.000150077,0,0,0
chesal,0,0,0.000150077,0,0,0
cheeolcheeor,0,0.000150077,0,0,0,0
choeedy,0,0,0,0,0,0.000150077
chochkol,0,0,0.000150077,0,0,0
chepyoldal,0,0.000150077,0,0,0,0
chochko,0,0.000150077,0,0,0,0
chepy,0,0,0.000150077,0,0,0
cheeoain,0,0.000150077,0,0,0,0
chepor,0,0.000150077,0,0,0,0
cholcholcheedy,0,0,0.000150077,0,0,0
chepol,0,0.000150077,0,0,0,0
cheekol,0,0,0.000150077,0,0,0
chepoain,0,0.000150077,0,0,0,0
cheekal,0,0,0.000150077,0,0,0
cholcthal,0,0,0,0,0.000150106,0
cheeesol,0,0,0.000150077,0,0,0
chedykshor,0,0,0,0,0.000150106,0
cheeeo,0,0,0.000150077,0,0,0
cholcphol,0,0.000150077,0,0,0,0
cheeedyod,0,0,0,0,0.000150106,0
chedykag,0,0,0,0.000150077,0,0
cheeedydar,0.000150077,0,0,0,0,0
chedyfchedy,0,0,0.000150077,0,0,0
cheeedyarar,0,0,0,0.000150077,0,0
cholckhal,0,0.000150077,0,0,0,0
cholchkshd,0,0,0.000150077,0,0,0
cheorochy,0,0,0,0,0.000150106,0
cholchkoltchshd,0,0,0.000150077,0,0,0
cheorar,0,0,0.000150077,0,0,0
cholchkolchshol,0,0,0.000150077,0,0,0
cheoral,0,0,0.000150077,0,0,0
cheedyytomor,0,0,0.000150077,0,0,0
choear,0,0,0,0.000150077,0,0
cheedyykeal,0,0,0.000150077,0,0,0
cheool,0,0,0.000150077,0,0,0
cheedytody,0.000150077,0,0,0,0,0
cheomyshar,0,0,0,0,0.000150106,0
cheedytail,0.000150077,0,0,0,0,0
cheomycthom,0,0,0,0,0.000150106,0
choamchochy,0,0,0,0,0.000150106,0
cheomotshy,0,0,0.000150077,0,0,0
cheedyshor,0,0.000150077,0,0,0,0
cheomoshy,0,0.000150077,0,0,0,0
cheedyshochd,0,0.000150077,0,0,0,0
cheomoshkal,0,0,0.000150077,0,0,0
cheedyshd,0.000150077,0,0,0,0,0
cheomocheeo,0,0.000150077,0,0,0,0
cheedyshal,0,0,0,0,0,0.000150077
cheomchol,0,0,0,0,0.000150106,0
cheedysaiiin,0.000150077,0,0,0,0,0
cheomcheeyal,0,0.000150077,0,0,0,0
cheedyqotol,0.000150077,0,0,0,0,0
cheomcheeor,0,0,0.000150077,0,0,0
cheedyqokor,0.000150077,0,0,0,0,0
cheomcheeal,0,0,0.000150077,0,0,0
cheedyposhy,0,0,0,0.000150077,0,0
cheomcheal,0,0.000150077,0,0,0,0
cheedypaldal,0.000150077,0,0,0,0,0
cholchypaiin,0,0,0,0,0.000150106,0
cheedypaiin,0,0,0,0,0.000150106,0
chodydar,0,0.000150077,0,0,0,0
cheedyortchal,0,0,0,0,0.000150106,0
cheolor,0,0,0.000150077,0,0,0
cheedyorol,0,0.000150077,0,0,0,0
cheolomtair,0,0.000150077,0,0,0,0
cholkoror,0,0,0,0,0,0.000150077
cheolom,0,0,0,0.000150077,0,0
cheedyomfched,0,0,0,0,0.000150106,0
cheololy,0,0,0.000150077,0,0,0
cheedyolol,0.000150077,0,0,0,0,0
choleeo,0,0,0,0,0.000150106,0
cheedyolchsaiil,0,0,0,0,0.000150106,0
cheolo,0,0,0,0.000150077,0,0
choainol,0,0,0,0,0,0.000150077
cholchtomykedy,0,0,0,0,0,0.000150077
cholchko,0,0,0,0,0,0.000150077
cheold,0,0,0.000150077,0,0,0
choaimcheedyal,0,0,0,0.000150077,0,0
cheolar,0,0,0,0,0,0.000150077
cheedyocheedy,0,0,0,0,0,0.000150077
chodan,0,0,0,0,0.000150106,0
cheedykeedy,0.000150077,0,0,0,0,0
cheolain,0,0.000150077,0,0,0,0
cheedykchedy,0.000150077,0,0,0,0,0
choleefol,0,0,0,0,0.000150106,0
cheedyfcheey,0,0.000150077,0,0,0,0
cheodolal,0,0,0,0,0.000150106,0
cheedydarar,0.000150077,0,0,0,0,0
chodair,0,0,0.000150077,0,0,0
cheedydaiin,0,0,0,0.000150077,0,0
cheochal,0,0.000150077,0,0,0,0
cholchedyol,0,0.000150077,0,0,0,0
choldyol,0.000150077,0,0,0,0,0
cheedychkes,0,0,0,0,0.000150106,0
cheoair,0,0.000150077,0,0,0,0
cheedycheeoal,0,0,0,0,0,0.000150077
cheoaim,0,0.000150077,0,0,0,0
cheedycheear,0,0,0.000150077,0,0,0
cholchsdaiin,0,0,0.000150077,0,0,0
cheedyched,0,0,0,0,0.000150106,0
chod,0,0,0.000150077,0,0,0
chkorochyol,0,0,0,0,0,0.000150077
chekorcheedychol,0,0,0.000150077,0,0,0
cheedyarcho,0,0,0,0,0.000150106,0
cholchs,0,0,0.000150077,0,0,0
cheedyarcheedy,0,0.000150077,0,0,0,0
chocthar,0,0,0,0,0.000150106,0
cheedyan,0.000150077,0,0,0,0,0
cholchpol,0,0,0,0,0.000150106,0
cheedyaldar,0,0,0,0.000150077,0,0
chefo,0,0,0,0.000150077,0,0
cheedyalcheorom,0,0,0,0.000150077,0,0
cheeyshoralytal,0,0.000150077,0,0,0,0
cheedyairolor,0.000150077,0,0,0,0,0
cheeys,0,0.000150077,0,0,0,0
cheedyaiin,0,0.000150077,0,0,0,0
cheeyos,0,0.000150077,0,0,0,0
chkomtshpaiin,0,0,0,0.000150077,0,0
chockhol,0,0.000150077,0,0,0,0
cheedshal,0,0,0,0.000150077,0,0
cheeyold,0,0.000150077,0,0,0,0
cheedpchtor,0,0,0,0,0.000150106,0
chockho,0,0.000150077,0,0,0,0
chkomomotainol,0.000150077,0,0,0,0,0
choldychol,0,0,0,0,0,0.000150077
cheedold,0,0,0.000150077,0,0,0
cheeykeeo,0,0.000150077,0,0,0,0
cheedodam,0,0.000150077,0,0,0,0
chockhamcheo,0,0.000150077,0,0,0,0
cheeddair,0,0,0.000150077,0,0,0
cheeycheear,0,0.000150077,0,0,0,0
cheedcheeed,0,0,0.000150077,0,0,0
cheeycheeal,0,0.000150077,0,0,0,0
chkomchkol,0.000150077,0,0,0,0,0
cheeychdaiin,0,0,0.000150077,0,0,0
choldomochy,0.000150077,0,0,0,0,0
cheeychar,0,0.000150077,0,0,0,0
cheedaltain,0,0,0.000150077,0,0,0
cheeyaraiiin,0,0,0.000150077,0,0,0
cheedaldagor,0,0,0.000150077,0,0,0
cheeyar,0,0.000150077,0,0,0,0
chkolshs,0,0,0.000150077,0,0,0
chockhal,0,0,0.000150077,0,0,0
cheedail,0,0,0,0,0.000150106,0
chochyoshar,0,0.000150077,0,0,0,0
cheearotchor,0,0,0,0,0.000150106,0
cheeyaiin,0,0,0,0,0,0.000150077
cheearchal,0,0,0.000150077,0,0,0
chochycho,0,0.000150077,0,0,0,0
cheearal,0,0,0.000150077,0,0,0
chochyaisais,0,0,0.000150077,0,0,0
cheeamdair,0,0,0.000150077,0,0,0
cholchomosho,0.000150077,0,0,0,0,0
cheealoshey,0,0.000150077,0,0,0,0
cheetar,0,0,0.000150077,0,0,0
cheealockhed,0,0,0,0,0,0.000150077
cheespshol,0,0,0.000150077,0,0,0
cheealcheedy,0,0.000150077,0,0,0,0
chochtyarol,0,0,0,0,0,0.000150077
cheealarol,0,0,0.000150077,0,0,0
cheesompar,0,0,0,0.000150077,0,0
chedyys,0,0,0,0.000150077,0,0
cheesomochal,0,0,0,0.000150077,0,0
chedyykaiir,0,0.000150077,0,0,0,0
cheesolaiin,0,0,0,0.000150077,0,0
chkoalal,0,0,0,0.000150077,0,0
cholchomoeeal,0,0,0,0,0,0.000150077
chedytchary,0,0,0,0.000150077,0,0
cheeso,0,0,0.000150077,0,0,0
chedytaim,0,0.000150077,0,0,0,0
cheeschkaim,0,0,0,0,0.000150106,0
chkoaiin,0,0,0,0,0.000150106,0
cheeschedy,0,0,0,0.000150077,0,0
cholchd,0,0,0.000150077,0,0,0
cheeschdain,0,0,0,0,0.000150106,0
chedyshdaim,0,0,0,0.000150077,0,0
cholchomochal,0,0,0,0.000150077,0,0
cholchamaiiror,0,0,0,0,0.000150106,0
cheesalcheedy,0,0,0,0.000150077,0,0
chedyshal,0,0,0,0,0,0.000150077
chochpy,0,0,0,0,0.000150106,0
chkeor,0,0.000150077,0,0,0,0
chochorokey,0,0,0.000150077,0,0,0
chedyqotair,0.000150077,0,0,0,0,0
cheepor,0,0,0.000150077,0,0,0
chedyqochol,0,0,0,0,0.000150106,0
cheepol,0,0,0,0.000150077,0,0
chedypom,0,0.000150077,0,0,0,0
cheeoy,0,0,0.000150077,0,0,0
chedypcheal,0,0,0,0.000150077,0,0
cheeoshal,0,0.000150077,0,0,0,0
chedypain,0.000150077,0,0,0,0,0
cholchomcheedy,0,0,0.000150077,0,0,0
chedyoshol,0.000150077,0,0,0,0,0
cheeorqoteey,0,0.000150077,0,0,0,0
chedyorolcheear,0,0,0,0,0,0.000150077
cheeoroldal,0,0.000150077,0,0,0,0
chedyorfeedy,0,0,0,0.000150077,0,0
cheeorol,0,0,0,0.000150077,0,0
chedyorchdaiin,0,0,0,0,0.000150106,0
cheeorkshoran,0,0,0.000150077,0,0,0
chedyomochol,0,0,0,0,0.000150106,0
cheeorar,0,0,0.000150077,0,0,0
cholcham,0,0,0,0,0.000150106,0
cheeorain,0,0.000150077,0,0,0,0
chedyolqokedy,0,0,0,0,0.000150106,0
cholcholsar,0,0,0.000150077,0,0,0
chedyolpedy,0,0,0,0,0.000150106,0
cheeopal,0,0.000150077,0,0,0,0
chedyoledy,0,0.000150077,0,0,0,0
cheeookeyar,0,0.000150077,0,0,0,0
cholartyalal,0,0,0,0,0,0.000150077
cheeom,0,0,0.000150077,0,0,0
chedyokolal,0,0,0,0,0.000150106,0
cholcholochedy,0.000150077,0,0,0,0,0
chkeeor,0,0,0,0,0.000150106,0
cheeolpshor,0,0,0.000150077,0,0,0
cholarshdar,0,0,0,0,0.000150106,0
cheeolom,0,0,0,0.000150077,0,0
chedyoaincheedy,0,0.000150077,0,0,0,0
chochkychalky,0,0.000150077,0,0,0,0
cholarshalchd,0,0,0,0.000150077,0,0
cheeolocham,0,0,0,0,0,0.000150077
chedykeeo,0,0.000150077,0,0,0,0
cheos,0,0.000150077,0,0,0,0
chedykaral,0.000150077,0,0,0,0,0
cheory,0,0,0.000150077,0,0,0
chedyfshy,0,0,0,0,0,0.000150077
cheororodal,0,0,0.000150077,0,0,0
cholnar,0,0,0,0.000150077,0,0
cheorom,0,0.000150077,0,0,0,0
chpomaldar,0,0.000150077,0,0,0,0
chomfotain,0,0.000150077,0,0,0,0
chorkalor,0,0,0,0,0,0.000150077
ckhchdshs,0,0,0.000150077,0,0,0
daiincho,0,0.000150077,0,0,0,0
daiinomchtedal,0.000150077,0,0,0,0,0
choshalpchdal,0,0,0,0.000150077,0,0
cthshal,0,0,0,0,0.000150106,0
chopchy,0,0,0,0,0.000150106,0
ckhchampan,0,0,0.000150077,0,0,0
choltal,0,0,0,0,0,0.000150077
ckhchamcheeor,0,0,0.000150077,0,0,0
chsailshor,0,0,0,0,0.000150106,0
ckhchamal,0,0,0.000150077,0,0,0
dag,0,0,0.000150077,0,0,0
ckhkshor,0,0.000150077,0,0,0,0
daiinpaiin,0,0.000150077,0,0,0,0
ckhchal,0,0,0.000150077,0,0,0
chorarsho,0,0.000150077,0,0,0,0
ckhkchalcheey,0,0.000150077,0,0,0,0
chomshalshal,0,0.000150077,0,0,0,0
d,0,0,0.000150077,0,0,0
ckhchol,0,0,0.000150077,0,0,0
chyyshty,0,0,0,0.000150077,0,0
cholsam,0,0,0,0,0,0.000150077
chyyorol,0,0,0,0,0,0.000150077
chscholag,0,0,0,0.000150077,0,0
chytshycheedy,0,0,0,0,0.000150106,0
cphom,0,0,0,0,0.000150106,0
chytshor,0,0,0,0,0.000150106,0
chpeeo,0,0,0.000150077,0,0,0
chytedy,0,0,0,0.000150077,0,0
choshycheedy,0,0,0,0,0.000150106,0
chytchy,0,0,0,0,0.000150106,0
chorychy,0,0,0.000150077,0,0,0
chytain,0,0.000150077,0,0,0,0
chorokaiin,0,0,0,0,0.000150106,0
ckhshdan,0,0,0.000150077,0,0,0
chorchy,0,0,0.000150077,0,0,0
chysol,0,0,0,0.000150077,0,0
choraldy,0,0,0.000150077,0,0,0
daiinolpofaiin,0.000150077,0,0,0,0,0
chomyear,0,0,0,0.000150077,0,0
chyshotchar,0,0.000150077,0,0,0,0
cthsheeo,0,0.000150077,0,0,0,0
chyshor,0,0,0,0.000150077,0,0
chomchol,0,0,0,0.000150077,0,0
chyshom,0,0,0,0,0,0.000150077
cholyeeal,0,0,0,0.000150077,0,0
daiinolor,0,0,0,0,0.000150106,0
cholshed,0,0,0,0.000150077,0,0
ctholcthol,0,0.000150077,0,0,0,0
chshom,0,0,0.000150077,0,0,0
cthy,0,0,0,0,0,0.000150077
chsdarol,0,0,0.000150077,0,0,0
chyshdy,0,0,0,0.000150077,0,0
cphor,0,0,0,0,0.000150106,0
