word,tfidf_balneological,tfidf_herbal,tfidf_recipes,tfidf_stars
chckhd,1.43065E-05,7.70751E-05,0,1.16973E-05
checthey,6.89408E-05,0,0,5.63674E-05
alor,3.44704E-05,0,0,8.45511E-05
alody,2.8613E-05,3.85375E-05,0,1.16973E-05
aithy,2.8613E-05,3.85375E-05,0,1.16973E-05
alkeedy,0,0,0,0.00022547
aim,1.43065E-05,3.85375E-05,0,2.33946E-05
an,6.89408E-05,0,0,5.63674E-05
alchedy,3.44704E-05,0,0,8.45511E-05
chekedy,0,0.000742825,0,0
chepar,0,0.000185706,0,5.63674E-05
chodal,0,9.28532E-05,0,8.45511E-05
cheoty,3.44704E-05,0,0,8.45511E-05
chekeedy,1.43065E-05,7.70751E-05,0,1.16973E-05
chetar,0,9.28532E-05,0,8.45511E-05
cheokain,6.89408E-05,0,0,5.63674E-05
cholkaiin,6.89408E-05,0,0,5.63674E-05
cholky,0,3.85375E-05,0.000457651,1.16973E-05
cheom,0,9.28532E-05,0,8.45511E-05
cheedaiin,3.44704E-05,0,0,8.45511E-05
chotal,1.43065E-05,3.85375E-05,0,2.33946E-05
cthol,6.89408E-05,0,0,5.63674E-05
ckhedy,2.8613E-05,3.85375E-05,0,1.16973E-05
dsheedy,1.43065E-05,0,0.000228826,2.33946E-05
dody,1.43065E-05,3.85375E-05,0,2.33946E-05
da,6.89408E-05,0.000185706,0,0
dalchedy,1.43065E-05,3.85375E-05,0,2.33946E-05
dchol,0.000103411,0,0,2.81837E-05
cthar,1.43065E-05,7.70751E-05,0,1.16973E-05
doiin,3.44704E-05,0,0,8.45511E-05
ckhdy,3.44704E-05,0.00027856,0,0
daim,1.43065E-05,7.70751E-05,0,1.16973E-05
dalor,6.89408E-05,0.000185706,0,0
fchdy,0,9.28532E-05,0,8.45511E-05
fcheey,1.43065E-05,0,0.000228826,2.33946E-05
kchy,0,0.00027856,0,2.81837E-05
kas,2.8613E-05,0,0.000228826,1.16973E-05
kechdy,1.43065E-05,3.85375E-05,0,2.33946E-05
kary,2.8613E-05,0,0.000228826,1.16973E-05
f,0,0.000742825,0,0
kcheo,0,9.28532E-05,0,8.45511E-05
keeor,3.44704E-05,0,0,8.45511E-05
ld,2.8613E-05,3.85375E-05,0,1.16973E-05
keeody,0,0,0,0.00022547
m,0,0.00027856,0,2.81837E-05
lkeeo,0,0,0,0.00022547
lkeody,0,0,0,0.00022547
loty,0,0,0,0.00022547
octhey,6.89408E-05,0.000185706,0,0
los,2.8613E-05,3.85375E-05,0,1.16973E-05
oin,3.44704E-05,0,0,8.45511E-05
lkair,0,0,0,0.00022547
lkeeol,0,0,0,0.00022547
loiin,1.43065E-05,3.85375E-05,0,2.33946E-05
lkeeedy,0,0,0,0.00022547
lkshedy,0,0,0,0.00022547
oeey,6.89408E-05,0,0,5.63674E-05
lkor,6.89408E-05,0,0,5.63674E-05
oees,6.89408E-05,0,0,5.63674E-05
odor,0,0,0,0
ofar,0,0,0,0
olfchedy,6.89408E-05,0.000185706,0,0
olkair,6.89408E-05,0,0,5.63674E-05
olpchedy,6.89408E-05,0,0,5.63674E-05
okechedy,0,0,0,0.00022547
oloiin,6.89408E-05,0,0,5.63674E-05
okechdy,1.43065E-05,3.85375E-05,0,2.33946E-05
olkchey,2.8613E-05,3.85375E-05,0,1.16973E-05
okody,0,3.85375E-05,0.000228826,2.33946E-05
olkchdy,6.89408E-05,0,0.001102674,0
olshdy,0.000275763,0,0,0
okeor,0,9.28532E-05,0,8.45511E-05
okcho,0,9.28532E-05,0,8.45511E-05
olkchy,0.000103411,0,0,2.81837E-05
olkeeo,0,9.28532E-05,0,8.45511E-05
okaldy,3.44704E-05,0.00027856,0,0
olkeol,1.43065E-05,3.85375E-05,0,2.33946E-05
okechy,3.44704E-05,0,0,8.45511E-05
olcheol,1.43065E-05,3.85375E-05,0,2.33946E-05
okoldy,2.8613E-05,3.85375E-05,0,1.16973E-05
okaiiin,3.44704E-05,0,0,8.45511E-05
otan,3.44704E-05,0,0,8.45511E-05
oraiiin,0.000103411,0,0,2.81837E-05
oror,3.44704E-05,0,0,8.45511E-05
otees,2.8613E-05,3.85375E-05,0,1.16973E-05
opcheol,0,0,0,0.00022547
oteeol,0,0,0,0.00022547
opair,0,0,0,0.00022547
otoly,2.8613E-05,3.85375E-05,0,1.16973E-05
orchey,0.000275763,0,0,0
otedal,3.44704E-05,0,0,8.45511E-05
opy,0.000103411,0,0,2.81837E-05
otary,1.43065E-05,3.85375E-05,0,2.33946E-05
opchedaiin,0,0,0,0.00022547
otarar,3.44704E-05,0,0,8.45511E-05
otodaiin,0.000103411,0,0,2.81837E-05
psheody,0,9.28532E-05,0,8.45511E-05
qodar,0.000103411,0,0.000551337,0
qoedy,0.000103411,0,0,2.81837E-05
pchedaiin,1.43065E-05,0,0.000228826,2.33946E-05
pchdair,0,9.28532E-05,0,8.45511E-05
qod,0,0.000185706,0,5.63674E-05
qocthey,6.89408E-05,0,0,5.63674E-05
qoeeey,3.44704E-05,0,0,8.45511E-05
pcheor,0,0,0,0.00022547
par,2.8613E-05,0,0.000228826,1.16973E-05
oy,0,0,0,0.00022547
qokdy,1.43065E-05,7.70751E-05,0,1.16973E-05
qokeeedy,3.44704E-05,0,0,8.45511E-05
qotcheedy,0,9.28532E-05,0,8.45511E-05
qoteo,0,9.28532E-05,0,8.45511E-05
qopcheey,6.89408E-05,0,0,5.63674E-05
qopshedy,0.000103411,0,0,2.81837E-05
qolky,0.000275763,0,0,0
qokedain,0,0,0,0.00022547
qoted,3.44704E-05,0,0,8.45511E-05
qotair,3.44704E-05,0,0,8.45511E-05
qoiiin,0,9.28532E-05,0,8.45511E-05
qokechedy,6.89408E-05,0,0,5.63674E-05
qopol,6.89408E-05,0,0,5.63674E-05
roiin,6.89408E-05,0,0,5.63674E-05
shees,2.8613E-05,3.85375E-05,0,1.16973E-05
shcthey,2.8613E-05,3.85375E-05,0,1.16973E-05
shain,3.44704E-05,0,0,8.45511E-05
sheoky,3.44704E-05,0,0,8.45511E-05
sh,3.44704E-05,0.00027856,0,0
sheckhey,0.000103411,0,0,2.81837E-05
qoy,1.43065E-05,3.85375E-05,0,2.33946E-05
sheckhedy,0.000103411,0,0,2.81837E-05
shdal,6.89408E-05,0,0,5.63674E-05
rary,1.43065E-05,3.85375E-05,0,2.33946E-05
solkeey,0.000275763,0,0,0
tcheol,6.89408E-05,0,0,5.63674E-05
sholdy,0.000103411,9.28532E-05,0,0
teeedy,0,9.28532E-05,0,8.45511E-05
tam,1.43065E-05,3.85375E-05,0.000457651,0
tedain,0,3.85375E-05,0.000228826,2.33946E-05
solchey,0.000275763,0,0,0
tchy,6.89408E-05,0.000185706,0,0
todaiin,0,3.85375E-05,0.000457651,1.16973E-05
tchor,1.43065E-05,0,0.000457651,1.16973E-05
sshey,0.000103411,0,0,2.81837E-05
ykchdy,0,0.00027856,0,2.81837E-05
ychedar,3.44704E-05,0,0,8.45511E-05
tshdy,0,0.00027856,0,2.81837E-05
ykol,0,0,0,0
yaiin,1.43065E-05,3.85375E-05,0,2.33946E-05
yk,0,0.00027856,0,2.81837E-05
ykeeey,1.43065E-05,3.85375E-05,0,2.33946E-05
ydy,0.000103411,9.28532E-05,0,0
ytody,0.000103411,9.28532E-05,0,0
ykeeedy,2.8613E-05,3.85375E-05,0,1.16973E-05
chdaly,0,9.28532E-05,0,5.63674E-05
aty,0,0,0,0.000169102
chcphey,6.89408E-05,0,0,2.81837E-05
cheam,0,0,0,0.000169102
als,0,3.85375E-05,0.000228826,1.16973E-05
alky,3.44704E-05,0,0,5.63674E-05
airody,3.44704E-05,0,0,5.63674E-05
chealy,6.89408E-05,0,0,2.81837E-05
charam,0,0,0,0.000169102
alain,0,0,0,0.000169102
chcphedy,1.43065E-05,3.85375E-05,0,1.16973E-05
alaiin,0,0.000185706,0,2.81837E-05
chckhaiin,0,0,0.000551337,5.63674E-05
charain,0,0,0,0.000169102
alkar,3.44704E-05,0,0,5.63674E-05
as,0,9.28532E-05,0,5.63674E-05
chotaiin,3.44704E-05,0,0,5.63674E-05
chep,3.44704E-05,0,0,5.63674E-05
cheoly,3.44704E-05,0,0,5.63674E-05
cheod,1.43065E-05,3.85375E-05,0,1.16973E-05
chokor,0,9.28532E-05,0,5.63674E-05
chek,3.44704E-05,0.000185706,0,0
chetedy,6.89408E-05,9.28532E-05,0,0
chefchy,3.44704E-05,0.000185706,0,0
chotain,0,0,0,0.000169102
cholor,3.44704E-05,0,0,5.63674E-05
cheokeey,0,0,0,0.000169102
cheety,6.89408E-05,0,0,2.81837E-05
cheekain,0,0,0,0.000169102
cheeteey,3.44704E-05,0,0,5.63674E-05
cheodal,0,9.28532E-05,0,5.63674E-05
cheocthy,0,9.28532E-05,0,5.63674E-05
chpchy,3.44704E-05,0,0,5.63674E-05
chokedy,0,0,0,0.000169102
chetey,6.89408E-05,9.28532E-05,0,0
cphy,1.43065E-05,3.85375E-05,0,1.16973E-05
dshor,0.000206822,0,0,0
dcheedy,3.44704E-05,0,0,5.63674E-05
dyky,3.44704E-05,0.000185706,0,0
dalchdy,3.44704E-05,0,0,5.63674E-05
chtol,1.43065E-05,3.85375E-05,0,1.16973E-05
daiis,1.43065E-05,3.85375E-05,0.000228826,0
daiidy,1.43065E-05,3.85375E-05,0,1.16973E-05
daram,0,0.000185706,0,2.81837E-05
dcheo,3.44704E-05,0,0,5.63674E-05
doin,6.89408E-05,0,0,2.81837E-05
deey,3.44704E-05,0.000185706,0,0
cs,3.44704E-05,0.000185706,0,0
das,3.44704E-05,0.000185706,0,0
dshol,1.43065E-05,3.85375E-05,0,1.16973E-05
cthor,6.89408E-05,0,0,2.81837E-05
ckhey,1.43065E-05,3.85375E-05,0,1.16973E-05
dairody,1.43065E-05,3.85375E-05,0,1.16973E-05
dairal,1.43065E-05,3.85375E-05,0,1.16973E-05
dched,3.44704E-05,0,0,5.63674E-05
dalam,3.44704E-05,0,0,5.63674E-05
dalal,1.43065E-05,3.85375E-05,0.000228826,0
dalkar,3.44704E-05,0,0,5.63674E-05
kchol,6.89408E-05,0,0,2.81837E-05
fchor,1.43065E-05,3.85375E-05,0,1.16973E-05
koldy,0.000206822,0,0,0
lcheckhy,0.000206822,0,0,0
lcheam,3.44704E-05,0,0,5.63674E-05
kody,0,0.000185706,0,2.81837E-05
kchody,3.44704E-05,0.000185706,0,0
keeo,3.44704E-05,0,0,5.63674E-05
g,1.43065E-05,3.85375E-05,0,1.16973E-05
kshey,0.000206822,0,0,0
kechedy,0,0,0,0.000169102
keeedy,0.000206822,0,0,0
lcheo,0,0,0,0.000169102
keedal,0,9.28532E-05,0,5.63674E-05
ety,1.43065E-05,0,0.000228826,1.16973E-05
kaldy,3.44704E-05,0.000185706,0,0
ldaiin,6.89408E-05,9.28532E-05,0,0
lcho,0,0,0,0.000169102
keear,3.44704E-05,0,0,5.63674E-05
kedar,0,9.28532E-05,0,5.63674E-05
lkechedy,0,0,0,0.000169102
loeey,3.44704E-05,0,0,5.63674E-05
lshed,6.89408E-05,9.28532E-05,0,0
odl,0,0,0,0.000169102
lko,3.44704E-05,0,0,5.63674E-05
ok,0,0.000185706,0,2.81837E-05
lsheody,0,0.000185706,0,2.81837E-05
odam,0,0.000185706,0,2.81837E-05
lokeedy,3.44704E-05,0,0,5.63674E-05
odaiiin,6.89408E-05,9.28532E-05,0,0
lodaiin,0,0.000557119,0,0
ochey,0,9.28532E-05,0,5.63674E-05
lkeed,3.44704E-05,0,0,5.63674E-05
ocheey,3.44704E-05,0,0,5.63674E-05
ltal,0,0,0,0.000169102
lkcheo,0,0,0,0.000169102
okedaiin,0,0,0,0.000169102
oll,1.43065E-05,3.85375E-05,0,1.16973E-05
olsheol,6.89408E-05,9.28532E-05,0,0
olkeeedy,0,0,0,0.000169102
okedam,1.43065E-05,3.85375E-05,0,1.16973E-05
olkeechy,0,9.28532E-05,0,5.63674E-05
olkor,3.44704E-05,0,0.001102674,0
oleedy,0,0,0,0.000169102
okan,3.44704E-05,0,0,5.63674E-05
oldar,3.44704E-05,0.000185706,0,0
okedor,6.89408E-05,9.28532E-05,0,0
olcheedy,6.89408E-05,0,0,2.81837E-05
okedain,0,0,0,0.000169102
olched,3.44704E-05,0,0,5.63674E-05
okear,0,9.28532E-05,0,5.63674E-05
okshedy,1.43065E-05,3.85375E-05,0,1.16973E-05
okchor,3.44704E-05,0,0,5.63674E-05
okeeos,0,0.000185706,0,2.81837E-05
okchdar,0,0,0,0.000169102
okeedal,3.44704E-05,0,0,5.63674E-05
okalol,6.89408E-05,0,0,2.81837E-05
okeed,6.89408E-05,0,0,2.81837E-05
okeshy,6.89408E-05,9.28532E-05,0,0
oteeedy,3.44704E-05,0,0,5.63674E-05
otchod,0,9.28532E-05,0,5.63674E-05
opary,0,0,0.000551337,5.63674E-05
otedam,3.44704E-05,0,0,5.63674E-05
otas,0,0.000185706,0,2.81837E-05
otoldy,6.89408E-05,9.28532E-05,0,0
opcheedy,0,0,0,0.000169102
otalshedy,6.89408E-05,0,0,2.81837E-05
otaram,3.44704E-05,0,0,5.63674E-05
otalor,6.89408E-05,9.28532E-05,0,0
otches,3.44704E-05,0,0,5.63674E-05
otaldy,6.89408E-05,0,0.000551337,0
opdaiin,3.44704E-05,0,0,5.63674E-05
oto,3.44704E-05,0,0,5.63674E-05
opcheey,0.000206822,0,0,0
otais,3.44704E-05,0,0,5.63674E-05
otedol,6.89408E-05,9.28532E-05,0,0
olteedy,0.000206822,0,0,0
opam,0,0,0,0.000169102
otedaiin,6.89408E-05,0,0,2.81837E-05
oroly,0.000206822,0,0,0
oshedy,3.44704E-05,0,0,5.63674E-05
pdaiin,6.89408E-05,9.28532E-05,0,0
qeey,3.44704E-05,0,0,5.63674E-05
qodeedy,3.44704E-05,0,0,5.63674E-05
pshedy,3.44704E-05,0,0,5.63674E-05
podar,0,0,0.000551337,5.63674E-05
pchody,0,9.28532E-05,0,5.63674E-05
pchal,0,9.28532E-05,0,5.63674E-05
pchodain,0,0,0,0.000169102
qekchdy,1.43065E-05,3.85375E-05,0,1.16973E-05
qockhedy,3.44704E-05,0,0,5.63674E-05
qeeey,3.44704E-05,0,0,5.63674E-05
qockhy,3.44704E-05,0,0,5.63674E-05
podaiin,6.89408E-05,9.28532E-05,0,0
polshy,6.89408E-05,0,0,2.81837E-05
pchdaiin,1.43065E-05,3.85375E-05,0,1.16973E-05
qockheey,3.44704E-05,0,0,5.63674E-05
qoal,3.44704E-05,0,0,5.63674E-05
pcheo,0,0,0,0.000169102
qocthedy,0,0.000557119,0,0
qoeeedy,6.89408E-05,0,0,2.81837E-05
qoedaiin,0,0,0,0.000169102
poiin,6.89408E-05,0,0.000551337,0
otshdy,0.000206822,0,0,0
qoteeol,3.44704E-05,0,0,5.63674E-05
qot,0,9.28532E-05,0,5.63674E-05
qoiin,0,0,0,0.000169102
qoteeedy,3.44704E-05,0,0,5.63674E-05
qokchol,0,0,0,0.000169102
qorain,3.44704E-05,0,0,5.63674E-05
qokaiir,1.43065E-05,3.85375E-05,0,1.16973E-05
qoteeos,3.44704E-05,0,0,5.63674E-05
qokedal,6.89408E-05,0,0,2.81837E-05
qokshdy,3.44704E-05,0,0,5.63674E-05
qokeal,1.43065E-05,0,0.000228826,1.16973E-05
qokshd,0,3.85375E-05,0.000228826,1.16973E-05
qotcheo,0,0,0,0.000169102
qoteedar,0,9.28532E-05,0,5.63674E-05
qolain,6.89408E-05,9.28532E-05,0,0
qoteed,6.89408E-05,0,0,2.81837E-05
qokeedain,0,0,0,0.000169102
qopy,6.89408E-05,9.28532E-05,0,0
qofchdy,3.44704E-05,0,0,5.63674E-05
qotedar,6.89408E-05,0,0,2.81837E-05
qokedaiin,0,0,0,0.000169102
qotedal,0,9.28532E-05,0,5.63674E-05
qokechdy,3.44704E-05,0,0,5.63674E-05
qokeod,0,0,0,0.000169102
qokeain,0,0,0,0.000169102
qokeo,0,0,0,0.000169102
qoteor,3.44704E-05,0,0,5.63674E-05
qotedaiin,6.89408E-05,0,0.000551337,0
qokas,6.89408E-05,0,0,2.81837E-05
qopor,6.89408E-05,0,0,2.81837E-05
qoteeody,3.44704E-05,0,0,5.63674E-05
qop,1.43065E-05,3.85375E-05,0,1.16973E-05
qotchd,3.44704E-05,0,0,5.63674E-05
qool,1.43065E-05,3.85375E-05,0,1.16973E-05
qokeedal,3.44704E-05,0,0,5.63674E-05
qotees,3.44704E-05,0,0,5.63674E-05
rorol,3.44704E-05,0,0,5.63674E-05
saiir,0,0.000185706,0,2.81837E-05
sheodaiin,0,0.000185706,0,2.81837E-05
shecphy,6.89408E-05,0,0,2.81837E-05
rsheedy,0.000206822,0,0,0
rcheey,3.44704E-05,0,0,5.63674E-05
sheet,0,9.28532E-05,0,5.63674E-05
raram,0,0,0,0.000169102
sairy,0,0,0,0.000169102
shcthhy,6.89408E-05,0,0.000551337,0
shekey,0,0.000557119,0,0
sheekchy,6.89408E-05,0,0,2.81837E-05
shekeey,1.43065E-05,3.85375E-05,0,1.16973E-05
sarain,0,0,0,0.000169102
rom,6.89408E-05,0,0,2.81837E-05
saraiin,0,0,0,0.000169102
shekchy,0,0.000185706,0,2.81837E-05
sam,3.44704E-05,0,0,5.63674E-05
saly,6.89408E-05,0,0,2.81837E-05
schdy,6.89408E-05,9.28532E-05,0,0
shekal,1.43065E-05,3.85375E-05,0,1.16973E-05
qotshedy,6.89408E-05,0,0,2.81837E-05
qotshdy,3.44704E-05,0,0,5.63674E-05
sarol,1.43065E-05,3.85375E-05,0,1.16973E-05
shtal,6.89408E-05,0,0,2.81837E-05
sokeedy,0.000206822,0,0,0
shoky,0.000206822,0,0,0
tchar,3.44704E-05,0,0,5.63674E-05
soiiin,6.89408E-05,0,0,2.81837E-05
tedaiin,0,9.28532E-05,0,5.63674E-05
teeody,3.44704E-05,0,0,5.63674E-05
t,0,0.000185706,0,2.81837E-05
tchedor,0,9.28532E-05,0,5.63674E-05
shl,6.89408E-05,0,0,2.81837E-05
soin,0.000206822,0,0,0
shkain,3.44704E-05,0,0,5.63674E-05
shty,6.89408E-05,0,0,2.81837E-05
solshedy,6.89408E-05,0,0,2.81837E-05
shos,0,3.85375E-05,0.000228826,1.16973E-05
teeol,6.89408E-05,0,0,2.81837E-05
tcheody,3.44704E-05,0,0,5.63674E-05
solkedy,6.89408E-05,0,0,2.81837E-05
shok,0,9.28532E-05,0,5.63674E-05
solkain,6.89408E-05,0,0,2.81837E-05
tedam,0,0,0,0.000169102
soraiin,0,0,0,0.000169102
solkaiin,1.43065E-05,3.85375E-05,0,1.16973E-05
ytor,6.89408E-05,9.28532E-05,0,0
yky,0,9.28532E-05,0,5.63674E-05
ypar,6.89408E-05,9.28532E-05,0,0
yteeey,0,0,0,0.000169102
ysheor,3.44704E-05,0,0,5.63674E-05
ypchey,6.89408E-05,9.28532E-05,0,0
x,0,0.000557119,0,0
ykam,0,0.000185706,0,2.81837E-05
ychol,0,0,0,0.000169102
alchey,3.44704E-05,9.28532E-05,0,0
alod,0,0,0.000551337,2.81837E-05
aildy,0,0,0,0.000112735
chdair,3.44704E-05,0,0,2.81837E-05
chdol,3.44704E-05,0,0,2.81837E-05
chedaiiin,0,0,0,0.000112735
akar,0,9.28532E-05,0,2.81837E-05
chctham,0,0,0.000551337,2.81837E-05
aiim,3.44704E-05,0,0,2.81837E-05
chcphhy,0.000137882,0,0,0
alkey,0,0.000371413,0,0
checthedy,3.44704E-05,9.28532E-05,0,0
ald,0,9.28532E-05,0,2.81837E-05
chcphdy,0.000137882,0,0,0
alar,3.44704E-05,0,0,2.81837E-05
checphey,3.44704E-05,0,0,2.81837E-05
airal,0,0,0,0.000112735
checkhol,0,0,0,0.000112735
aiis,0,9.28532E-05,0,2.81837E-05
chcfhy,0,0,0,0.000112735
alshey,0,0.000371413,0,0
chary,3.44704E-05,0,0,2.81837E-05
alo,0,0,0,0.000112735
checkhed,0,0,0,0.000112735
alkedy,3.44704E-05,0,0,2.81837E-05
chan,0,0,0,0.000112735
aldar,0,9.28532E-05,0,2.81837E-05
checkhdy,3.44704E-05,9.28532E-05,0,0
alchor,0,0,0,0.000112735
chalkar,3.44704E-05,0,0,2.81837E-05
alchdy,3.44704E-05,9.28532E-05,0,0
ch,3.44704E-05,0,0,2.81837E-05
chdedy,0,0,0,0.000112735
c,3.44704E-05,9.28532E-05,0,0
airod,0,0,0,0.000112735
chechey,0,9.28532E-05,0,2.81837E-05
chedor,3.44704E-05,0,0,2.81837E-05
arodl,0,9.28532E-05,0,2.81837E-05
aikhy,0,9.28532E-05,0,2.81837E-05
arod,0,0.000371413,0,0
aiiny,0.000137882,0,0,0
arl,0,9.28532E-05,0,2.81837E-05
aiidy,0,0,0,0.000112735
arain,0,0,0,0.000112735
adam,0,0,0,0.000112735
chls,3.44704E-05,9.28532E-05,0,0
cher,0.000137882,0,0,0
cheokey,0,0,0,0.000112735
chkeedy,0.000137882,0,0,0
chorol,0,0,0,0.000112735
cheodar,0,0,0,0.000112735
chokeol,0,0,0,0.000112735
chosaiin,0,0,0,0.000112735
chokeedy,0,0,0,0.000112735
chokchy,0,0,0,0.000112735
chepchedy,3.44704E-05,0,0,2.81837E-05
chkam,3.44704E-05,0,0.000551337,0
cheer,0,9.28532E-05,0,2.81837E-05
chokchedy,0,0,0,0.000112735
chlar,0,0,0,0.000112735
cholkeeey,3.44704E-05,0,0,2.81837E-05
chotam,0,0,0,0.000112735
chokal,0,9.28532E-05,0,2.81837E-05
cheokedy,0,0,0,0.000112735
cheyky,3.44704E-05,0,0,2.81837E-05
cheokaiin,0,0,0,0.000112735
cheoaiin,0,0,0,0.000112735
chod,0.000137882,0,0,0
cholkeedy,0,0,0,0.000112735
cholal,0,9.28532E-05,0,2.81837E-05
cholkar,3.44704E-05,0,0,2.81837E-05
choy,0,9.28532E-05,0,2.81837E-05
cheeaiin,0.000137882,0,0,0
chopchy,0,0,0,0.000112735
chekeey,0,9.28532E-05,0,2.81837E-05
chll,0,0,0,0.000112735
cholkal,0,9.28532E-05,0,2.81837E-05
cheolkeedy,3.44704E-05,0,0,2.81837E-05
cholkain,3.44704E-05,0,0,2.81837E-05
cheekey,3.44704E-05,0,0,2.81837E-05
cheked,0,0.000371413,0,0
cheef,3.44704E-05,9.28532E-05,0,0
chekchy,3.44704E-05,9.28532E-05,0,0
chkey,0,9.28532E-05,0,2.81837E-05
chotchdy,0,0,0,0.000112735
cheedain,0,0,0,0.000112735
chetaiin,0,0,0.000551337,2.81837E-05
cheed,0,0,0,0.000112735
cholchey,3.44704E-05,0,0,2.81837E-05
cholchedy,0,9.28532E-05,0,2.81837E-05
chesy,3.44704E-05,9.28532E-05,0,0
dchy,0.000137882,0,0,0
dalaiin,3.44704E-05,0,0,2.81837E-05
dychedy,3.44704E-05,9.28532E-05,0,0
do,0,9.28532E-05,0,2.81837E-05
dedy,0.000137882,0,0,0
dairy,0,0,0,0.000112735
dalkedy,0,0,0,0.000112735
dm,0,9.28532E-05,0,2.81837E-05
dykedy,3.44704E-05,9.28532E-05,0,0
dairar,3.44704E-05,0,0,2.81837E-05
deedy,0.000137882,0,0,0
dlchd,0,0,0,0.000112735
cseeky,0.000137882,0,0,0
dolshedy,0.000137882,0,0,0
cphol,3.44704E-05,0,0,2.81837E-05
dsheo,0,0,0,0.000112735
dolchedy,3.44704E-05,0,0,2.81837E-05
dchdar,0,9.28532E-05,0,2.81837E-05
dshees,3.44704E-05,0,0,2.81837E-05
dkshey,3.44704E-05,0,0.000551337,0
chtedy,3.44704E-05,9.28532E-05,0,0
daiiral,0,0,0,0.000112735
ctheey,0,9.28532E-05,0,2.81837E-05
dkedy,0.000137882,0,0,0
chtain,0,0,0,0.000112735
daiindy,0,0,0,0.000112735
cseey,3.44704E-05,0,0,2.81837E-05
daror,0.000137882,0,0,0
dalom,3.44704E-05,0,0,2.81837E-05
darom,3.44704E-05,0,0,2.81837E-05
dalo,0.000137882,0,0,0
darol,0.000137882,0,0,0
cphey,0.000137882,0,0,0
dady,3.44704E-05,0,0,2.81837E-05
dchos,0,9.28532E-05,0,2.81837E-05
darchedy,0,0,0,0.000112735
ckheey,0,0,0,0.000112735
dkain,3.44704E-05,0,0,2.81837E-05
dykeedy,0.000137882,0,0,0
chsdy,0.000137882,0,0,0
dshdy,3.44704E-05,9.28532E-05,0,0
dolor,3.44704E-05,0,0,2.81837E-05
chtl,0,0,0,0.000112735
dan,3.44704E-05,0,0.000551337,0
chtar,0,0,0,0.000112735
cthhy,0,0.000371413,0,0
deeedy,3.44704E-05,0,0,2.81837E-05
chtaiin,0,9.28532E-05,0,2.81837E-05
dalshdy,3.44704E-05,0,0.000551337,0
chsky,3.44704E-05,0,0,2.81837E-05
kechy,0,0,0,0.000112735
far,0,9.28532E-05,0,2.81837E-05
kan,3.44704E-05,0,0,2.81837E-05
lchdal,0,9.28532E-05,0,2.81837E-05
keedain,0,0,0,0.000112735
lchdain,0,0,0,0.000112735
kcheeor,0,0,0,0.000112735
lchar,3.44704E-05,0,0,2.81837E-05
kairam,0,0,0,0.000112735
lchs,3.44704E-05,0,0,2.81837E-05
lcheod,0,0,0,0.000112735
laiiin,0,0,0,0.000112735
keechy,0,0,0,0.000112735
ksheody,0,0,0,0.000112735
kcheor,0,0,0,0.000112735
ksheey,3.44704E-05,9.28532E-05,0,0
lchedar,3.44704E-05,0,0,2.81837E-05
ksheeol,0,0,0,0.000112735
kalkal,0,0,0,0.000112735
lchol,3.44704E-05,0,0,2.81837E-05
iir,0,9.28532E-05,0,2.81837E-05
kshed,0,0,0.000551337,2.81837E-05
lcheal,0,0,0,0.000112735
lchody,3.44704E-05,0,0,2.81837E-05
lfchedy,0,0,0,0.000112735
kshd,0.000137882,0,0,0
keed,0.000137882,0,0,0
kshar,0,0,0,0.000112735
lfchy,3.44704E-05,0,0,2.81837E-05
korchy,3.44704E-05,0,0,2.81837E-05
lchees,3.44704E-05,0,0,2.81837E-05
lchl,3.44704E-05,0,0,2.81837E-05
kcheey,0,0,0,0.000112735
ko,0,0,0,0.000112735
dyteey,0,0,0,0.000112735
kl,0,0,0,0.000112735
karar,3.44704E-05,9.28532E-05,0,0
lchg,0,0,0,0.000112735
lchedam,3.44704E-05,0,0,2.81837E-05
keor,0,0,0,0.000112735
kais,0,0,0,0.000112735
keodar,3.44704E-05,9.28532E-05,0,0
kaiiin,3.44704E-05,0,0,2.81837E-05
keeos,0,0,0,0.000112735
fshedy,3.44704E-05,0,0,2.81837E-05
lcheor,0,0,0,0.000112735
eeol,0,0,0,0.000112735
ldol,0.000137882,0,0,0
ear,0,9.28532E-05,0,2.81837E-05
lcheody,3.44704E-05,0,0,2.81837E-05
dytedy,3.44704E-05,9.28532E-05,0,0
lody,0,0,0,0.000112735
octhody,3.44704E-05,9.28532E-05,0,0
lkeo,0,9.28532E-05,0,2.81837E-05
octhedy,3.44704E-05,0,0,2.81837E-05
lokeey,0,0,0,0.000112735
octhdy,0,0,0,0.000112735
ofchy,0,0.000371413,0,0
ockhhy,0,0,0,0.000112735
od,0,9.28532E-05,0,2.81837E-05
ockhey,3.44704E-05,0,0,2.81837E-05
lolkaiin,3.44704E-05,0,0,2.81837E-05
oikhy,3.44704E-05,0,0,2.81837E-05
lokam,3.44704E-05,0,0,2.81837E-05
oeeey,3.44704E-05,9.28532E-05,0,0
odair,0,0.000371413,0,0
odeeey,3.44704E-05,0,0,2.81837E-05
lkshey,0,0,0,0.000112735
oal,3.44704E-05,0,0,2.81837E-05
lkeeor,3.44704E-05,0,0,2.81837E-05
oair,0,0,0,0.000112735
lkedain,0,0,0,0.000112735
oaiir,0,0,0,0.000112735
ofaiin,3.44704E-05,0,0.000551337,0
lty,0,0,0,0.000112735
