word_type,tfidf_divcom,tfidf_desphaera,tfidf_herbal,tfidf_nathist,plaintext,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,PC1,PC2,cluster
saleo,0.0,5.77017e-05,0.000115426,0.0,iu,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
saleeo,0.0,5.77017e-05,0.000115426,0.0,is,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
soro,0.0,5.77017e-05,0.000115426,0.0,ti,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
tshor,0.0,5.77017e-05,0.000115426,0.0,co,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
yeor,0.0,5.77017e-05,0.000115426,0.0,ci,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
ykain,0.0,5.77017e-05,0.000115426,0.0,ie,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
ytail,0.0,5.77017e-05,0.000115426,0.0,ac,,,,,,,,,-1.143940335809903,-0.2097085217124551,5
chckheeal,0.0,5.77017e-05,5.77128e-05,0.0,am,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chcthain,0.0,5.77017e-05,5.77128e-05,0.0,se,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chdol,0.0,5.77017e-05,5.77128e-05,0.0,ed,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chcphor,0.0,5.77017e-05,5.77128e-05,0.0,po,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chaim,0.0,5.77017e-05,5.77128e-05,0.0,eo,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chcphdair,0.0,5.77017e-05,5.77128e-05,0.0,po,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chctheeo,0.0,5.77017e-05,5.77128e-05,0.0,ss,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ales,0.0,5.77017e-05,5.77128e-05,0.0,al,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
chcthary,0.0,5.77017e-05,5.77128e-05,0.0,st,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
aiiinod,0.0,5.77017e-05,5.77128e-05,0.0,mi,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
aiiineedal,0.0,5.77017e-05,5.77128e-05,0.0,mh,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
areeo,0.0,5.77017e-05,5.77128e-05,0.0,ts,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ardaiin,0.0,5.77017e-05,5.77128e-05,0.0,tr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dcheo,0.0,5.77017e-05,5.77128e-05,0.0,pu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dcheey,0.0,5.77017e-05,5.77128e-05,0.0,pu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dcheeor,0.0,5.77017e-05,5.77128e-05,0.0,pr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dshdain,0.0,5.77017e-05,5.77128e-05,0.0,em,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
daryeedain,0.0,5.77017e-05,5.77128e-05,0.0,qu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dshdy,0.0,5.77017e-05,5.77128e-05,0.0,ei,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
cpheos,0.0,5.77017e-05,5.77128e-05,0.0,go,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ckhar,0.0,5.77017e-05,5.77128e-05,0.0,us,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
keoly,0.0,5.77017e-05,5.77128e-05,0.0,ip,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
keeam,0.0,5.77017e-05,5.77128e-05,0.0,ig,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dsheeey,0.0,5.77017e-05,5.77128e-05,0.0,ec,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
kshees,0.0,5.77017e-05,5.77128e-05,0.0,st,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
dsheod,0.0,5.77017e-05,5.77128e-05,0.0,en,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lchom,0.0,5.77017e-05,5.77128e-05,0.0,ct,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ldain,0.0,5.77017e-05,5.77128e-05,0.0,mm,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lar,0.0,5.77017e-05,5.77128e-05,0.0,ms,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
fchor,0.0,5.77017e-05,5.77128e-05,0.0,uo,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
kchsaiin,0.0,5.77017e-05,5.77128e-05,0.0,ng,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lkchdain,0.0,5.77017e-05,5.77128e-05,0.0,om,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
leel,0.0,5.77017e-05,5.77128e-05,0.0,mf,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
leam,0.0,5.77017e-05,5.77128e-05,0.0,mf,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lsiin,0.0,5.77017e-05,5.77128e-05,0.0,aq,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lkeeod,0.0,5.77017e-05,5.77128e-05,0.0,sp,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lkchr,0.0,5.77017e-05,5.77128e-05,0.0,oc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lkcheeo,0.0,5.77017e-05,5.77128e-05,0.0,os,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lkeeol,0.0,5.77017e-05,5.77128e-05,0.0,su,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
lksdy,0.0,5.77017e-05,5.77128e-05,0.0,sv,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okchod,0.0,5.77017e-05,5.77128e-05,0.0,ni,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oeal,0.0,5.77017e-05,5.77128e-05,0.0,du,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
odeeedy,0.0,5.77017e-05,5.77128e-05,0.0,to,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okeody,0.0,5.77017e-05,5.77128e-05,0.0,ei,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ochr,0.0,5.77017e-05,5.77128e-05,0.0,cc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
odeeey,0.0,5.77017e-05,5.77128e-05,0.0,tc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okcheey,0.0,5.77017e-05,5.77128e-05,0.0,nu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
odeear,0.0,5.77017e-05,5.77128e-05,0.0,tr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oded,0.0,5.77017e-05,5.77128e-05,0.0,ta,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oksheedy,0.0,5.77017e-05,5.77128e-05,0.0,or,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ods,0.0,5.77017e-05,5.77128e-05,0.0,tr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okcheeo,0.0,5.77017e-05,5.77128e-05,0.0,ns,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oiiineeol,0.0,5.77017e-05,5.77128e-05,0.0,qu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okcheeey,0.0,5.77017e-05,5.77128e-05,0.0,nc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oltedy,0.0,5.77017e-05,5.77128e-05,0.0,ce,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olyeol,0.0,5.77017e-05,5.77128e-05,0.0,na,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olkedar,0.0,5.77017e-05,5.77128e-05,0.0,up,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olyar,0.0,5.77017e-05,5.77128e-05,0.0,ns,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olkes,0.0,5.77017e-05,5.77128e-05,0.0,ul,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
okshy,0.0,5.77017e-05,5.77128e-05,0.0,ot,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olcheeo,0.0,5.77017e-05,5.77128e-05,0.0,as,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olkr,0.0,5.77017e-05,5.77128e-05,0.0,uc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olcheedar,0.0,5.77017e-05,5.77128e-05,0.0,am,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
oleeal,0.0,5.77017e-05,5.77128e-05,0.0,em,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olchdar,0.0,5.77017e-05,5.77128e-05,0.0,ae,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
olkeeor,0.0,5.77017e-05,5.77128e-05,0.0,ur,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
opchedain,0.0,5.77017e-05,5.77128e-05,0.0,nm,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
pchdam,0.0,5.77017e-05,5.77128e-05,0.0,tr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
orear,0.0,5.77017e-05,5.77128e-05,0.0,se,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
opdor,0.0,5.77017e-05,5.77128e-05,0.0,um,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
pcheedy,0.0,5.77017e-05,5.77128e-05,0.0,tr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
opedar,0.0,5.77017e-05,5.77128e-05,0.0,up,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
pchais,0.0,5.77017e-05,5.77128e-05,0.0,tp,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
opdam,0.0,5.77017e-05,5.77128e-05,0.0,ur,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
otaim,0.0,5.77017e-05,5.77128e-05,0.0,uo,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ote,0.0,5.77017e-05,5.77128e-05,0.0,up,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
opo,0.0,5.77017e-05,5.77128e-05,0.0,ui,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
otdar,0.0,5.77017e-05,5.77128e-05,0.0,ue,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
pcheeedy,0.0,5.77017e-05,5.77128e-05,0.0,to,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
peeal,0.0,5.77017e-05,5.77128e-05,0.0,um,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qokchedair,0.0,5.77017e-05,5.77128e-05,0.0,ll,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qodaiiin,0.0,5.77017e-05,5.77128e-05,0.0,ef,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qokeed,0.0,5.77017e-05,5.77128e-05,0.0,ts,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qokl,0.0,5.77017e-05,5.77128e-05,0.0,tb,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qokches,0.0,5.77017e-05,5.77128e-05,0.0,ll,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
pcheeos,0.0,5.77017e-05,5.77128e-05,0.0,td,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qolcheol,0.0,5.77017e-05,5.77128e-05,0.0,ba,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qotdain,0.0,5.77017e-05,5.77128e-05,0.0,im,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
raiir,0.0,5.77017e-05,5.77128e-05,0.0,oc,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qopdar,0.0,5.77017e-05,5.77128e-05,0.0,re,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qopchedal,0.0,5.77017e-05,5.77128e-05,0.0,rs,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qopchair,0.0,5.77017e-05,5.77128e-05,0.0,ra,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
rsheor,0.0,5.77017e-05,5.77128e-05,0.0,fi,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qopeeol,0.0,5.77017e-05,5.77128e-05,0.0,ru,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
qopeedain,0.0,5.77017e-05,5.77128e-05,0.0,ru,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
shctheeody,0.0,5.77017e-05,5.77128e-05,0.0,md,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
shctheeedy,0.0,5.77017e-05,5.77128e-05,0.0,mo,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
seey,0.0,5.77017e-05,5.77128e-05,0.0,mu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
shcthar,0.0,5.77017e-05,5.77128e-05,0.0,ms,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
solcheedain,0.0,5.77017e-05,5.77128e-05,0.0,gu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
teeody,0.0,5.77017e-05,5.77128e-05,0.0,rd,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
yam,0.0,5.77017e-05,5.77128e-05,0.0,ct,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
solear,0.0,5.77017e-05,5.77128e-05,0.0,se,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
tsho,0.0,5.77017e-05,5.77128e-05,0.0,ci,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
tchod,0.0,5.77017e-05,5.77128e-05,0.0,ri,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ssheedy,0.0,5.77017e-05,5.77128e-05,0.0,gr,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
tshm,0.0,5.77017e-05,5.77128e-05,0.0,ci,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
tcheor,0.0,5.77017e-05,5.77128e-05,0.0,ri,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
soreedain,0.0,5.77017e-05,5.77128e-05,0.0,tu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ycheeol,0.0,5.77017e-05,5.77128e-05,0.0,iu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
tched,0.0,5.77017e-05,5.77128e-05,0.0,ra,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
yteeoy,0.0,5.77017e-05,5.77128e-05,0.0,ah,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykeey,0.0,5.77017e-05,5.77128e-05,0.0,iu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykedair,0.0,5.77017e-05,5.77128e-05,0.0,il,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykeal,0.0,5.77017e-05,5.77128e-05,0.0,iu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ysheal,0.0,5.77017e-05,5.77128e-05,0.0,ru,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykeoly,0.0,5.77017e-05,5.77128e-05,0.0,ip,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykeo,0.0,5.77017e-05,5.77128e-05,0.0,iu,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
yteeam,0.0,5.77017e-05,5.77128e-05,0.0,ag,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
yshaly,0.0,5.77017e-05,5.77128e-05,0.0,ra,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ykdar,0.0,5.77017e-05,5.77128e-05,0.0,ie,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ytedal,0.0,5.77017e-05,5.77128e-05,0.0,as,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
ytcheeody,0.0,5.77017e-05,5.77128e-05,0.0,sd,,,,,,,,,-0.8342356259780446,-0.4234063923068642,0
shoiin,0.000191697,4.78968e-05,0.0,2.38478e-05,an,,,,,,,,,2.058364398399789,-1.1658958543649864,2
ches,0.000167735,4.78968e-05,0.0,4.76956e-05,el,,,,,,,,,1.745449809587114,-0.7287470457450278,2
shd,0.000119811,4.78968e-05,2.3953e-05,0.0,an,,,,,,,,,0.9967616268251869,-1.0387455147376183,2
ted,9.58487e-05,4.78968e-05,0.0,7.15435e-05,ra,,,,,,,,,0.8095417873585482,-0.05379189151430926,7
lkey,9.58487e-05,4.78968e-05,0.0,4.76956e-05,se,,,,,,,,,0.8109616183234789,-0.37204027338179685,1
oteor,9.58487e-05,4.78968e-05,2.3953e-05,0.0,ui,,,,,,,,,0.6852629631644254,-0.9198422648638672,2
qokeos,9.58487e-05,4.78968e-05,2.3953e-05,0.0,to,,,,,,,,,0.6852629631644254,-0.9198422648638672,2
qoked,9.58487e-05,4.78968e-05,2.3953e-05,0.0,ta,,,,,,,,,0.6852629631644254,-0.9198422648638672,2
cheeody,7.18865e-05,4.78968e-05,0.0,2.38478e-05,ed,,,,,,,,,0.5008840796270622,-0.5713845670929344,1
cthair,7.18865e-05,4.78968e-05,0.0,2.38478e-05,la,,,,,,,,,0.5008840796270622,-0.5713845670929344,1
lcheeedy,7.18865e-05,4.78968e-05,0.0,2.38478e-05,co,,,,,,,,,0.5008840796270622,-0.5713845670929344,1
redal,7.18865e-05,4.78968e-05,0.0,2.38478e-05,os,,,,,,,,,0.5008840796270622,-0.5713845670929344,1
rar,7.18865e-05,4.78968e-05,0.0,2.38478e-05,os,,,,,,,,,0.5008840796270622,-0.5713845670929344,1
cheeos,7.18865e-05,4.78968e-05,7.18589e-05,0.0,ed,,,,,,,,,0.11668952572088416,-0.6235556749386069,1
kody,7.18865e-05,4.78968e-05,2.3953e-05,0.0,im,,,,,,,,,0.3737655994567718,-0.8009395111997863,1
ochor,7.18865e-05,4.78968e-05,2.3953e-05,0.0,co,,,,,,,,,0.3737655994567718,-0.8009395111997863,1
sor,7.18865e-05,4.78968e-05,2.3953e-05,0.0,mo,,,,,,,,,0.3737655994567718,-0.8009395111997863,1
tdal,7.18865e-05,4.78968e-05,2.3953e-05,0.0,ra,,,,,,,,,0.3737655994567718,-0.8009395111997863,1
chr,4.79243e-05,4.78968e-05,0.0,9.53913e-05,ec,,,,,,,,,0.18512723493200434,0.5022606631890709,7
qopeos,4.79243e-05,4.78968e-05,0.0,7.15435e-05,ro,,,,,,,,,0.1865470599432411,0.18401361581385248,1
olyees,4.79243e-05,4.78968e-05,0.0,4.76956e-05,nt,,,,,,,,,0.18796689090817179,-0.13423476605363507,1
opaiin,4.79243e-05,4.78968e-05,0.0,4.76956e-05,ua,,,,,,,,,0.18796689090817179,-0.13423476605363507,1
odyeeey,4.79243e-05,4.78968e-05,0.0,2.38478e-05,oc,,,,,,,,,0.18938671591940856,-0.45248181342885346,1
reeor,4.79243e-05,4.78968e-05,0.0,2.38478e-05,or,,,,,,,,,0.18938671591940856,-0.45248181342885346,1
qoted,4.79243e-05,4.78968e-05,0.0,2.38478e-05,ia,,,,,,,,,0.18938671591940856,-0.45248181342885346,1
shcthaiin,4.79243e-05,4.78968e-05,0.0,2.38478e-05,ma,,,,,,,,,0.18938671591940856,-0.45248181342885346,1
kshy,4.79243e-05,4.78968e-05,9.58119e-05,0.0,st,,,,,,,,,-0.3233461431682965,-0.4159608180061595,1
okeeor,4.79243e-05,4.78968e-05,7.18589e-05,0.0,er,,,,,,,,,-0.19480783798676937,-0.504652921274526,1
olkor,4.79243e-05,4.78968e-05,7.18589e-05,0.0,uo,,,,,,,,,-0.19480783798676937,-0.504652921274526,1
lain,4.79243e-05,4.78968e-05,2.3953e-05,0.0,me,,,,,,,,,0.06226823574911828,-0.6820367575357055,1
ofcheedy,4.79243e-05,4.78968e-05,2.3953e-05,0.0,pr,,,,,,,,,0.06226823574911828,-0.6820367575357055,1
otshedy,4.79243e-05,4.78968e-05,2.3953e-05,0.0,de,,,,,,,,,0.06226823574911828,-0.6820367575357055,1
sheeal,4.79243e-05,4.78968e-05,2.3953e-05,0.0,am,,,,,,,,,0.06226823574911828,-0.6820367575357055,1
solkar,4.79243e-05,4.78968e-05,2.3953e-05,0.0,os,,,,,,,,,0.06226823574911828,-0.6820367575357055,1
lkchdaiin,2.39622e-05,4.78968e-05,0.0,9.53913e-05,or,,,,,,,,,-0.12636882882254086,0.6211629206434813,5
opchary,2.39622e-05,4.78968e-05,0.0,7.15435e-05,nt,,,,,,,,,-0.12494900381130408,0.30291587326826286,1
ochdy,2.39622e-05,4.78968e-05,0.0,4.76956e-05,ci,,,,,,,,,-0.12352917284637342,-0.015332508599224689,1
olchar,2.39622e-05,4.78968e-05,0.0,4.76956e-05,as,,,,,,,,,-0.12352917284637342,-0.015332508599224689,1
tcheeey,2.39622e-05,4.78968e-05,0.0,4.76956e-05,rc,,,,,,,,,-0.12352917284637342,-0.015332508599224689,1
chiin,2.39622e-05,4.78968e-05,0.0,2.38478e-05,eq,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
kdaiin,2.39622e-05,4.78968e-05,0.0,2.38478e-05,ir,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
lko,2.39622e-05,4.78968e-05,0.0,2.38478e-05,si,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
ofeal,2.39622e-05,4.78968e-05,0.0,2.38478e-05,qu,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
okshes,2.39622e-05,4.78968e-05,0.0,2.38478e-05,ol,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
orey,2.39622e-05,4.78968e-05,0.0,2.38478e-05,se,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
orchdy,2.39622e-05,4.78968e-05,0.0,2.38478e-05,gi,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
qoteeody,2.39622e-05,4.78968e-05,0.0,2.38478e-05,id,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
rail,2.39622e-05,4.78968e-05,0.0,2.38478e-05,oc,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
qotedal,2.39622e-05,4.78968e-05,0.0,2.38478e-05,is,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
taiir,2.39622e-05,4.78968e-05,0.0,2.38478e-05,rc,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
yshody,2.39622e-05,4.78968e-05,0.0,2.38478e-05,rm,,,,,,,,,-0.12210934783513663,-0.33357955597444305,1
chcthy,2.39622e-05,4.78968e-05,7.18589e-05,0.0,st,,,,,,,,,-0.5063039017413146,-0.3857506638201156,1
chcphol,2.39622e-05,4.78968e-05,7.18589e-05,0.0,pe,,,,,,,,,-0.5063039017413146,-0.3857506638201156,1
ctheody,2.39622e-05,4.78968e-05,7.18589e-05,0.0,li,,,,,,,,,-0.5063039017413146,-0.3857506638201156,1
lcheo,2.39622e-05,4.78968e-05,7.18589e-05,0.0,cu,,,,,,,,,-0.5063039017413146,-0.3857506638201156,1
orar,2.39622e-05,4.78968e-05,7.18589e-05,0.0,ss,,,,,,,,,-0.5063039017413146,-0.3857506638201156,1
dsheedy,2.39622e-05,4.78968e-05,4.7906e-05,0.0,er,,,,,,,,,-0.377766133186954,-0.4744423968129287,1
lkees,2.39622e-05,4.78968e-05,4.7906e-05,0.0,st,,,,,,,,,-0.377766133186954,-0.4744423968129287,1
pcheos,2.39622e-05,4.78968e-05,4.7906e-05,0.0,to,,,,,,,,,-0.377766133186954,-0.4744423968129287,1
ycheed,2.39622e-05,4.78968e-05,4.7906e-05,0.0,is,,,,,,,,,-0.377766133186954,-0.4744423968129287,1
chcphaiin,2.39622e-05,4.78968e-05,2.3953e-05,0.0,pa,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
dleeol,2.39622e-05,4.78968e-05,2.3953e-05,0.0,qu,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
ckhody,2.39622e-05,4.78968e-05,2.3953e-05,0.0,um,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
kan,2.39622e-05,4.78968e-05,2.3953e-05,0.0,is,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
ltoiin,2.39622e-05,4.78968e-05,2.3953e-05,0.0,on,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
lteeor,2.39622e-05,4.78968e-05,2.3953e-05,0.0,or,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
odyeedy,2.39622e-05,4.78968e-05,2.3953e-05,0.0,or,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
okom,2.39622e-05,4.78968e-05,2.3953e-05,0.0,et,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
olshar,2.39622e-05,4.78968e-05,2.3953e-05,0.0,is,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
pal,2.39622e-05,4.78968e-05,2.3953e-05,0.0,un,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
qokchedam,2.39622e-05,4.78968e-05,2.3953e-05,0.0,lo,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
qoteees,2.39622e-05,4.78968e-05,2.3953e-05,0.0,in,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
ycheey,2.39622e-05,4.78968e-05,2.3953e-05,0.0,iu,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
soldy,2.39622e-05,4.78968e-05,2.3953e-05,0.0,si,,,,,,,,,-0.24922782800542695,-0.5631345000812951,1
otedain,0.0,4.78968e-05,7.18589e-05,0.000143087,um,,,,,,,,,-0.8263202274237764,1.642637043079814,4
lsy,0.0,4.78968e-05,4.7906e-05,0.000119239,at,,,,,,,,,-0.6963626219507913,1.2356955937272442,4
tod,0.0,4.78968e-05,2.3953e-05,0.000119239,ri,,,,,,,,,-0.5678243167692643,1.147003490458878,4
tey,0.0,4.78968e-05,0.000143718,9.53913e-05,re,,,,,,,,,-1.2090960236193566,1.2722182939177606,5
opchedaiin,0.0,4.78968e-05,7.18589e-05,9.53913e-05,nt,,,,,,,,,-0.823480571447609,1.0061416138371082,5
lchol,0.0,4.78968e-05,2.3953e-05,9.53913e-05,ce,,,,,,,,,-0.5664044977117213,0.8287577775759286,5
oreeey,0.0,4.78968e-05,2.3953e-05,9.53913e-05,sc,,,,,,,,,-0.5664044977117213,0.8287577775759286,5
keeo,0.0,4.78968e-05,9.58119e-05,4.76956e-05,is,,,,,,,,,-0.9491792206529687,0.4583382878627685,5
opar,0.0,4.78968e-05,9.58119e-05,4.76956e-05,us,,,,,,,,,-0.9491792206529687,0.4583382878627685,5
kedal,0.0,4.78968e-05,7.18589e-05,4.76956e-05,is,,,,,,,,,-0.8206409154714416,0.36964618459440207,5
ctho,0.0,4.78968e-05,4.7906e-05,4.76956e-05,li,,,,,,,,,-0.692103146917081,0.28095445160158894,5
tol,0.0,4.78968e-05,4.7906e-05,4.76956e-05,re,,,,,,,,,-0.692103146917081,0.28095445160158894,5
fchody,0.0,4.78968e-05,2.3953e-05,4.76956e-05,um,,,,,,,,,-0.5635648417355539,0.19226234833322256,5
otd,0.0,4.78968e-05,2.3953e-05,4.76956e-05,un,,,,,,,,,-0.5635648417355539,0.19226234833322256,5
fchedain,0.0,4.78968e-05,7.18589e-05,2.38478e-05,um,,,,,,,,,-0.8192210904602047,0.051399137219183696,5
kiin,0.0,4.78968e-05,7.18589e-05,2.38478e-05,iq,,,,,,,,,-0.8192210904602047,0.051399137219183696,5
pody,0.0,4.78968e-05,7.18589e-05,2.38478e-05,um,,,,,,,,,-0.8192210904602047,0.051399137219183696,5
