Row Labels,tfidf_26,tfidf_31,tfidf_33,tfidf_34,tfidf_39,tfidf_40,tfidf_41,tfidf_43,tfidf_46,tfidf_48,tfidf_50,tfidf_55,tfidf_57,tfidf_66,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_94,tfidf_95,tfidf_103,tfidf_104,tfidf_105,tfidf_106,tfidf_107,tfidf_108,tfidf_111,tfidf_112,tfidf_113,tfidf_114,tfidf_115,tfidf_116,PC1,PC2,cluster
qockhy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001704453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480183,0.0,0.001192936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3210247284028564,0.7095079114343974,0
qokaiir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002445519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001850228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006459413684542061,-0.6377817732128264,0
qokedal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001850228,0.00186557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803016089140333,-0.5521977580465243,0
ykam,0.0,0.0,0.006215131,0.0,0.0,0.0,0.0,0.00367627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9311012154430707,-0.4050934904650615,0
qoeedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000586472,0.000849496,0.0,0.0,0.0,0.001205736,0.0,0.0,0.002406297,0.0,0.000844378,0.0,0.0,0.000575634,0.0,0.00147544,0.00128889,0.0,0.001056866,0.0,0.000691328,0.0,0.00277215,0.0,0.0,3.2749121728356987,2.146595129397367,1
qokeeey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002283313,0.0,0.0,0.0,0.0,0.000792241,0.0,0.0,0.0,0.0,0.002579994,0.0,0.0,0.0,0.000787468,0.0,0.0,0.000536836,0.00116714,0.001375997,0.0,0.000554484,0.001478451,0.000444625,0.003223667,0.0,0.0,0.000620259,0.0,3.5462924155844293,4.703660806262261,1
qokor,0.0,0.0,0.002888833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000792241,0.000892285,0.0,0.000638436,0.00112447,0.0,0.0,0.002244115,0.001067099,0.0,0.0,0.0,0.0,0.0,0.001375997,0.00180303,0.001108969,0.000492817,0.0,0.0,0.0,0.0,0.001860778,0.0,3.4610117070224575,1.0826007452931004,1
r,0.0,0.002484568,0.0,0.0,0.0,0.001279002,0.0,0.0,0.000968796,0.001207615,0.0,0.001133787,0.0,0.002822145,0.000998605,0.00190111,0.00039339,0.000443067,0.000348975,0.000634035,0.00055836,0.00085407,0.000430576,0.0,0.0,0.00019551,0.0,0.0,0.0,0.000289774,0.001366512,0.0,0.000275331,0.00024471,0.00044156,0.0,0.0,0.0,0.0,0.000482597,4.248485047987443,-1.0043741018396593,1
yteeody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001506024,0.0,0.0,0.0,0.002232143,0.001315789,0.001149425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3242559343861857,3.161743965382289,0
pcheor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001026694,0.001116071,0.001315789,0.0,0.0,0.000942507,0.0,0.0,0.0,0.0,0.0,0.0,0.1888085112646852,1.3360091465739685,0
keeody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001116071,0.001315789,0.001149425,0.0,0.0,0.0,0.0,0.0,0.0,0.00118624,0.0,-0.5693601523454048,1.9725084080120374,0
lkair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001116071,0.001315789,0.0,0.0,0.000942507,0.00085034,0.0,0.0,0.0,0.0,0.0,-0.05054471890572314,1.6190721197746158,0
ot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003267974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001221001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002053388,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2053699077095363,-0.17102818031871606,0
pchedal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001658375,0.0,0.0,0.0,0.0,0.0,0.002053388,0.0,0.001315789,0.0,0.0,0.000942507,0.0,0.0,0.0,0.0,0.0,0.0,1.4858697474968219,0.40223684556565087,0
cheoty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000753012,0.0,0.0,0.001026694,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.001236094,0.0,0.0,-0.2381797416626576,1.138673696118207,0
doiin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001658375,0.0,0.0,0.0,0.0,0.0,0.001026694,0.0,0.001315789,0.0,0.0,0.0,0.00085034,0.0,0.0,0.0,0.0,0.0,0.8180052391932063,0.19717157312910394,0
orair,0.0,0.0,0.0,0.003861004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001430615,0.0,0.0,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002372479,0.0,0.11689508660456376,-0.06707200246594705,0
ytchy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003267974,0.0,0.004651163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001506024,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6443478067067251,0.266155129674994,0
lkor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002040816,0.000753012,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00118624,0.0,-0.7684377542701143,1.0977993420679464,0
odor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002040816,0.0,0.005464481,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.733075336358788,0.15552867411714788,0
okoldy,0.0,0.0,0.0,0.0,0.0,0.004926108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282051,0.0,0.0,0.0,0.0,0.0,0.0,0.001644737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1916069140891734,-0.46436642120952626,0
oraiiin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150538,0.0,0.0,0.001430615,0.0,0.000753012,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473961826220237,-0.9307814068396876,0
oteeol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315789,0.0,0.001060445,0.0,0.00085034,0.0,0.0,0.0,0.00118624,0.0,-0.12735298525300734,1.698243874837819,0
pchedaiin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000753012,0.005464481,0.0,0.0,0.0,0.001315789,0.0,0.0,0.000942507,0.0,0.0,0.0,0.0,0.0,0.0,-0.26391575298906195,1.3227257341890701,0
qokdy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003731343,0.004651163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001706485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141770637242845,-1.7640830515398045,0
shees,0.0,0.004784689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001046025,0.0,0.0,0.0,0.001221001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6225363444785066,-0.5895534242122625,0
ycheeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004934918,0.0,0.0,0.001007913,0.001188276,0.002076069,0.0,0.0,0.0,0.0,0.0,0.0,0.001071281,0.0,-0.21230446858845625,2.859069482373294,0
olkeeody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001843041,0.000680038,0.0,0.0,0.0,0.001007913,0.001188276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001071281,0.0,-0.6684698059379809,1.6925618876558923,0
pchdar,0.005131193,0.0,0.0,0.0,0.00305098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680038,0.0,0.0,0.0,0.001007913,0.001188276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7047819978491106,0.1512374042221163,0
lkeol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001963239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004934918,0.0,0.000927197,0.0,0.001188276,0.0,0.0,0.000851169,0.0,0.0,0.0,0.0,0.0,0.0,0.2034756141343824,0.5773030907043825,0
lteedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944655,0.0,0.0,0.0,0.0,0.0,0.001485345,0.0,0.0,0.0,0.0,0.0,0.0,0.000927197,0.0,0.001188276,0.0,0.0,0.0,0.000767934,0.0,0.0,0.0,0.0,0.0,1.4211593297581668,0.07360180779854764,0
opar,0.005131193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944655,0.0,0.0,0.001213831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000927197,0.0,0.001188276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0731833733301854,-0.9042438727844319,0
sheeey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680038,0.0,0.0,0.000927197,0.0,0.001188276,0.001038034,0.000957678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15891821500145575,1.7763234425420278,0
lal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944655,0.0,0.0,0.0,0.0,0.0,0.0,0.002995323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001188276,0.0,0.0,0.000851169,0.000767934,0.0,0.0,0.0,0.0,0.0,1.7324108949305521,0.08051348373075734,0
olr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004829358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001188276,0.0,0.0,0.0,0.000767934,0.0,0.0,0.0,0.001071281,0.003357212,1.1305545348597867,0.8672637023859061,0
okchd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007887249,0.0,0.0,0.0,0.0,0.0,0.0,0.001213831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001188276,0.0,0.0,0.000851169,0.0,0.001113551,0.0,0.0,0.0,0.0,0.7381439480158546,1.58369301176956,0
alkam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001843041,0.000680038,0.0,0.0,0.0,0.0,0.001188276,0.001038034,0.0,0.0,0.0,0.0,0.0,0.001116304,0.0,0.0,-0.7379192605646854,1.7020456573106433,0
lkol,0.0,0.0,0.0,0.0,0.0,0.0,0.005440301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102674,0.0,0.0,0.0,0.001291974,0.0,0.0,0.0,0.0,0.0,0.0,0.001188276,0.0,0.0,0.0,0.0,0.0,0.0,0.001116304,0.0,0.0,0.5214320918291662,-0.96985185721191,0
ykeeo,0.0,0.004321005,0.0,0.0,0.0,0.0,0.005440301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000680038,0.0,0.0,0.0,0.0,0.001188276,0.0,0.0,0.000851169,0.0,0.0,0.0,0.0,0.0,0.0,-0.4159548030840893,0.07753318623995747,0
dol,0.0,0.0,0.0,0.0,0.000945408,0.0,0.0,0.0,0.0,0.001301585,0.0,0.0,0.0,0.002433397,0.00035877,0.000585441,0.000848002,0.002387719,0.00112839,0.001025057,0.001203616,0.000920529,0.000928162,0.004804132,0.000571103,0.000210723,0.0,0.000770911,0.0,0.0,0.001104634,0.000321656,0.0,0.0,0.0,0.0,0.0,0.000691819,0.000331958,0.00052015,8.10187267625667,-4.234971209915765,1
shod,0.0,0.0,0.0,0.003181115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620413,0.0,0.0,0.0,0.000919541,0.00108409,0.0,0.0,0.0,0.0,0.0,0.0,0.002036857,0.000977353,0.0,-0.6534142479904576,2.148146581051352,0
ockhedy,0.0,0.003942147,0.0,0.0,0.002783475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620413,0.0,0.0,0.0,0.000919541,0.00108409,0.0,0.0,0.00077654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2894665000202804,1.036706589169359,0
ytam,0.0,0.0,0.004551982,0.0,0.0,0.0,0.0,0.002692512,0.0,0.007664267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001107404,0.0,0.0,0.0,0.0,0.0,0.0,0.00186124,0.0,0.0,0.0,0.0,0.00108409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35275585839508666,-0.101646953616182,0
qoked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001056293,0.001723658,0.001248347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108409,0.0,0.00087371,0.00077654,0.0,0.0,0.0,0.0,0.0,0.0,2.3953297741246824,0.07838566838180888,0
chcphy,0.0,0.0,0.0,0.0,0.002783475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000861829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108409,0.0,0.0,0.0,0.0,0.001015917,0.0,0.0,0.000977353,0.001531429,0.7566586972746459,0.53355812209724,0
ysheedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000861829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001681446,0.000620413,0.0,0.0,0.0,0.0,0.00108409,0.0,0.0,0.00077654,0.0,0.001015917,0.0,0.0,0.0,0.0,0.26399435664026094,1.1883273204692921,0
chdor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003520753,0.0,0.0,0.0,0.0,0.0,0.0,0.001146912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001689647,0.000996003,0.0,0.000802717,0.0,0.0,0.0,0.0,0.000935676,0.000897938,0.0,0.3052837265602485,2.1768839039568513,0
alol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809585,0.0,0.0,0.0,0.0,0.000791801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001082921,0.0,0.0,0.0,0.0,0.0,0.000844824,0.000996003,0.0,0.000802717,0.0,0.000643675,0.0,0.0,0.0,0.0,0.0,0.8938720265508825,0.9509525864728728,0
okshey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000970464,0.0,0.0,0.0,0.001017422,0.000924251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002085295,0.0,0.000844824,0.000996003,0.0,0.0,0.0,0.00128735,0.0,0.0,0.0,0.0,0.0,2.125993711035782,0.5476091544512036,0
olshey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000970464,0.000791801,0.0,0.0,0.003052266,0.001848503,0.001627875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001554337,0.0,0.000996003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.650073053479898,-1.5449877070834708,1
sy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003291139,0.000970464,0.002375404,0.0,0.0,0.0,0.000924251,0.0,0.0,0.002510653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000996003,0.0,0.0,0.0,0.0,0.000933369,0.0,0.0,0.0,0.0,3.506181223369496,-1.5259082009106977,1
kor,0.0,0.003621828,0.00418211,0.0,0.005114608,0.003728877,0.0,0.0,0.0,0.003520753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001082921,0.0,0.0,0.0,0.0,0.0,0.0,0.000996003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18489505360175215,-1.2722346234815602,0
ols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002608097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001192782,0.0,0.0,0.0,0.0,0.002318308,0.000999957,0.001426469,0.0,0.0,0.0,0.0,0.0007801,0.000919697,0.0,0.0,0.0,0.0,0.0,0.0,0.000863993,0.0,0.0,1.5021430659197814,-0.7286735784193716,0
ochedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002284216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000999957,0.001426469,0.0,0.0,0.0,0.0,0.0007801,0.000919697,0.0,0.00074122,0.0,0.0,0.0,0.0,0.000863993,0.0,0.0,0.40703618146028214,0.9127669643688997,0
otaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001192782,0.0,0.000853443,0.0,0.001149622,0.0,0.000999957,0.0,0.0,0.003819508,0.0,0.001435257,0.0,0.000919697,0.0,0.0,0.0,0.0,0.000861862,0.0,0.0,0.0,0.0,2.867541490389468,-0.5269314748145898,0
otchy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146228,0.0,0.0,0.000939476,0.0,0.0,0.0,0.0,0.000999957,0.002852939,0.0,0.007639016,0.0,0.000717628,0.0,0.000919697,0.0,0.001482439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5166965278023743,1.3716304429772097,0
sheod,0.0,0.0,0.0,0.0,0.0,0.003443202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000717628,0.0,0.000919697,0.000803414,0.0,0.0,0.000594362,0.0,0.0,0.000863993,0.000829146,0.0,0.21964254184707002,1.3326862084213393,0
ckhy,0.0,0.0,0.0,0.002698726,0.002361385,0.003443202,0.0,0.0,0.0,0.006502047,0.0,0.003052271,0.016068276,0.0,0.000896115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000919697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10114681593852372,-0.8156950498618569,0
teol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003251023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000939476,0.001706886,0.001503161,0.0,0.0,0.000999957,0.0,0.0,0.0,0.0,0.0,0.0,0.000919697,0.0,0.00074122,0.0,0.0,0.000861862,0.0,0.0,0.0,0.0,2.684479193706185,-0.7939408573492195,0
ykeey,0.0,0.00165927,0.0,0.0,0.001171579,0.0,0.002089081,0.0,0.0,0.00322593,0.001854479,0.0,0.0,0.0,0.000444599,0.0,0.0,0.000591788,0.001398337,0.000423428,0.00074578,0.0,0.0,0.0,0.0,0.00052227,0.0,0.0,0.001068134,0.00038704,0.000912599,0.0,0.0,0.000653699,0.000294887,0.001282814,0.0,0.0,0.0,0.000644586,3.5209080468186924,0.33906625900264087,1
orol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002828897,0.0,0.0,0.00166107,0.0,0.0,0.0,0.000870722,0.002372958,0.0,0.001065489,0.0,0.000926778,0.0,0.0,0.0,0.0,0.00066511,0.0,0.000852391,0.0,0.000686975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.549597296378036,-1.2217237200015236,1
pchey,0.0,0.0,0.0,0.0,0.0,0.003191219,0.003902515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00166107,0.0,0.0,0.001105491,0.001741445,0.0,0.0,0.0,0.0,0.0,0.001322076,0.000487814,0.0,0.0,0.0,0.0,0.000852391,0.0,0.000686975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.832668086354188,-0.7377922966439197,0
tor,0.0,0.0,0.0,0.0,0.0,0.003191219,0.0,0.0,0.0,0.003013105,0.0,0.002828897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002372958,0.0,0.0,0.0,0.000926778,0.0,0.000487814,0.0,0.001784621,0.0,0.0,0.000852391,0.0,0.0,0.0,0.000550865,0.0,0.0,0.0,0.0,0.0,2.0065671741037256,-0.2363980264791382,0
cheedy,0.0,0.0,0.001663149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000654413,0.000771872,0.002204195,0.002736636,0.0,0.001618441,0.0,0.001294753,0.000495115,0.001497662,0.0,0.001228694,0.0,0.001644973,0.0,0.0,0.002015826,0.000792184,0.000346011,0.0,0.000851169,0.000767934,0.001113551,0.0,0.000744203,0.001071281,0.000559535,7.413457217421867,2.3526973393099655,1
chedain,0.0,0.0,0.0,0.002324556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062977,0.0,0.0,0.0,0.0,0.0,0.0,0.000998441,0.0,0.0,0.0,0.0,0.0,0.0,0.001343884,0.000792184,0.0,0.000638452,0.000567446,0.001535867,0.000742367,0.0,0.003721014,0.0,0.0,1.5287615623270863,4.323230475053249,0
okeol,0.0,0.00576134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001027406,0.0,0.0,0.001294753,0.0,0.000998441,0.0,0.0,0.0,0.0,0.0,0.000618131,0.000671942,0.000792184,0.0,0.002553807,0.002837229,0.0,0.000742367,0.0,0.0,0.0,0.0,3.6185018692841764,3.2304673503808514,1
teedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001967516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062977,0.000912212,0.0,0.0,0.0,0.0,0.0,0.0,0.000861316,0.0,0.0,0.003289945,0.0,0.0,0.0,0.000792184,0.0,0.0,0.000567446,0.001535867,0.001484735,0.0,0.000744203,0.0,0.0,2.0403589389741645,1.661729992944622,0
ky,0.0,0.0,0.0,0.0,0.002033986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001308826,0.000771872,0.00062977,0.0,0.0,0.0,0.0,0.001294753,0.00099023,0.0,0.0,0.0,0.0,0.0,0.001658567,0.0,0.0,0.000792184,0.000692023,0.001276903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0021920122056787,0.14604713613115694,0
qodaiin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002998221,0.0,0.0,0.0,0.000718804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432657,0.001688757,0.0,0.003089076,0.0,0.003128724,0.00073772,0.00128889,0.001189114,0.0,0.0,0.0,0.0,0.003465187,0.000665086,0.0,1.3171099855143311,7.495291905229921,0
