word_type,tfidf_divcom,tfidf_desphaera,tfidf_herbal,tfidf_nathist,plaintext,,,,,,,,
tshdal,0,5.77017E-05,0,5.74594E-05,ca,,,,,,,,
soliin,0,5.77017E-05,0,5.74594E-05,sq,,,,,,,,
ychedain,0,5.77017E-05,0,5.74594E-05,im,,,,,,,,
soleedain,0,5.77017E-05,0,5.74594E-05,su,,,,,,,,
taim,0,5.77017E-05,0,5.74594E-05,ro,,,,,,,,
ycheain,0,5.77017E-05,0,5.74594E-05,in,,,,,,,,
tshaiir,0,5.77017E-05,0,5.74594E-05,cc,,,,,,,,
yteody,0,5.77017E-05,0,5.74594E-05,ai,,,,,,,,
ytchar,0,5.77017E-05,0,5.74594E-05,ss,,,,,,,,
ytary,0,5.77017E-05,0,5.74594E-05,at,,,,,,,,
ytan,0,5.77017E-05,0,5.74594E-05,as,,,,,,,,
ykdal,0,5.77017E-05,0,5.74594E-05,ia,,,,,,,,
ykcheol,0,5.77017E-05,0,5.74594E-05,la,,,,,,,,
ytol,0,5.77017E-05,0,5.74594E-05,ae,,,,,,,,
yshdair,0,5.77017E-05,0,5.74594E-05,ro,,,,,,,,
ykd,0,5.77017E-05,0,5.74594E-05,in,,,,,,,,
ytedair,0,5.77017E-05,0,5.74594E-05,al,,,,,,,,
ykchedol,0,5.77017E-05,0,5.74594E-05,ll,,,,,,,,
ypcheo,0,5.77017E-05,0,5.74594E-05,lu,,,,,,,,
ytchee,0,5.77017E-05,0,5.74594E-05,su,,,,,,,,
ychesy,0,5.77017E-05,0,5.74594E-05,ic,,,,,,,,
doldy,0,5.77017E-05,0.000346277,0,bi,,,,,,,,
dshy,0,5.77017E-05,0.000288564,0,et,,,,,,,,
olshy,0,5.77017E-05,0.000288564,0,it,,,,,,,,
soly,0,5.77017E-05,0.000288564,0,st,,,,,,,,
shees,0,5.77017E-05,0.000230851,0,at,,,,,,,,
kdar,0,5.77017E-05,0.000173138,0,ie,,,,,,,,
lkr,0,5.77017E-05,0.000173138,0,sc,,,,,,,,
okeear,0,5.77017E-05,0.000173138,0,er,,,,,,,,
qoeeal,0,5.77017E-05,0.000173138,0,em,,,,,,,,
qotaiir,0,5.77017E-05,0.000173138,0,ic,,,,,,,,
sheed,0,5.77017E-05,0.000173138,0,as,,,,,,,,
tedal,0,5.77017E-05,0.000173138,0,rs,,,,,,,,
areol,0,5.77017E-05,0.000115426,0,ta,,,,,,,,
aror,0,5.77017E-05,0.000115426,0,to,,,,,,,,
aiiinedy,0,5.77017E-05,0.000115426,0,me,,,,,,,,
ckhdain,0,5.77017E-05,0.000115426,0,um,,,,,,,,
dolm,0,5.77017E-05,0.000115426,0,bi,,,,,,,,
dsham,0,5.77017E-05,0.000115426,0,et,,,,,,,,
daireos,0,5.77017E-05,0.000115426,0,fo,,,,,,,,
dorol,0,5.77017E-05,0.000115426,0,be,,,,,,,,
lcheeey,0,5.77017E-05,0.000115426,0,cc,,,,,,,,
dsheear,0,5.77017E-05,0.000115426,0,er,,,,,,,,
las,0,5.77017E-05,0.000115426,0,mp,,,,,,,,
lkeal,0,5.77017E-05,0.000115426,0,su,,,,,,,,
lkol,0,5.77017E-05,0.000115426,0,se,,,,,,,,
lsol,0,5.77017E-05,0.000115426,0,ae,,,,,,,,
lkeedal,0,5.77017E-05,0.000115426,0,sh,,,,,,,,
lkedar,0,5.77017E-05,0.000115426,0,sp,,,,,,,,
lshar,0,5.77017E-05,0.000115426,0,es,,,,,,,,
oledar,0,5.77017E-05,0.000115426,0,ep,,,,,,,,
olshal,0,5.77017E-05,0.000115426,0,in,,,,,,,,
oldam,0,5.77017E-05,0.000115426,0,er,,,,,,,,
olteeey,0,5.77017E-05,0.000115426,0,cc,,,,,,,,
opas,0,5.77017E-05,0.000115426,0,up,,,,,,,,
oseey,0,5.77017E-05,0.000115426,0,nu,,,,,,,,
otedam,0,5.77017E-05,0.000115426,0,uo,,,,,,,,
opy,0,5.77017E-05,0.000115426,0,ut,,,,,,,,
ops,0,5.77017E-05,0.000115426,0,ur,,,,,,,,
qey,0,5.77017E-05,0.000115426,0,me,,,,,,,,
qofchor,0,5.77017E-05,0.000115426,0,co,,,,,,,,
pchol,0,5.77017E-05,0.000115426,0,te,,,,,,,,
qordaiin,0,5.77017E-05,0.000115426,0,pr,,,,,,,,
qopcheo,0,5.77017E-05,0.000115426,0,ru,,,,,,,,
shory,0,5.77017E-05,0.000115426,0,ab,,,,,,,,
saleo,0,5.77017E-05,0.000115426,0,iu,,,,,,,,
saleeo,0,5.77017E-05,0.000115426,0,is,,,,,,,,
soro,0,5.77017E-05,0.000115426,0,ti,,,,,,,,
tshor,0,5.77017E-05,0.000115426,0,co,,,,,,,,
yeor,0,5.77017E-05,0.000115426,0,ci,,,,,,,,
ykain,0,5.77017E-05,0.000115426,0,ie,,,,,,,,
ytail,0,5.77017E-05,0.000115426,0,ac,,,,,,,,
chckheeal,0,5.77017E-05,5.77128E-05,0,am,,,,,,,,
chcthain,0,5.77017E-05,5.77128E-05,0,se,,,,,,,,
chdol,0,5.77017E-05,5.77128E-05,0,ed,,,,,,,,
chcphor,0,5.77017E-05,5.77128E-05,0,po,,,,,,,,
chaim,0,5.77017E-05,5.77128E-05,0,eo,,,,,,,,
chcphdair,0,5.77017E-05,5.77128E-05,0,po,,,,,,,,
chctheeo,0,5.77017E-05,5.77128E-05,0,ss,,,,,,,,
ales,0,5.77017E-05,5.77128E-05,0,al,,,,,,,,
chcthary,0,5.77017E-05,5.77128E-05,0,st,,,,,,,,
aiiinod,0,5.77017E-05,5.77128E-05,0,mi,,,,,,,,
aiiineedal,0,5.77017E-05,5.77128E-05,0,mh,,,,,,,,
areeo,0,5.77017E-05,5.77128E-05,0,ts,,,,,,,,
ardaiin,0,5.77017E-05,5.77128E-05,0,tr,,,,,,,,
dcheo,0,5.77017E-05,5.77128E-05,0,pu,,,,,,,,
dcheey,0,5.77017E-05,5.77128E-05,0,pu,,,,,,,,
dcheeor,0,5.77017E-05,5.77128E-05,0,pr,,,,,,,,
dshdain,0,5.77017E-05,5.77128E-05,0,em,,,,,,,,
daryeedain,0,5.77017E-05,5.77128E-05,0,qu,,,,,,,,
dshdy,0,5.77017E-05,5.77128E-05,0,ei,,,,,,,,
cpheos,0,5.77017E-05,5.77128E-05,0,go,,,,,,,,
ckhar,0,5.77017E-05,5.77128E-05,0,us,,,,,,,,
keoly,0,5.77017E-05,5.77128E-05,0,ip,,,,,,,,
keeam,0,5.77017E-05,5.77128E-05,0,ig,,,,,,,,
dsheeey,0,5.77017E-05,5.77128E-05,0,ec,,,,,,,,
kshees,0,5.77017E-05,5.77128E-05,0,st,,,,,,,,
dsheod,0,5.77017E-05,5.77128E-05,0,en,,,,,,,,
lchom,0,5.77017E-05,5.77128E-05,0,ct,,,,,,,,
ldain,0,5.77017E-05,5.77128E-05,0,mm,,,,,,,,
lar,0,5.77017E-05,5.77128E-05,0,ms,,,,,,,,
fchor,0,5.77017E-05,5.77128E-05,0,uo,,,,,,,,
kchsaiin,0,5.77017E-05,5.77128E-05,0,ng,,,,,,,,
lkchdain,0,5.77017E-05,5.77128E-05,0,om,,,,,,,,
leel,0,5.77017E-05,5.77128E-05,0,mf,,,,,,,,
leam,0,5.77017E-05,5.77128E-05,0,mf,,,,,,,,
lsiin,0,5.77017E-05,5.77128E-05,0,aq,,,,,,,,
lkeeod,0,5.77017E-05,5.77128E-05,0,sp,,,,,,,,
lkchr,0,5.77017E-05,5.77128E-05,0,oc,,,,,,,,
lkcheeo,0,5.77017E-05,5.77128E-05,0,os,,,,,,,,
lkeeol,0,5.77017E-05,5.77128E-05,0,su,,,,,,,,
lksdy,0,5.77017E-05,5.77128E-05,0,sv,,,,,,,,
okchod,0,5.77017E-05,5.77128E-05,0,ni,,,,,,,,
oeal,0,5.77017E-05,5.77128E-05,0,du,,,,,,,,
odeeedy,0,5.77017E-05,5.77128E-05,0,to,,,,,,,,
okeody,0,5.77017E-05,5.77128E-05,0,ei,,,,,,,,
ochr,0,5.77017E-05,5.77128E-05,0,cc,,,,,,,,
odeeey,0,5.77017E-05,5.77128E-05,0,tc,,,,,,,,
okcheey,0,5.77017E-05,5.77128E-05,0,nu,,,,,,,,
odeear,0,5.77017E-05,5.77128E-05,0,tr,,,,,,,,
oded,0,5.77017E-05,5.77128E-05,0,ta,,,,,,,,
oksheedy,0,5.77017E-05,5.77128E-05,0,or,,,,,,,,
ods,0,5.77017E-05,5.77128E-05,0,tr,,,,,,,,
okcheeo,0,5.77017E-05,5.77128E-05,0,ns,,,,,,,,
oiiineeol,0,5.77017E-05,5.77128E-05,0,qu,,,,,,,,
okcheeey,0,5.77017E-05,5.77128E-05,0,nc,,,,,,,,
oltedy,0,5.77017E-05,5.77128E-05,0,ce,,,,,,,,
olyeol,0,5.77017E-05,5.77128E-05,0,na,,,,,,,,
olkedar,0,5.77017E-05,5.77128E-05,0,up,,,,,,,,
olyar,0,5.77017E-05,5.77128E-05,0,ns,,,,,,,,
olkes,0,5.77017E-05,5.77128E-05,0,ul,,,,,,,,
okshy,0,5.77017E-05,5.77128E-05,0,ot,,,,,,,,
olcheeo,0,5.77017E-05,5.77128E-05,0,as,,,,,,,,
olkr,0,5.77017E-05,5.77128E-05,0,uc,,,,,,,,
olcheedar,0,5.77017E-05,5.77128E-05,0,am,,,,,,,,
oleeal,0,5.77017E-05,5.77128E-05,0,em,,,,,,,,
olchdar,0,5.77017E-05,5.77128E-05,0,ae,,,,,,,,
olkeeor,0,5.77017E-05,5.77128E-05,0,ur,,,,,,,,
opchedain,0,5.77017E-05,5.77128E-05,0,nm,,,,,,,,
pchdam,0,5.77017E-05,5.77128E-05,0,tr,,,,,,,,
orear,0,5.77017E-05,5.77128E-05,0,se,,,,,,,,
opdor,0,5.77017E-05,5.77128E-05,0,um,,,,,,,,
pcheedy,0,5.77017E-05,5.77128E-05,0,tr,,,,,,,,
opedar,0,5.77017E-05,5.77128E-05,0,up,,,,,,,,
pchais,0,5.77017E-05,5.77128E-05,0,tp,,,,,,,,
opdam,0,5.77017E-05,5.77128E-05,0,ur,,,,,,,,
otaim,0,5.77017E-05,5.77128E-05,0,uo,,,,,,,,
ote,0,5.77017E-05,5.77128E-05,0,up,,,,,,,,
opo,0,5.77017E-05,5.77128E-05,0,ui,,,,,,,,
otdar,0,5.77017E-05,5.77128E-05,0,ue,,,,,,,,
pcheeedy,0,5.77017E-05,5.77128E-05,0,to,,,,,,,,
peeal,0,5.77017E-05,5.77128E-05,0,um,,,,,,,,
qokchedair,0,5.77017E-05,5.77128E-05,0,ll,,,,,,,,
qodaiiin,0,5.77017E-05,5.77128E-05,0,ef,,,,,,,,
qokeed,0,5.77017E-05,5.77128E-05,0,ts,,,,,,,,
qokl,0,5.77017E-05,5.77128E-05,0,tb,,,,,,,,
qokches,0,5.77017E-05,5.77128E-05,0,ll,,,,,,,,
pcheeos,0,5.77017E-05,5.77128E-05,0,td,,,,,,,,
qolcheol,0,5.77017E-05,5.77128E-05,0,ba,,,,,,,,
qotdain,0,5.77017E-05,5.77128E-05,0,im,,,,,,,,
raiir,0,5.77017E-05,5.77128E-05,0,oc,,,,,,,,
qopdar,0,5.77017E-05,5.77128E-05,0,re,,,,,,,,
qopchedal,0,5.77017E-05,5.77128E-05,0,rs,,,,,,,,
qopchair,0,5.77017E-05,5.77128E-05,0,ra,,,,,,,,
rsheor,0,5.77017E-05,5.77128E-05,0,fi,,,,,,,,
qopeeol,0,5.77017E-05,5.77128E-05,0,ru,,,,,,,,
qopeedain,0,5.77017E-05,5.77128E-05,0,ru,,,,,,,,
shctheeody,0,5.77017E-05,5.77128E-05,0,md,,,,,,,,
shctheeedy,0,5.77017E-05,5.77128E-05,0,mo,,,,,,,,
seey,0,5.77017E-05,5.77128E-05,0,mu,,,,,,,,
shcthar,0,5.77017E-05,5.77128E-05,0,ms,,,,,,,,
solcheedain,0,5.77017E-05,5.77128E-05,0,gu,,,,,,,,
teeody,0,5.77017E-05,5.77128E-05,0,rd,,,,,,,,
yam,0,5.77017E-05,5.77128E-05,0,ct,,,,,,,,
solear,0,5.77017E-05,5.77128E-05,0,se,,,,,,,,
tsho,0,5.77017E-05,5.77128E-05,0,ci,,,,,,,,
tchod,0,5.77017E-05,5.77128E-05,0,ri,,,,,,,,
ssheedy,0,5.77017E-05,5.77128E-05,0,gr,,,,,,,,
tshm,0,5.77017E-05,5.77128E-05,0,ci,,,,,,,,
tcheor,0,5.77017E-05,5.77128E-05,0,ri,,,,,,,,
soreedain,0,5.77017E-05,5.77128E-05,0,tu,,,,,,,,
ycheeol,0,5.77017E-05,5.77128E-05,0,iu,,,,,,,,
tched,0,5.77017E-05,5.77128E-05,0,ra,,,,,,,,
yteeoy,0,5.77017E-05,5.77128E-05,0,ah,,,,,,,,
ykeey,0,5.77017E-05,5.77128E-05,0,iu,,,,,,,,
ykedair,0,5.77017E-05,5.77128E-05,0,il,,,,,,,,
ykeal,0,5.77017E-05,5.77128E-05,0,iu,,,,,,,,
ysheal,0,5.77017E-05,5.77128E-05,0,ru,,,,,,,,
ykeoly,0,5.77017E-05,5.77128E-05,0,ip,,,,,,,,
ykeo,0,5.77017E-05,5.77128E-05,0,iu,,,,,,,,
yteeam,0,5.77017E-05,5.77128E-05,0,ag,,,,,,,,
yshaly,0,5.77017E-05,5.77128E-05,0,ra,,,,,,,,
ykdar,0,5.77017E-05,5.77128E-05,0,ie,,,,,,,,
ytedal,0,5.77017E-05,5.77128E-05,0,as,,,,,,,,
ytcheeody,0,5.77017E-05,5.77128E-05,0,sd,,,,,,,,
shoiin,0.000191697,4.78968E-05,0,2.38478E-05,an,,,,,,,,
ches,0.000167735,4.78968E-05,0,4.76956E-05,el,,,,,,,,
shd,0.000119811,4.78968E-05,2.3953E-05,0,an,,,,,,,,
ted,9.58487E-05,4.78968E-05,0,7.15435E-05,ra,,,,,,,,
lkey,9.58487E-05,4.78968E-05,0,4.76956E-05,se,,,,,,,,
oteor,9.58487E-05,4.78968E-05,2.3953E-05,0,ui,,,,,,,,
qokeos,9.58487E-05,4.78968E-05,2.3953E-05,0,to,,,,,,,,
qoked,9.58487E-05,4.78968E-05,2.3953E-05,0,ta,,,,,,,,
cheeody,7.18865E-05,4.78968E-05,0,2.38478E-05,ed,,,,,,,,
cthair,7.18865E-05,4.78968E-05,0,2.38478E-05,la,,,,,,,,
lcheeedy,7.18865E-05,4.78968E-05,0,2.38478E-05,co,,,,,,,,
redal,7.18865E-05,4.78968E-05,0,2.38478E-05,os,,,,,,,,
rar,7.18865E-05,4.78968E-05,0,2.38478E-05,os,,,,,,,,
cheeos,7.18865E-05,4.78968E-05,7.18589E-05,0,ed,,,,,,,,
kody,7.18865E-05,4.78968E-05,2.3953E-05,0,im,,,,,,,,
ochor,7.18865E-05,4.78968E-05,2.3953E-05,0,co,,,,,,,,
sor,7.18865E-05,4.78968E-05,2.3953E-05,0,mo,,,,,,,,
tdal,7.18865E-05,4.78968E-05,2.3953E-05,0,ra,,,,,,,,
chr,4.79243E-05,4.78968E-05,0,9.53913E-05,ec,,,,,,,,
qopeos,4.79243E-05,4.78968E-05,0,7.15435E-05,ro,,,,,,,,
olyees,4.79243E-05,4.78968E-05,0,4.76956E-05,nt,,,,,,,,
opaiin,4.79243E-05,4.78968E-05,0,4.76956E-05,ua,,,,,,,,
odyeeey,4.79243E-05,4.78968E-05,0,2.38478E-05,oc,,,,,,,,
reeor,4.79243E-05,4.78968E-05,0,2.38478E-05,or,,,,,,,,
qoted,4.79243E-05,4.78968E-05,0,2.38478E-05,ia,,,,,,,,
shcthaiin,4.79243E-05,4.78968E-05,0,2.38478E-05,ma,,,,,,,,
kshy,4.79243E-05,4.78968E-05,9.58119E-05,0,st,,,,,,,,
okeeor,4.79243E-05,4.78968E-05,7.18589E-05,0,er,,,,,,,,
olkor,4.79243E-05,4.78968E-05,7.18589E-05,0,uo,,,,,,,,
lain,4.79243E-05,4.78968E-05,2.3953E-05,0,me,,,,,,,,
ofcheedy,4.79243E-05,4.78968E-05,2.3953E-05,0,pr,,,,,,,,
otshedy,4.79243E-05,4.78968E-05,2.3953E-05,0,de,,,,,,,,
sheeal,4.79243E-05,4.78968E-05,2.3953E-05,0,am,,,,,,,,
solkar,4.79243E-05,4.78968E-05,2.3953E-05,0,os,,,,,,,,
lkchdaiin,2.39622E-05,4.78968E-05,0,9.53913E-05,or,,,,,,,,
opchary,2.39622E-05,4.78968E-05,0,7.15435E-05,nt,,,,,,,,
ochdy,2.39622E-05,4.78968E-05,0,4.76956E-05,ci,,,,,,,,
olchar,2.39622E-05,4.78968E-05,0,4.76956E-05,as,,,,,,,,
tcheeey,2.39622E-05,4.78968E-05,0,4.76956E-05,rc,,,,,,,,
chiin,2.39622E-05,4.78968E-05,0,2.38478E-05,eq,,,,,,,,
kdaiin,2.39622E-05,4.78968E-05,0,2.38478E-05,ir,,,,,,,,
lko,2.39622E-05,4.78968E-05,0,2.38478E-05,si,,,,,,,,
ofeal,2.39622E-05,4.78968E-05,0,2.38478E-05,qu,,,,,,,,
okshes,2.39622E-05,4.78968E-05,0,2.38478E-05,ol,,,,,,,,
orey,2.39622E-05,4.78968E-05,0,2.38478E-05,se,,,,,,,,
orchdy,2.39622E-05,4.78968E-05,0,2.38478E-05,gi,,,,,,,,
qoteeody,2.39622E-05,4.78968E-05,0,2.38478E-05,id,,,,,,,,
rail,2.39622E-05,4.78968E-05,0,2.38478E-05,oc,,,,,,,,
qotedal,2.39622E-05,4.78968E-05,0,2.38478E-05,is,,,,,,,,
taiir,2.39622E-05,4.78968E-05,0,2.38478E-05,rc,,,,,,,,
yshody,2.39622E-05,4.78968E-05,0,2.38478E-05,rm,,,,,,,,
chcthy,2.39622E-05,4.78968E-05,7.18589E-05,0,st,,,,,,,,
chcphol,2.39622E-05,4.78968E-05,7.18589E-05,0,pe,,,,,,,,
ctheody,2.39622E-05,4.78968E-05,7.18589E-05,0,li,,,,,,,,
lcheo,2.39622E-05,4.78968E-05,7.18589E-05,0,cu,,,,,,,,
orar,2.39622E-05,4.78968E-05,7.18589E-05,0,ss,,,,,,,,
dsheedy,2.39622E-05,4.78968E-05,4.7906E-05,0,er,,,,,,,,
lkees,2.39622E-05,4.78968E-05,4.7906E-05,0,st,,,,,,,,
pcheos,2.39622E-05,4.78968E-05,4.7906E-05,0,to,,,,,,,,
ycheed,2.39622E-05,4.78968E-05,4.7906E-05,0,is,,,,,,,,
chcphaiin,2.39622E-05,4.78968E-05,2.3953E-05,0,pa,,,,,,,,
dleeol,2.39622E-05,4.78968E-05,2.3953E-05,0,qu,,,,,,,,
ckhody,2.39622E-05,4.78968E-05,2.3953E-05,0,um,,,,,,,,
kan,2.39622E-05,4.78968E-05,2.3953E-05,0,is,,,,,,,,
ltoiin,2.39622E-05,4.78968E-05,2.3953E-05,0,on,,,,,,,,
lteeor,2.39622E-05,4.78968E-05,2.3953E-05,0,or,,,,,,,,
odyeedy,2.39622E-05,4.78968E-05,2.3953E-05,0,or,,,,,,,,
okom,2.39622E-05,4.78968E-05,2.3953E-05,0,et,,,,,,,,
olshar,2.39622E-05,4.78968E-05,2.3953E-05,0,is,,,,,,,,
pal,2.39622E-05,4.78968E-05,2.3953E-05,0,un,,,,,,,,
qokchedam,2.39622E-05,4.78968E-05,2.3953E-05,0,lo,,,,,,,,
qoteees,2.39622E-05,4.78968E-05,2.3953E-05,0,in,,,,,,,,
ycheey,2.39622E-05,4.78968E-05,2.3953E-05,0,iu,,,,,,,,
soldy,2.39622E-05,4.78968E-05,2.3953E-05,0,si,,,,,,,,
otedain,0,4.78968E-05,7.18589E-05,0.000143087,um,,,,,,,,
lsy,0,4.78968E-05,4.7906E-05,0.000119239,at,,,,,,,,
tod,0,4.78968E-05,2.3953E-05,0.000119239,ri,,,,,,,,
tey,0,4.78968E-05,0.000143718,9.53913E-05,re,,,,,,,,
opchedaiin,0,4.78968E-05,7.18589E-05,9.53913E-05,nt,,,,,,,,
lchol,0,4.78968E-05,2.3953E-05,9.53913E-05,ce,,,,,,,,
oreeey,0,4.78968E-05,2.3953E-05,9.53913E-05,sc,,,,,,,,
keeo,0,4.78968E-05,9.58119E-05,4.76956E-05,is,,,,,,,,
opar,0,4.78968E-05,9.58119E-05,4.76956E-05,us,,,,,,,,
kedal,0,4.78968E-05,7.18589E-05,4.76956E-05,is,,,,,,,,
ctho,0,4.78968E-05,4.7906E-05,4.76956E-05,li,,,,,,,,
tol,0,4.78968E-05,4.7906E-05,4.76956E-05,re,,,,,,,,
fchody,0,4.78968E-05,2.3953E-05,4.76956E-05,um,,,,,,,,
otd,0,4.78968E-05,2.3953E-05,4.76956E-05,un,,,,,,,,
fchedain,0,4.78968E-05,7.18589E-05,2.38478E-05,um,,,,,,,,
kiin,0,4.78968E-05,7.18589E-05,2.38478E-05,iq,,,,,,,,
pody,0,4.78968E-05,7.18589E-05,2.38478E-05,um,,,,,,,,
chdain,0,4.78968E-05,4.7906E-05,2.38478E-05,em,,,,,,,,
dordar,0,4.78968E-05,4.7906E-05,2.38478E-05,be,,,,,,,,
okor,0,4.78968E-05,4.7906E-05,2.38478E-05,x,,,,,,,,
ockhdy,0,4.78968E-05,4.7906E-05,2.38478E-05,li,,,,,,,,
qokedar,0,4.78968E-05,4.7906E-05,2.38478E-05,tp,,,,,,,,
pcheeol,0,4.78968E-05,4.7906E-05,2.38478E-05,tu,,,,,,,,
reeo,0,4.78968E-05,4.7906E-05,2.38478E-05,os,,,,,,,,
qopcheey,0,4.78968E-05,4.7906E-05,2.38478E-05,ru,,,,,,,,
scheody,0,4.78968E-05,4.7906E-05,2.38478E-05,li,,,,,,,,
soleody,0,4.78968E-05,4.7906E-05,2.38478E-05,si,,,,,,,,
alals,0,4.78968E-05,2.3953E-05,2.38478E-05,aq,,,,,,,,
lchdar,0,4.78968E-05,2.3953E-05,2.38478E-05,ce,,,,,,,,
olsheo,0,4.78968E-05,2.3953E-05,2.38478E-05,iu,,,,,,,,
shary,0,4.78968E-05,2.3953E-05,2.38478E-05,at,,,,,,,,
schdy,0,4.78968E-05,2.3953E-05,2.38478E-05,li,,,,,,,,
ychd,0,4.78968E-05,2.3953E-05,2.38478E-05,in,,,,,,,,
tsheal,0,4.78968E-05,2.3953E-05,2.38478E-05,cu,,,,,,,,
teal,0,4.78968E-05,2.3953E-05,2.38478E-05,ru,,,,,,,,
ypcheody,0,4.78968E-05,2.3953E-05,2.38478E-05,li,,,,,,,,
lcheos,0.000167735,2.39484E-05,2.3953E-05,0,co,,,,,,,,
qockhedy,9.58487E-05,2.39484E-05,4.7906E-05,0,ve,,,,,,,,
dalo,7.18865E-05,2.39484E-05,0,2.38478E-05,di,,,,,,,,
keos,7.18865E-05,2.39484E-05,0,2.38478E-05,io,,,,,,,,
okoiin,7.18865E-05,2.39484E-05,0,2.38478E-05,en,,,,,,,,
oleol,7.18865E-05,2.39484E-05,0,2.38478E-05,ea,,,,,,,,
reees,7.18865E-05,2.39484E-05,0,2.38478E-05,on,,,,,,,,
schaiin,7.18865E-05,2.39484E-05,0,2.38478E-05,la,,,,,,,,
tchey,7.18865E-05,2.39484E-05,0,2.38478E-05,re,,,,,,,,
taly,7.18865E-05,2.39484E-05,0,2.38478E-05,ra,,,,,,,,
oaiin,7.18865E-05,2.39484E-05,9.58119E-05,0,da,,,,,,,,
kair,7.18865E-05,2.39484E-05,4.7906E-05,0,ia,,,,,,,,
roiin,7.18865E-05,2.39484E-05,4.7906E-05,0,on,,,,,,,,
sairdy,7.18865E-05,2.39484E-05,4.7906E-05,0,di,,,,,,,,
keeedy,7.18865E-05,2.39484E-05,2.3953E-05,0,io,,,,,,,,
oles,7.18865E-05,2.39484E-05,2.3953E-05,0,el,,,,,,,,
shaiin,4.79243E-05,2.39484E-05,0,7.15435E-05,aa,,,,,,,,
lair,4.79243E-05,2.39484E-05,0,4.76956E-05,ma,,,,,,,,
lsheedy,4.79243E-05,2.39484E-05,0,4.76956E-05,er,,,,,,,,
okchees,4.79243E-05,2.39484E-05,0,4.76956E-05,nt,,,,,,,,
olyey,4.79243E-05,2.39484E-05,0,4.76956E-05,ne,,,,,,,,
qopchaiin,4.79243E-05,2.39484E-05,0,4.76956E-05,ra,,,,,,,,
soley,4.79243E-05,2.39484E-05,0,4.76956E-05,se,,,,,,,,
yteedar,4.79243E-05,2.39484E-05,0,4.76956E-05,am,,,,,,,,
aledaiin,4.79243E-05,2.39484E-05,0,2.38478E-05,at,,,,,,,,
keear,4.79243E-05,2.39484E-05,0,2.38478E-05,ir,,,,,,,,
keeody,4.79243E-05,2.39484E-05,0,2.38478E-05,id,,,,,,,,
lsheear,4.79243E-05,2.39484E-05,0,2.38478E-05,er,,,,,,,,
lseedy,4.79243E-05,2.39484E-05,0,2.38478E-05,ar,,,,,,,,
oiinaiin,4.79243E-05,2.39484E-05,0,2.38478E-05,ha,,,,,,,,
opeody,4.79243E-05,2.39484E-05,0,2.38478E-05,ui,,,,,,,,
reear,4.79243E-05,2.39484E-05,0,2.38478E-05,or,,,,,,,,
yaim,4.79243E-05,2.39484E-05,0,2.38478E-05,co,,,,,,,,
ytody,4.79243E-05,2.39484E-05,0,2.38478E-05,am,,,,,,,,
ypchor,4.79243E-05,2.39484E-05,0,2.38478E-05,lo,,,,,,,,
qoeeor,4.79243E-05,2.39484E-05,7.18589E-05,0,er,,,,,,,,
chcpheedy,4.79243E-05,2.39484E-05,4.7906E-05,0,pr,,,,,,,,
qoldy,4.79243E-05,2.39484E-05,4.7906E-05,0,di,,,,,,,,
aleedy,4.79243E-05,2.39484E-05,2.3953E-05,0,ar,,,,,,,,
cthdair,4.79243E-05,2.39484E-05,2.3953E-05,0,lo,,,,,,,,
lchdair,4.79243E-05,2.39484E-05,2.3953E-05,0,co,,,,,,,,
dshs,4.79243E-05,2.39484E-05,2.3953E-05,0,er,,,,,,,,
lkcheedaiin,4.79243E-05,2.39484E-05,2.3953E-05,0,ol,,,,,,,,
odm,4.79243E-05,2.39484E-05,2.3953E-05,0,ti,,,,,,,,
oshedy,4.79243E-05,2.39484E-05,2.3953E-05,0,fe,,,,,,,,
qokdair,4.79243E-05,2.39484E-05,2.3953E-05,0,to,,,,,,,,
shedal,4.79243E-05,2.39484E-05,2.3953E-05,0,as,,,,,,,,
pain,2.39622E-05,2.39484E-05,0,9.53913E-05,ue,,,,,,,,
shs,2.39622E-05,2.39484E-05,0,7.15435E-05,ar,,,,,,,,
ykeeody,2.39622E-05,2.39484E-05,0,7.15435E-05,id,,,,,,,,
ysheol,2.39622E-05,2.39484E-05,0,7.15435E-05,ra,,,,,,,,
kory,2.39622E-05,2.39484E-05,0,4.76956E-05,ib,,,,,,,,
ksheeey,2.39622E-05,2.39484E-05,0,4.76956E-05,sc,,,,,,,,
leol,2.39622E-05,2.39484E-05,0,4.76956E-05,ma,,,,,,,,
okcheol,2.39622E-05,2.39484E-05,0,4.76956E-05,na,,,,,,,,
oiiineey,2.39622E-05,2.39484E-05,0,4.76956E-05,qu,,,,,,,,
okeeody,2.39622E-05,2.39484E-05,0,4.76956E-05,ed,,,,,,,,
olkam,2.39622E-05,2.39484E-05,0,4.76956E-05,ut,,,,,,,,
qotdal,2.39622E-05,2.39484E-05,0,4.76956E-05,ia,,,,,,,,
qotoy,2.39622E-05,2.39484E-05,0,4.76956E-05,ib,,,,,,,,
sheo,2.39622E-05,2.39484E-05,0,4.76956E-05,au,,,,,,,,
shesy,2.39622E-05,2.39484E-05,0,4.76956E-05,ac,,,,,,,,
sdy,2.39622E-05,2.39484E-05,0,4.76956E-05,mi,,,,,,,,
shg,2.39622E-05,2.39484E-05,0,4.76956E-05,ag,,,,,,,,
tchm,2.39622E-05,2.39484E-05,0,4.76956E-05,ri,,,,,,,,
