word,tfidf_balneological2,tfidf_herbal2,tfidf_herbal5,tfidf_recipes3,tfidf_starsx,tfidf_stars3
olol,0.000491709,0,0,0,0,0.0000466
otedar,0.000109269,0,0,0,0,0.000372824
os,0.000137882,0.000130091,0,0,0,0.000147016
qoeey,0.0000546,0,0,0,0,0.000419427
pchdy,0.000103411,0.000390272,0,0,0,0.000117613
qolchedy,0.000891047,0,0,0,0,0
qokechy,0.000109269,0,0,0,0,0.000372824
shek,0.000137882,0.000260182,0,0,0,0.000117613
she,0.0000202,0.000304393,0.000189754,0,0,0.0000688
tchey,0.0000807,0.0000761,0.000189754,0,0,0.0000688
ytchedy,0,0.000390272,0.000324386,0,0,0.000176419
yshey,0.000218537,0,0,0,0,0.000279618
chekal,0.0000202,0.000152196,0.000569261,0,0,0.0000516
chkaiin,0.0000345,0.000260182,0,0,0,0.000176419
cthedy,0.0000605,0.000152196,0.000189754,0,0,0.0000516
cthey,0.0000202,0.000152196,0.000379507,0,0,0.0000688
daldy,0.000206822,0,0.000324386,0,0,0.0000588
lcheedy,0.000109269,0,0,0,0,0.000326221
lkl,0.000109269,0,0,0,0,0.000326221
oiiin,0.000103411,0.000260182,0,0,0,0.000117613
olkeeey,0.000163903,0,0,0,0,0.000279618
okeeedy,0.0000546,0,0,0,0,0.000372824
olar,0.0000689,0.000260182,0,0,0,0.000147016
okees,0.0000807,0.000152196,0.000189754,0,0,0.0000344
olcheey,0.0000689,0.000130091,0,0,0,0.000176419
ols,0.000172352,0.000130091,0,0,0,0.0000882
qokeeody,0,0,0.000648772,0,0.000681063,0.000176419
qotam,0.0000546,0,0,0,0,0.000372824
qokl,0.000103411,0,0,0,0.000681063,0.000147016
sheod,0,0.0000761,0.000379507,0,0.000398397,0.000086
shee,0,0.001030945,0,0,0,0.000186412
sheeol,0.000137882,0,0.000324386,0,0,0.000117613
shckhey,0.000172352,0.000260182,0,0,0,0.0000588
ry,0.000172352,0.000130091,0,0,0,0.0000882
soiin,0.000218537,0,0,0,0,0.000233015
teol,0.000172352,0,0.000324386,0,0,0.0000882
ytam,0.0000807,0.000152196,0.000379507,0,0,0.0000172
ykain,0.000172352,0.000390272,0,0,0,0.0000294
ycheo,0,0.000130091,0,0,0.000681063,0.000205822
ysheey,0.000172352,0.000130091,0,0,0,0.0000882
chain,0.0000546,0,0,0,0,0.000326221
alol,0.0000689,0.000260182,0,0,0,0.000117613
chdor,0.0000202,0,0.000189754,0,0.000398397,0.000086
cheeody,0,0,0.000514139,0,0,0.000326221
chokaiin,0.000109269,0,0,0,0,0.000279618
cthdy,0.0000807,0.0000761,0.000379507,0,0,0.0000172
kchey,0.000137882,0,0.000324386,0,0,0.0000882
lcheol,0.000218537,0,0,0,0,0.000186412
lchy,0.00038244,0,0,0,0.00107946,0
kor,0.0000202,0.000380491,0.000189754,0,0,0.0000172
keol,0.000109269,0,0,0,0,0.000279618
lkchey,0.0000546,0,0,0,0,0.000326221
oain,0,0.000206189,0,0,0,0.000326221
ochedy,0.000103411,0.000130091,0,0,0,0.000117613
lkeeey,0,0,0,0,0.00107946,0.000326221
lsheey,0.000273171,0,0,0,0,0.000139809
olchdy,0.000172352,0.000260182,0,0,0.000681063,0
olkam,0.000137882,0.000130091,0,0,0,0.0000882
okeeody,0,0,0.000514139,0,0,0.000326221
oteeey,0,0,0,0,0,0.000608049
oteeo,0,0,0,0,0,0.000608049
oteed,0.0000345,0,0.000324386,0,0,0.000176419
oram,0.000103411,0.000130091,0,0,0,0.000117613
qockhey,0.000218537,0,0,0,0,0.000186412
qoteody,0.000109269,0,0,0,0,0.000279618
qokedar,0.000103411,0.000260182,0,0,0,0.0000882
qofchedy,0.0000202,0.000152196,0,0,0.000398397,0.0000688
shdar,0.000273171,0,0,0,0,0.000139809
solchedy,0.00038244,0,0,0,0,0.0000466
ychey,0.0000807,0.0000761,0,0,0.000398397,0.0000344
chcthedy,0.0000403,0.0000761,0.000189754,0,0,0.0000516
checkhey,0.0000345,0.000130091,0,0,0,0.000147016
chcthdy,0.000103411,0.000260182,0,0,0,0.0000588
chd,0.0000345,0.000650454,0,0,0.000681063,0
chokain,0.0000546,0,0,0,0,0.000279618
chs,0.0000403,0.0000761,0,0,0.000398397,0.0000516
chockhy,0,0,0.000324386,0,0.000681063,0.000147016
dcheol,0.0000605,0,0.000189754,0,0.000398397,0.0000344
daiiin,0.0000689,0.000130091,0,0,0,0.000117613
d,0.000163903,0,0.002056557,0,0,0
dsheol,0.0000403,0.0000761,0.000189754,0,0,0.0000516
daiir,0.0000202,0.0000761,0.000569261,0,0,0.0000344
keeey,0.0000202,0.0000761,0,0,0.000398397,0.0000688
key,0.0000689,0.000130091,0,0,0,0.000117613
odal,0.0000202,0.0000761,0.000189754,0,0,0.0000688
ofchedy,0.000273171,0,0,0,0,0.0000932
ltedy,0.000163903,0,0,0,0,0.000186412
lkey,0.000163903,0,0,0,0,0.000186412
lkam,0.0000345,0,0,0,0.000681063,0.000147016
octhy,0.0000689,0.000130091,0,0,0,0.000117613
olchy,0.0000807,0.0000761,0,0,0.000398397,0.0000172
okeeor,0.0000689,0,0.000324386,0,0,0.000117613
opal,0.0000345,0.000130091,0,0,0,0.000147016
opchy,0,0.000206189,0,0,0,0.000279618
oteor,0.0000345,0.000130091,0,0,0,0.000147016
pcheol,0.000218537,0,0,0,0,0.000139809
polaiin,0.0000546,0,0,0,0,0.000279618
qoly,0.000623733,0,0,0,0,0
qoked,0.000218537,0,0,0,0,0.000139809
qotody,0.0000345,0.000130091,0,0,0,0.000147016
qok,0.0000689,0,0.000324386,0,0,0.000117613
qopchey,0.000109269,0,0,0,0,0.000233015
qokaldy,0.0000403,0.000228295,0.000189754,0,0,0.0000172
qolkeedy,0.000327806,0,0,0,0,0.0000466
schedy,0.000172352,0.000130091,0,0,0,0.0000294
rshedy,0.000623733,0,0,0,0,0
sheety,0.000327806,0,0,0,0,0.0000466
sheeo,0,0.000130091,0.000324386,0,0,0.000147016
shod,0.0000202,0.0000761,0,0,0.000398397,0.0000688
shodaiin,0.000109269,0,0,0,0,0.000233015
shety,0.000273171,0,0,0,0,0.0000932
ycheedy,0.0000689,0,0,0,0.000681063,0.000117613
ytal,0.000327806,0.000206189,0,0,0,0
chedol,0.000163903,0,0,0,0,0.000139809
chedam,0,0,0,0,0.00107946,0.000233015
arar,0.0000689,0.000130091,0,0,0,0.0000882
chcphy,0.0000345,0.000130091,0,0,0,0.000117613
aldy,0.0000689,0.000260182,0,0,0,0.0000588
cham,0.0000689,0.000260182,0,0,0,0.0000588
aror,0.000218537,0,0,0,0,0.0000932
chkeey,0.0000345,0.000390272,0,0,0,0.0000588
cheeey,0,0,0,0,0,0.000456037
cheeos,0,0.000412378,0,0,0,0.000186412
cheeol,0.0000689,0.000130091,0,0,0,0.0000882
chocthy,0.0000689,0.000130091,0,0,0,0.0000882
chotar,0,0,0,0,0.00107946,0.000233015
chodar,0,0.000130091,0,0,0.000681063,0.000117613
cthy,0.0000689,0.000390272,0,0,0,0.0000294
dchey,0.0000605,0.0000761,0,0,0.000398397,0.0000172
dcheey,0.0000689,0.000130091,0,0,0,0.0000882
dsheey,0.000109269,0,0,0,0,0.000186412
chty,0.0000403,0.0000761,0.000189754,0,0,0.0000344
lal,0.000163903,0,0,0,0,0.000139809
lched,0.000163903,0,0,0,0,0.000139809
kam,0.000163903,0.000618567,0,0,0,0
keeol,0.0000345,0.000260182,0,0,0,0.0000882
lar,0.0000689,0,0,0,0.000681063,0.0000882
eees,0.0000345,0.000130091,0,0,0,0.000117613
lkeeody,0,0,0.000514139,0,0,0.000233015
oeedy,0.000109269,0,0,0,0,0.000186412
loly,0.000534628,0,0,0,0,0
ockhedy,0.0000345,0.000260182,0,0,0,0.0000882
lpchedy,0.0000689,0,0,0,0.000681063,0.0000882
lsheedy,0.000273171,0,0,0,0,0.0000466
olam,0.0000345,0.000130091,0,0,0,0.000117613
olr,0,0.000206189,0,0,0,0.000233015
okeal,0,0,0,0,0,0.000456037
okchd,0.0000345,0.000260182,0,0,0,0.0000882
olkchedy,0.0000345,0.000130091,0,0,0,0.000117613
okary,0.0000689,0.000390272,0,0,0,0.0000294
olsheey,0.000103411,0,0.000324386,0,0,0.0000588
okedar,0.000103411,0.000130091,0,0,0,0.0000588
oteal,0,0,0,0,0,0.000456037
oral,0.0000546,0,0,0,0,0.000233015
oshey,0.000163903,0,0,0,0,0.000139809
opaiin,0.0000546,0,0,0,0,0.000233015
orar,0.000103411,0,0,0,0.000681063,0.0000588
opor,0.000273171,0,0,0,0,0.0000466
qochey,0.000109269,0,0,0,0,0.000186412
qoar,0.000163903,0,0,0,0,0.000139809
polchedy,0.0000202,0,0.000189754,0,0.000398397,0.0000516
qoain,0,0.000206189,0,0,0,0.000233015
pchor,0.000163903,0,0,0,0,0.000139809
otshey,0.000534628,0,0,0,0,0
por,0.000109269,0,0,0,0,0.000186412
paiin,0.0000689,0.000130091,0,0,0,0.0000882
qokear,0.000163903,0,0,0,0,0.000139809
qoteol,0.0000202,0.0000761,0.000189754,0,0,0.0000516
qopchy,0.000163903,0,0,0,0,0.000139809
qokeedar,0,0.000130091,0.000324386,0,0,0.000117613
qopaiin,0.0000345,0,0.000324386,0,0,0.000117613
qokeeor,0,0,0,0,0.00107946,0.000233015
rair,0,0.000130091,0.000324386,0,0,0.000117613
rchey,0.000534628,0,0,0,0,0
shckhedy,0.000534628,0,0,0,0,0
ro,0.0000345,0,0,0,0.000681063,0.000117613
raraiin,0,0.000206189,0,0,0,0.000233015
sheed,0.0000345,0,0,0,0.000681063,0.000117613
shd,0.0000689,0.000390272,0,0,0,0.0000294
shaiin,0,0,0,0,0,0.000456037
tcheo,0,0.000152196,0.000189754,0,0.000398397,0.0000344
ykeeol,0,0,0.000514139,0,0,0.000233015
ypchdy,0.000103411,0.000260182,0.000324386,0,0,0
yteeody,0.000109269,0,0,0,0,0.000186412
yteody,0.000103411,0.000130091,0,0,0,0.0000588
ysheedy,0.000163903,0,0,0,0,0.000139809
ydaiin,0.0000202,0.0000761,0.000189754,0,0,0.0000516
ail,0,0,0,0,0,0.000380031
alkaiin,0.0000546,0,0,0,0,0.000186412
chcthey,0.000109269,0,0,0,0,0.000139809
chckhhy,0,0,0.000514139,0,0,0.000186412
alam,0,0,0,0,0,0.000380031
chcthhy,0.0000689,0.000130091,0,0,0,0.0000588
alom,0.0000546,0,0,0,0,0.000186412
alkam,0.000109269,0,0,0,0,0.000139809
cheockhy,0.0000202,0,0.000189754,0,0.000398397,0.0000344
cheeor,0.0000403,0.0000761,0,0,0.000398397,0.0000172
chkedy,0.000103411,0.000130091,0.000324386,0,0,0
cheoar,0,0.000206189,0,0,0,0.000186412
cheodain,0,0,0,0,0.00107946,0.000186412
chokeey,0,0,0.000514139,0,0,0.000186412
chr,0.000109269,0,0,0,0,0.000139809
chokar,0.0000546,0,0,0,0,0.000186412
chekey,0,0.000390272,0.000324386,0,0,0.0000294
cheoky,0.000103411,0,0.000324386,0,0,0.0000294
choaiin,0.000109269,0,0,0,0,0.000139809
cheodaiin,0,0,0,0,0,0.000380031
chetain,0.000109269,0,0,0,0,0.000139809
chodain,0.0000546,0,0,0,0,0.000186412
cheedar,0.0000345,0,0,0,0.000681063,0.0000882
chepy,0.000103411,0.000130091,0,0,0,0.0000294
dalol,0.0000403,0.0000761,0.000189754,0,0,0.0000172
csedy,0.000445523,0,0,0,0,0
lain,0,0.000206189,0,0,0,0.000186412
lam,0.000109269,0,0,0,0,0.000139809
kshdy,0.000163903,0.000412378,0,0,0,0
lchal,0,0,0,0,0,0.000380031
kcheody,0,0,0.000324386,0,0.000681063,0.0000882
lchor,0.000103411,0.000130091,0,0,0,0.0000294
lkal,0,0,0,0,0,0.000380031
ockhy,0.0000345,0.000390272,0,0,0,0.0000294
lkchdy,0,0,0,0,0,0.000380031
lteedy,0.000109269,0,0,0,0,0.000139809
lkol,0.0000689,0,0.000324386,0,0,0.0000588
lom,0.000163903,0,0,0,0,0.0000932
olkeeody,0.000109269,0,0,0,0,0.000139809
okeeol,0.0000546,0,0,0,0,0.000186412
olkol,0.000445523,0,0,0,0,0
okcheey,0,0.000206189,0,0,0,0.000186412
okaral,0.000109269,0,0,0,0,0.000139809
olal,0.000109269,0,0,0,0,0.000139809
okedal,0.0000345,0.000130091,0,0,0,0.0000882
osaiin,0.0000689,0.000130091,0,0,0,0.0000588
oteo,0,0,0,0,0,0.000380031
orair,0.0000202,0.0000761,0,0,0.000398397,0.0000344
otechdy,0.000109269,0,0,0,0,0.000139809
ot,0.0000345,0.000130091,0,0,0,0.0000882
oteeody,0.0000546,0,0,0,0,0.000186412
opar,0.0000689,0.000130091,0,0,0,0.0000588
oltedy,0.0000403,0.0000761,0,0,0.000398397,0.0000172
pcheody,0,0,0.000514139,0,0,0.000186412
pchdar,0.0000345,0.000260182,0,0,0,0.0000588
pchedal,0.0000546,0,0,0,0,0.000186412
pchol,0.000109269,0,0,0,0,0.000139809
qokchd,0,0.000206189,0,0,0,0.000186412
qokeechy,0,0,0,0,0,0.000380031
qopar,0.000218537,0,0,0,0,0.0000466
qolkeey,0.000103411,0.000130091,0,0,0,0.0000294
qopchol,0.000103411,0,0,0,0.000681063,0.0000294
qolkain,0.000218537,0.000206189,0,0,0,0
qotched,0,0,0,0,0,0.000380031
qokody,0.0000345,0.000390272,0,0,0,0.0000294
qokeeol,0,0,0,0,0,0.000380031
qotaly,0.0000345,0.000130091,0,0,0,0.0000882
sham,0.000109269,0,0,0,0,0.000139809
sheeey,0.0000546,0,0,0,0,0.000186412
shes,0.000218537,0,0.000514139,0,0,0
sshedy,0.000103411,0,0.000324386,0,0,0.0000294
tey,0.000163903,0,0,0,0,0.0000932
teody,0.000109269,0,0,0,0,0.000139809
solkeedy,0.000218537,0,0,0,0,0.0000466
ytey,0.0000345,0.000390272,0.000324386,0,0,0
ytchy,0.0000403,0.0000761,0.000189754,0,0,0.0000172
ytchey,0.000103411,0.000130091,0,0,0,0.0000294
ykair,0,0.000412378,0,0,0,0.000139809
ykeeo,0.0000202,0.0000761,0.000189754,0,0,0.0000344
ykeeody,0.0000546,0,0.002056557,0,0,0
chckhd,0.0000202,0.0000761,0.000189754,0,0,0.0000172
checthey,0.000109269,0,0,0,0,0.0000932
alor,0.0000345,0,0,0,0.000681063,0.0000588
alody,0.0000689,0.000130091,0,0,0,0.0000294
aithy,0.0000689,0.000130091,0,0,0,0.0000294
alkeedy,0,0,0,0,0,0.000304025
aim,0.0000345,0.000130091,0,0,0,0.0000588
an,0.000109269,0,0,0,0,0.0000932
alchedy,0.0000546,0,0,0,0,0.000139809
chekedy,0,0.000412378,0.001028279,0,0,0
chepar,0,0.000130091,0.000324386,0,0,0.0000588
chodal,0,0.000206189,0,0,0,0.000139809
cheoty,0.0000546,0,0,0,0,0.000139809
chekeedy,0.0000202,0.0000761,0.000189754,0,0,0.0000172
chetar,0,0.000206189,0,0,0,0.000139809
cheokain,0.000109269,0,0,0,0,0.0000932
cholkaiin,0.000109269,0,0,0,0,0.0000932
cheom,0,0.000206189,0,0,0,0.000139809
cheedaiin,0.0000546,0,0,0,0,0.000139809
chotal,0.0000345,0.000130091,0,0,0,0.0000588
cthol,0.000109269,0,0,0,0,0.0000932
ckhedy,0.0000689,0.000130091,0,0,0,0.0000294
dody,0.0000345,0.000130091,0,0,0,0.0000588
da,0.000109269,0.000412378,0,0,0,0
dalchedy,0.0000345,0.000130091,0,0,0,0.0000588
dchol,0.000163903,0,0,0,0.00107946,0
cthar,0.0000202,0.0000761,0.000189754,0,0,0.0000172
doiin,0.0000546,0,0,0,0,0.000139809
ckhdy,0.0000345,0.000260182,0.000324386,0,0,0
daim,0.0000345,0.000260182,0,0,0,0.0000294
dalor,0.000109269,0.000412378,0,0,0,0
fchdy,0,0.000206189,0,0,0,0.000139809
kchy,0,0.000260182,0.000324386,0,0,0.0000294
kechdy,0.0000345,0.000130091,0,0,0,0.0000588
f,0,0,0.0033541,0,0,0
kcheo,0,0.000206189,0,0,0,0.000139809
keeor,0.0000546,0,0,0,0,0.000139809
ld,0.0000689,0,0.000324386,0,0,0.0000294
keeody,0,0,0,0,0,0.000304025
m,0,0.000260182,0.000324386,0,0,0.0000294
lkeeo,0,0,0,0,0,0.000304025
lkeody,0,0,0,0,0,0.000304025
loty,0,0,0,0,0,0.000304025
octhey,0.0000689,0.000130091,0.000324386,0,0,0
los,0.0000689,0,0.000324386,0,0.000681063,0
oin,0.0000546,0,0,0,0,0.000139809
lkair,0,0,0,0,0,0.000304025
lkeeol,0,0,0,0,0,0.000304025
loiin,0.0000345,0.000130091,0,0,0,0.0000588
lkeeedy,0,0,0,0,0,0.000304025
lkshedy,0,0,0,0,0,0.000304025
oeey,0.000109269,0,0,0,0,0.0000932
lkor,0.000109269,0,0,0,0,0.0000932
oees,0.000109269,0,0,0,0,0.0000932
olfchedy,0.000109269,0.000412378,0,0,0,0
olkair,0.000109269,0,0,0,0,0.0000932
olpchedy,0.000109269,0,0,0,0,0.0000932
okechedy,0,0,0,0,0,0.000304025
oloiin,0.000109269,0,0,0,0,0.0000932
okechdy,0.0000345,0,0.000324386,0,0,0.0000588
olkchey,0.0000689,0,0.000324386,0,0,0.0000294
olshdy,0.000356419,0,0,0,0,0
okeor,0,0.000206189,0,0,0,0.000139809
okcho,0,0,0.000324386,0,0.000681063,0.0000588
olkchy,0.000163903,0,0,0,0,0.0000466
olkeeo,0,0,0.000514139,0,0,0.000139809
okaldy,0.0000546,0.000618567,0,0,0,0
olkeol,0.0000345,0,0.000324386,0,0,0.0000588
okechy,0.0000546,0,0,0,0,0.000139809
olcheol,0.0000345,0.000130091,0,0,0,0.0000588
okoldy,0.0000689,0.000130091,0,0,0,0.0000294
okaiiin,0.0000546,0,0,0,0,0.000139809
otan,0.0000546,0,0,0,0,0.000139809
oraiiin,0.000163903,0,0,0,0,0.0000466
oror,0.0000546,0,0,0,0,0.000139809
otees,0.0000689,0,0.000324386,0,0,0.0000294
opcheol,0,0,0,0,0,0.000304025
oteeol,0,0,0,0,0,0.000304025
opair,0,0,0,0,0,0.000304025
otoly,0.0000689,0,0.000324386,0,0,0.0000294
orchey,0.000356419,0,0,0,0,0
otedal,0.0000546,0,0,0,0,0.000139809
opy,0.000163903,0,0,0,0,0.0000466
otary,0.0000345,0.000130091,0,0,0,0.0000588
opchedaiin,0,0,0,0,0,0.000304025
otarar,0.0000546,0,0,0,0,0.000139809
otodaiin,0.000163903,0,0,0,0,0.0000466
psheody,0,0,0.000324386,0,0.000681063,0.0000588
qoedy,0.000163903,0,0,0,0,0.0000466
pchdair,0,0.000206189,0,0,0,0.000139809
qod,0,0.000412378,0,0,0,0.0000932
qocthey,0.000109269,0,0,0,0,0.0000932
qoeeey,0.0000546,0,0,0,0,0.000139809
pcheor,0,0,0,0,0,0.000304025
oy,0,0,0,0,0,0.000304025
qokdy,0.0000202,0.0000761,0.000189754,0,0,0.0000172
qokeeedy,0.0000546,0,0,0,0,0.000139809
qotcheedy,0,0,0.000324386,0,0.000681063,0.0000588
qoteo,0,0,0.000324386,0,0.000681063,0.0000588
qopcheey,0.000109269,0,0,0,0,0.0000932
qopshedy,0.000163903,0,0,0,0,0.0000466
qolky,0.000356419,0,0,0,0,0
qokedain,0,0,0,0,0,0.000304025
qoted,0.0000546,0,0,0,0,0.000139809
qotair,0.0000546,0,0,0,0,0.000139809
qoiiin,0,0.000206189,0,0,0,0.000139809
qokechedy,0.000109269,0,0,0,0,0.0000932
qopol,0.0000689,0,0,0,0.000681063,0.0000294
roiin,0.000109269,0,0,0,0,0.0000932
shees,0.0000689,0.000130091,0,0,0,0.0000294
shcthey,0.0000689,0.000130091,0,0,0,0.0000294
shain,0.0000546,0,0,0,0,0.000139809
sheoky,0.0000546,0,0,0,0,0.000139809
sh,0.0000345,0.000130091,0.000648772,0,0,0
sheckhey,0.000163903,0,0,0,0,0.0000466
qoy,0.0000345,0.000130091,0,0,0,0.0000588
sheckhedy,0.000163903,0,0,0,0,0.0000466
shdal,0.000109269,0,0,0,0,0.0000932
rary,0.0000345,0,0.000324386,0,0,0.0000588
solkeey,0.000356419,0,0,0,0,0
tcheol,0.000109269,0,0,0,0,0.0000932
sholdy,0.000163903,0,0.000514139,0,0,0
teeedy,0,0.000206189,0,0,0,0.000139809
solchey,0.000356419,0,0,0,0,0
tchy,0.000109269,0.000412378,0,0,0,0
sshey,0.000163903,0,0,0,0,0.0000466
ykchdy,0,0.000260182,0.000324386,0,0,0.0000294
ychedar,0.0000546,0,0,0,0,0.000139809
tshdy,0,0.000260182,0.000324386,0,0,0.0000294
yaiin,0.0000345,0.000130091,0,0,0,0.0000588
yk,0,0.000618567,0,0,0,0.0000466
ykeeey,0.0000345,0.000130091,0,0,0,0.0000588
ydy,0.000163903,0.000206189,0,0,0,0
ytody,0.000163903,0,0.000514139,0,0,0
ykeeedy,0.0000689,0,0.000324386,0,0,0.0000294
chdaly,0,0.000206189,0,0,0,0.0000932
aty,0,0,0,0,0,0.000228019
chcphey,0.000109269,0,0,0,0,0.0000466
cheam,0,0,0,0,0,0.000228019
alky,0.0000546,0,0,0,0,0.0000932
airody,0.0000546,0,0,0,0,0.0000932
chealy,0.000109269,0,0,0,0,0.0000466
charam,0,0,0,0,0,0.000228019
alain,0,0,0,0,0,0.000228019
chcphedy,0.0000345,0.000130091,0,0,0,0.0000294
alaiin,0,0.000412378,0,0,0,0.0000466
charain,0,0,0,0,0,0.000228019
alkar,0.0000546,0,0,0,0,0.0000932
as,0,0.000130091,0,0,0.000681063,0.0000294
chotaiin,0.0000546,0,0,0,0,0.0000932
chep,0.0000345,0,0,0,0.000681063,0.0000294
cheoly,0.0000546,0,0,0,0,0.0000932
cheod,0.0000345,0.000130091,0,0,0,0.0000294
chokor,0,0.000206189,0,0,0,0.0000932
chek,0.0000546,0.000412378,0,0,0,0
chetedy,0.000109269,0,0.000514139,0,0,0
chefchy,0.0000345,0.000130091,0.000324386,0,0,0
chotain,0,0,0,0,0,0.000228019
cholor,0.0000345,0,0,0,0.000681063,0.0000294
cheokeey,0,0,0,0,0,0.000228019
cheety,0.000109269,0,0,0,0,0.0000466
cheekain,0,0,0,0,0,0.000228019
cheeteey,0.0000546,0,0,0,0,0.0000932
cheodal,0,0.000206189,0,0,0,0.0000932
cheocthy,0,0,0.000514139,0,0.00215892,0
chpchy,0.0000546,0,0,0,0,0.0000932
chokedy,0,0,0,0,0,0.000228019
chetey,0.000109269,0.000206189,0,0,0,0
cphy,0.0000345,0.000130091,0,0,0,0.0000294
dshor,0.000267314,0,0,0,0,0
dcheedy,0.0000546,0,0,0,0,0.0000932
dyky,0.0000345,0.000130091,0.000324386,0,0,0
dalchdy,0.0000546,0,0,0,0,0.0000932
chtol,0.0000345,0,0.000324386,0,0,0.0000294
daiidy,0.0000345,0,0.000324386,0,0,0.0000294
daram,0,0.000412378,0,0,0,0.0000466
dcheo,0.0000345,0,0,0,0.000681063,0.0000294
doin,0.000109269,0,0,0,0,0.0000466
deey,0.0000546,0.000412378,0,0,0,0
cs,0.0000546,0.000412378,0,0,0,0
das,0.0000546,0.000412378,0,0,0,0
dshol,0.0000345,0,0.000324386,0,0,0.0000294
cthor,0.000109269,0,0,0,0,0.0000466
ckhey,0.0000345,0,0.000324386,0,0,0.0000294
dairody,0.0000345,0,0.000324386,0,0,0.0000294
dairal,0.0000345,0,0.000324386,0,0,0.0000294
dched,0.0000546,0,0,0,0,0.0000932
dalam,0.0000546,0,0,0,0,0.0000932
dalkar,0.0000546,0,0,0,0,0.0000932
kchol,0.000109269,0,0,0,0,0.0000466
fchor,0.0000345,0.000130091,0,0,0,0.0000294
koldy,0.000267314,0,0,0,0,0
lcheckhy,0.000267314,0,0,0,0,0
lcheam,0.0000546,0,0,0,0,0.0000932
kody,0,0,0.001028279,0,0.00107946,0
kchody,0.0000345,0.000130091,0.000324386,0,0,0
keeo,0.0000546,0,0,0,0,0.0000932
g,0.0000345,0.000130091,0,0,0,0.0000294
kshey,0.000267314,0,0,0,0,0
kechedy,0,0,0,0,0.00107946,0.0000932
keeedy,0.000267314,0,0,0,0,0
lcheo,0,0,0,0,0,0.000228019
keedal,0,0,0.000514139,0,0,0.0000932
kaldy,0.0000546,0.000412378,0,0,0,0
ldaiin,0.000109269,0,0.000514139,0,0,0
lcho,0,0,0,0,0,0.000228019
keear,0.0000546,0,0,0,0,0.0000932
kedar,0,0.000206189,0,0,0,0.0000932
lkechedy,0,0,0,0,0,0.000228019
loeey,0.0000546,0,0,0,0,0.0000932
lshed,0.000109269,0.000206189,0,0,0,0
odl,0,0,0,0,0,0.000228019
lko,0.0000546,0,0,0,0,0.0000932
ok,0,0.000130091,0.000324386,0,0,0.0000294
lsheody,0,0.000130091,0.000324386,0,0,0.0000294
odam,0,0.000412378,0,0,0,0.0000466
lokeedy,0.0000546,0,0,0,0,0.0000932
odaiiin,0.000109269,0.000206189,0,0,0,0
lodaiin,0,0.000412378,0.000514139,0,0,0
ochey,0,0.000206189,0,0,0,0.0000932
lkeed,0.0000546,0,0,0,0,0.0000932
ocheey,0.0000546,0,0,0,0,0.0000932
ltal,0,0,0,0,0,0.000228019
lkcheo,0,0,0,0,0.00107946,0.0000932
okedaiin,0,0,0,0,0,0.000228019
oll,0.0000345,0.000130091,0,0,0,0.0000294
olsheol,0.000109269,0.000206189,0,0,0,0
olkeeedy,0,0,0,0,0,0.000228019
okedam,0.0000345,0.000130091,0,0,0,0.0000294
olkeechy,0,0.000206189,0,0,0,0.0000932
oleedy,0,0,0,0,0,0.000228019
okan,0.0000546,0,0,0,0,0.0000932
oldar,0.0000546,0.000412378,0,0,0,0
okedor,0.000109269,0.000206189,0,0,0,0
olcheedy,0.000109269,0,0,0,0,0.0000466
okedain,0,0,0,0,0,0.000228019
olched,0.0000546,0,0,0,0,0.0000932
okear,0,0.000206189,0,0,0,0.0000932
okshedy,0.0000345,0,0.000324386,0,0,0.0000294
okchor,0.0000345,0,0,0,0.000681063,0.0000294
okeeos,0,0.000412378,0,0,0,0.0000466
okchdar,0,0,0,0,0.00107946,0.0000932
okeedal,0.0000546,0,0,0,0,0.0000932
okalol,0.000109269,0,0,0,0,0.0000466
okeed,0.000109269,0,0,0,0,0.0000466
okeshy,0.000109269,0.000206189,0,0,0,0
oteeedy,0.0000546,0,0,0,0,0.0000932
otchod,0,0,0.000514139,0,0,0.0000932
otedam,0.0000546,0,0,0,0,0.0000932
otas,0,0.000412378,0,0,0,0.0000466
otoldy,0.000109269,0,0.000514139,0,0,0
opcheedy,0,0,0,0,0,0.000228019
otalshedy,0.000109269,0,0,0,0,0.0000466
otaram,0.0000546,0,0,0,0,0.0000932
otalor,0.000109269,0,0.000514139,0,0,0
otches,0.0000546,0,0,0,0,0.0000932
opdaiin,0.0000546,0,0,0,0,0.0000932
oto,0.0000546,0,0,0,0,0.0000932
opcheey,0.000267314,0,0,0,0,0
otais,0.0000345,0,0,0,0.000681063,0.0000294
otedol,0.000109269,0.000206189,0,0,0,0
olteedy,0.000267314,0,0,0,0,0
opam,0,0,0,0,0,0.000228019
otedaiin,0.000109269,0,0,0,0,0.0000466
oroly,0.000267314,0,0,0,0,0
oshedy,0.0000546,0,0,0,0,0.0000932
pdaiin,0.000109269,0,0.000514139,0,0,0
qeey,0.0000546,0,0,0,0,0.0000932
qodeedy,0.0000546,0,0,0,0,0.0000932
pshedy,0.0000546,0,0,0,0,0.0000932
pchody,0,0.000130091,0,0,0.000681063,0.0000294
pchal,0,0.000206189,0,0,0,0.0000932
pchodain,0,0,0,0,0,0.000228019
qekchdy,0.0000345,0,0.000324386,0,0,0.0000294
qockhedy,0.0000546,0,0,0,0,0.0000932
qeeey,0.0000546,0,0,0,0,0.0000932
