Row Labels,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,PC1,PC2,cluster
oror,0.0,7.63561e-05,9.16273e-05,7.63561e-05,0.000213838,0.000106898,-1.0004407114802256,1.739617410201072,0
yshor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chear,0.0,0.000441502,0.000237732,0.0,0.000203809,0.000339617,-4.793005299933702,0.16192047896266315,3
okedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
yshal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkaiin,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
cheor,0.0,0.000183255,0.000137441,3.05424e-05,6.10966e-05,0.00012217,-1.809852719796993,0.0054713798202765266,1
chkol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
os,0.0,0.000152712,1.52712e-05,3.05424e-05,3.05483e-05,0.000305424,-1.8269643533305853,-0.5735948436594982,3
qochor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
paiin,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chtol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qoshol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
yd,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
charar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
cheear,0.0,0.000339617,0.000373578,0.0,6.79364e-05,0.000339617,-4.87977312362845,-1.3883681010419748,3
chkedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
kain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
od,0.0,0.000271693,0.00020377,0.0,0.000237778,0.00040754,-4.33166668640841,0.2515308012678828,3
sair,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
alol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkar,0.0,0.0,0.000169808,0.000271693,0.000441587,0.00020377,-0.43010555374658826,4.393127798398098,0
chtedy,0.000137441,7.63561e-05,0.0,0.000106898,6.10966e-05,0.000106898,1.1796260572360096,-0.3671296194669007,2
okaiin,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qody,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
aldol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
aral,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chdair,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chdy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
anal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
daim,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
kol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
olar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
anol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
pain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
shd,0.0,0.0,0.00040754,0.000305655,0.000135873,0.000101885,-0.42005998725191973,1.7137699982932677,0
ches,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
kan,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ochedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ocho,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qoshor,0.0,6.10849e-05,3.05424e-05,6.10849e-05,0.000122193,0.00012217,-0.6499857390411681,0.949091234613258,0
tedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
tain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
alar,6.10849e-05,9.16273e-05,0.000137441,6.10849e-05,0.0,3.05424e-05,-0.16971508029804544,-0.59532303177554,1
anar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chalchal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkor,3.05424e-05,0.0,0.000106898,6.10849e-05,0.000122193,6.10849e-05,-0.2754988872129211,0.6694258911114462,0
cholol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
keedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
pan,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qochal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
aldar,0.000167983,3.05424e-05,4.58136e-05,6.10849e-05,0.0,6.10849e-05,1.336154972738631,-1.4323717801679847,2
cheedyal,0.0,0.000290289,0.0,0.000406405,0.000696829,0.0,0.8780468078686643,8.658748269521462,6
cheedyor,0.000101885,0.000101885,0.0,0.00020377,0.000407619,0.0,1.4079025754657652,3.9143452361312807,6
olor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
pedy,0.00012217,7.63561e-05,0.0,7.63561e-05,1.52742e-05,7.63561e-05,1.0265279516624315,-0.7191869048384414,2
ysho,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
airar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
okain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
olaiin,0.00012217,4.58136e-05,7.63561e-05,4.58136e-05,6.10966e-05,0.0,0.7697372649850398,-0.4652986998235707,2
airol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chsain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
odol,4.58136e-05,3.05424e-05,6.10849e-05,0.0,0.000106919,9.16273e-05,-0.6068045672989822,0.04090614352776534,1
odar,9.16273e-05,6.10849e-05,3.05424e-05,9.16273e-05,0.0,6.10849e-05,0.8737485089824283,-0.516332012909237,2
oldal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qoshal,6.79233e-05,0.0,0.0,0.000169808,6.79364e-05,0.000441502,-0.16655891238660966,-0.4402993554450559,1
ydol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
amor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chtar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qoshy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ykaiin,0.000167983,4.58136e-05,3.05424e-05,3.05424e-05,0.0,4.58136e-05,1.1887793963510795,-1.5307706753243124,2
ydyol,0.000152712,1.52712e-05,6.10849e-05,1.52712e-05,7.63708e-05,0.0,0.9674741669501251,-0.7689502671665353,2
ainam,0.0,0.000754752,0.0,0.000290289,0.0,0.000116116,-1.1145082929125287,1.6958463748174921,0
aldy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
airal,6.10849e-05,0.0,3.05424e-05,7.63561e-05,9.1645e-05,4.58136e-05,0.6320814187473384,0.475550774051048,5
chdan,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkeedy,6.10849e-05,4.58136e-05,0.0,7.63561e-05,7.63708e-05,4.58136e-05,0.6438043882377203,0.43717996209514287,5
daiinal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chtaiin,4.58136e-05,3.05424e-05,0.0,9.16273e-05,7.63708e-05,6.10849e-05,0.619460764192655,0.6119530037621953,5
odyar,0.0,1.52712e-05,4.58136e-05,3.05424e-05,0.00018329,3.05424e-05,-0.4853920872289488,1.5332672691153884,0
okal,0.00012217,1.52712e-05,0.0,9.16273e-05,3.05483e-05,4.58136e-05,1.4905959360669483,-0.41142015978779656,2
odal,4.58136e-05,4.58136e-05,7.63561e-05,0.0,9.1645e-05,4.58136e-05,-0.5116775830405524,0.029116736398098194,1
osho,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
araiin,6.10849e-05,1.52712e-05,9.16273e-05,0.0,3.05483e-05,9.16273e-05,-0.44292501402416395,-0.8348372802861399,1
chd,0.0,6.79233e-05,0.00040754,3.39617e-05,0.000135873,0.0,-2.3377754567574667,0.35963459684658555,3
chees,3.39617e-05,0.0,0.000135847,0.00040754,6.79364e-05,0.0,2.6743161270303877,2.4936673321087635,6
cheedyol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chked,9.16273e-05,0.0,7.63561e-05,7.63561e-05,1.52742e-05,3.05424e-05,0.8592339866047368,-0.516670307129193,2
oeey,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
olal,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
orar,3.39617e-05,0.0,0.000237732,0.000169808,0.000203809,0.0,0.04932224971602344,1.9065488327972873,0
otol,4.58136e-05,1.52712e-05,1.52712e-05,0.000198526,1.52742e-05,0.0,1.8137096676713316,0.9207276259791686,5
ychy,6.10849e-05,7.63561e-05,0.0,1.52712e-05,9.1645e-05,4.58136e-05,0.024127286757399485,0.19375897272985182,1
amal,6.10849e-05,0.0,4.58136e-05,7.63561e-05,3.05483e-05,6.10849e-05,0.5893119081967909,-0.14074411168854528,5
aly,0.000101885,0.0,0.00020377,0.000135847,0.0,0.000169808,0.1408022000534519,-1.146311984107352,2
chalol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chalal,3.05424e-05,7.63561e-05,4.58136e-05,7.63561e-05,0.0,4.58136e-05,0.1540187103822596,-0.05606157096170979,1
chdol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chky,0.0,1.52712e-05,3.05424e-05,0.000106898,7.63708e-05,4.58136e-05,0.30729623397803185,1.0812455662639238,0
choshy,3.05424e-05,7.63561e-05,0.0,1.52712e-05,0.000106919,4.58136e-05,-0.2680431028111126,0.5948702393660095,0
chteedy,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
kair,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
oly,0.000167983,1.52712e-05,3.05424e-05,3.05424e-05,0.0,3.05424e-05,1.3745744390744161,-1.4910731955697416,2
otaiin,0.000137441,1.52712e-05,3.05424e-05,0.0,7.63708e-05,1.52712e-05,0.806882651080284,-0.7051703676386881,2
qod,0.0,6.79233e-05,0.000135847,0.0,6.79364e-05,0.000339617,-2.5933672075355565,-0.8917072425850427,3
qochy,3.05424e-05,0.000137441,1.52712e-05,4.58136e-05,4.58225e-05,0.0,-0.030133032386229514,0.39775235931323977,1
shdy,0.0,0.0,0.000237732,6.79233e-05,0.000271746,3.39617e-05,-1.3122148683922914,2.0344886703603473,0
ycho,0.0,4.58136e-05,4.58136e-05,6.10849e-05,7.63708e-05,4.58136e-05,-0.24684524417161308,0.7643492220036406,0
airor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
amol,4.58136e-05,0.0,1.52712e-05,4.58136e-05,7.63708e-05,7.63561e-05,0.2298452413976948,0.2217610594897727,1
chdar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chom,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chsaiin,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
dainar,0.000237732,0.0,3.39617e-05,0.000237732,6.79364e-05,0.0,3.656769565055706,-0.12185432472777467,2
kar,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
odor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
oldy,1.52712e-05,7.63561e-05,6.10849e-05,0.0,3.05483e-05,7.63561e-05,-0.8455265792394812,-0.28093145662799623,1
osor,0.000106898,4.58136e-05,3.05424e-05,1.52712e-05,0.0,6.10849e-05,0.4695393913177067,-1.1395871451191215,2
ydor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
yol,0.0,1.52712e-05,7.63561e-05,7.63561e-05,3.05483e-05,6.10849e-05,-0.16050675219265467,0.3269252255139133,1
aldam,7.63561e-05,9.16273e-05,3.05424e-05,1.52712e-05,0.0,3.05424e-05,0.1668493667365771,-0.7516649165330106,1
aiinam,1.52712e-05,9.16273e-05,9.16273e-05,3.05424e-05,0.0,1.52712e-05,-0.4967735201797866,-0.2187070812596952,1
arain,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
chkan,6.10849e-05,4.58136e-05,0.0,6.10849e-05,6.10966e-05,1.52712e-05,0.6893671321576976,0.31059878658621415,5
chtain,7.63561e-05,0.0,3.05424e-05,6.10849e-05,3.05483e-05,4.58136e-05,0.7521858641681528,-0.2828122223990239,2
chted,0.000237732,0.0,6.79233e-05,0.0,3.39682e-05,0.00020377,0.7630412235572602,-2.6829862296073816,2
dyaiin,3.39617e-05,0.000101885,6.79233e-05,0.0,0.0,0.000339617,-1.9531429867694161,-1.5944843812604417,3
dail,4.58136e-05,4.58136e-05,1.52712e-05,4.58136e-05,9.1645e-05,0.0,0.3731833108321852,0.6248106765611153,5
faiin,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ocham,0.0,6.79233e-05,0.000101885,0.0,0.000101905,0.000271693,-2.167297360492424,-0.28709285766791,3
orol,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
qos,0.0,0.000232231,0.0,0.0,5.80691e-05,0.000638636,-3.84291536848985,-1.5724277139518696,3
shkaiin,6.79233e-05,0.00020377,0.000169808,0.000101885,0.0,0.0,-0.2527070438531453,-0.3358211790962703,1
shdaiin,1.52712e-05,1.52712e-05,9.16273e-05,4.58136e-05,0.0,7.63561e-05,-0.3618392740346693,-0.35368690358926763,1
shoshy,6.10849e-05,1.52712e-05,4.58136e-05,0.000106898,1.52742e-05,0.0,1.071749615577193,0.12985748841673905,5
ytaiin,0.00040754,3.39617e-05,3.39617e-05,0.0,0.0,6.79233e-05,2.961058854414554,-3.92310713509162,4
ykal,7.63561e-05,4.58136e-05,0.0,4.58136e-05,1.52742e-05,6.10849e-05,0.5758120897153434,-0.4686768962209412,2
aldor,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ais,0.0,4.58136e-05,6.10849e-05,1.52712e-05,6.10966e-05,4.58136e-05,-0.6576180696886891,0.30447654233773364,1
charol,0.0,0.000116116,0.0,0.000638636,0.000116138,0.0,4.365993044565499,5.054109084733762,6
choror,0.0,0.0,0.0,0.0,0.0,0.0,0.032497752085846425,-0.03011436113166709,1
ckheedy,3.39617e-05,0.000101885,0.000271693,0.000101885,0.0,0.0,-0.6931583303404123,-0.3292334714993105,1
daiinol,0.00012217,1.52712e-05,1.52712e-05,4.58136e-05,0.0,3.05424e-05,1.1754419087954382,-0.9521703188014556,2
chyaiin,0.0,0.0,6.79233e-05,0.000339617,3.39682e-05,6.79233e-05,1.9580222864280934,2.0144508362368785,5
dainal,7.63561e-05,1.52712e-05,3.05424e-05,9.16273e-05,1.52742e-05,0.0,1.1656072010644172,-0.06310338088680716,5
