Row Labels,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,PC1,PC2,cluster
tolqotor,0.0,0.0,0.000300155,0.0,0.0,0.0,-1.5427221954937882,-0.7829607622458368,3
yedyd,0.0,0.0,0.0,0.0,0.0,0.000300155,-1.3240847848067565,-1.0304656915780408,1
told,0.0,0.0,0.000300155,0.0,0.0,0.0,-1.5427221954937882,-0.7829607622458368,3
ysody,0.0,0.000300155,0.0,0.0,0.0,0.0,-1.1151091095631664,0.07993488849440857,1
tolchal,0.0,0.0,0.0,0.0,0.000300213,0.0,-0.4902958880284499,2.559895078916199,0
aimshol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alcheeor,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aimchalal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aleol,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinamor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alekamokaiin,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aimkqopan,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alchd,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alkolchaltol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alchchom,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinolcheedy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alcharoshol,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alolaror,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aleepam,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimorar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alchamchdair,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aimchol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alcham,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
ailpan,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alochdar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aldydamkar,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alchagodyal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinoshar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alcfhshy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aiinaryor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alarys,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alchedycheol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alary,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimycthal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alarshdal,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimpchedy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alarpchal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimokar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alarolol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimdar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alarol,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimcheed,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alarod,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alcholchor,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alogchal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
ailchol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alardal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
ailaiil,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alardaim,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiirorpchochy,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alararalar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiintochal,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aldorkchdal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinomdaiiin,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alaram,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiindal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alaraltal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiinararor,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alaralol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinalshyshky,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aloeal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiilar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alaralal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimykain,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aldomqochal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimyamyam,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alaraiin,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimpykal,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aloarompaiil,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimotaiin,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alansy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aimold,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alanochtol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimockharor,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aldomodol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimkaiiin,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aldomain,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimchtees,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alamyshar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimcheedyol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alamsho,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimchdain,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alamolam,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aiman,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alamdan,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimaiiral,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alamcheedy,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
ailolol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alamar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
ailar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aleeol,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alokalotolol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alamalkar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aldydchol,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alamalamdain,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aldydal,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alamalal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alcheetal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alamaiiin,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alkam,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aloaromaldyol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinshal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alalydy,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiinorar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alalpar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinoloshar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alalpal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiinkopan,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alalosol,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiincheedychedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alaloror,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiinarom,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alalopalchsaiin,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alolalol,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alalomdaiin,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiinamchedy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alalolalol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinaldanor,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alalol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinagshar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alalod,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alilar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alalo,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aimyshol,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alalkokedy,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimydol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aldolcheedy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimychor,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aldolchar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimtaiin,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alaldyaloolor,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimshal,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alaldyal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimpochal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alaldy,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimpaiin,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alaldol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimoshar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aldolalchar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimomcheedyydy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alalamtydy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alkoman,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alalalpal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aldykeedy,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alalalor,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimochd,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alodyosor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimkolchedy,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alalalkalpshal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimdy,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aleeedy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alchpy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aldkairald,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimchor,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alalag,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimchkain,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aloarom,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alchor,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alais,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aimchedyar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alairar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimchalchal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aldkair,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimard,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alainar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimalol,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aloarol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimairal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alaimpain,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
ailxoxy,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alaimkokeal,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
ailor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alaim,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aildoldol,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
alaiis,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
ailchedy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
alaiir,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
ailalolaltal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alaiinar,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
ailailcheedyar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aloar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
ailaiindaiin,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alaiiin,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiisyeeeol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alagdaiir,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aiisakiis,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alolkalar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
alkeedy,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
akyar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiiroryteedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aky,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiirold,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aldchy,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aiirkcho,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aldardar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiiramqokedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alokoramaiin,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinytaiin,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
akarorkchal,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aiinshy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aldan,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiinpshol,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
akaldy,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinorkolky,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
akal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alcheed,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aisshal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
alchedyykan,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aissaiin,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aiinolol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aisotaiin,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
alolalomkainor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aldamchtaiir,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aiinkar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aisol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinchydain,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aleeal,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinchedy,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aiskoldo,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinaros,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiskchal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinarchochy,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiskaiin,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinarald,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aisdaiin,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aiinampol,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aischal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiinamdor,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aisal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinamchal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aisaisytedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinaldyshal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aisaischeeedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aiinalarcholar,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
alodaraiin,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiinaiisaiis,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aisaircheed,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aiilor,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aloalyan,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aiilail,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aisaiis,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
ainaiinor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aisaiincholal,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimyteedy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aleeag,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aimyshdy,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
aldairar,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
aimykaiin,0.0,0.0,0.0,0.000150077,0.0,0.0,1.2027068350406753,0.9191996195985246,5
airsomor,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
aimydar,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
airqotain,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimyckhor,0.000150077,0.0,0.0,0.0,0.0,0.0,1.3374421795244051,-1.3535672794175557,2
airorpar,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimychol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
airorol,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
aimtchedy,0.0,0.0,0.000150077,0.0,0.0,0.0,-0.7551095976931307,-0.4065363075926997,1
airoraiinchkor,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimshorshol,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aloal,0.0,0.0,0.0,0.0,0.0,0.000150077,-0.6457912565571253,-0.5302883599636055,1
aimshar,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
airomoked,0.0,0.000150077,0.0,0.0,0.0,0.0,-0.5413037670482642,0.024910080360670394,1
aimqoshal,0.0,0.0,0.0,0.0,0.000150106,0.0,-0.2288981972667685,1.264886045272536,0
