word,tfidf_balneological2,tfidf_herbal2,tfidf_herbal5,tfidf_recipes3,tfidf_starsx,tfidf_stars3,PC1,PC2,cluster
oll,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
olsheol,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
olkeeedy,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
okedam,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
olkeechy,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
oleedy,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
okan,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
oldar,5.46e-05,0.000412378,0.0,0.0,0.0,0.0,-0.49750884402727763,2.1090400028683947,1
okedor,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
olcheedy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
okedain,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
olched,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
okear,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
okshedy,3.45e-05,0.0,0.000324386,0.0,0.0,2.94e-05,-0.6672239854150145,-0.31563239511992514,1
okchor,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
okeeos,0.0,0.000412378,0.0,0.0,0.0,4.66e-05,-0.521413722215005,2.0080785651327724,1
okchdar,0.0,0.0,0.0,0.0,0.00107946,9.32e-05,0.24572406037288097,-2.6973325202908853,1
okeedal,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
okalol,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
okeed,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
okeshy,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
oteeedy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
otchod,0.0,0.0,0.000514139,0.0,0.0,9.32e-05,-0.6486925746878538,-0.4906530218478243,1
otedam,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
otas,0.0,0.000412378,0.0,0.0,0.0,4.66e-05,-0.521413722215005,2.0080785651327724,1
otoldy,0.000109269,0.0,0.000514139,0.0,0.0,0.0,-0.6004015641949476,-0.28867150372757544,1
opcheedy,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
otalshedy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
otaram,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
otalor,0.000109269,0.0,0.000514139,0.0,0.0,0.0,-0.6004015641949476,-0.28867150372757544,1
otches,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
opdaiin,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
oto,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
opcheey,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
otais,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
otedol,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
olteedy,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
opam,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
otedaiin,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
oroly,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
oshedy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
pdaiin,0.000109269,0.0,0.000514139,0.0,0.0,0.0,-0.6004015641949476,-0.28867150372757544,1
qeey,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qodeedy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
pshedy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
pchody,0.0,0.000130091,0.0,0.0,0.000681063,2.94e-05,-0.3869505137660825,-1.0268520612588907,1
pchal,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
pchodain,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qekchdy,3.45e-05,0.0,0.000324386,0.0,0.0,2.94e-05,-0.6672239854150145,-0.31563239511992514,1
qockhedy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qeeey,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qockhy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
podaiin,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
polshy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
pchdaiin,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
qockheey,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qoal,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
pcheo,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qocthedy,0.0,0.000206189,0.001028279,0.0,0.0,0.0,-2.053141379498458,0.5519642428678893,1
qoeeedy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qoedaiin,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
otshdy,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
qoteeol,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
qot,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
qoiin,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qoteeedy,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
qokchol,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qorain,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qokaiir,3.45e-05,0.0,0.000324386,0.0,0.0,2.94e-05,-0.6672239854150145,-0.31563239511992514,1
qoteeos,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
qokedal,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qokshdy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qotcheo,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qoteedar,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
qolain,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
qoteed,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qokeedain,0.0,0.0,0.0,0.0,0.00107946,9.32e-05,0.24572406037288097,-2.6973325202908853,1
qopy,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
qofchdy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qotedar,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qokedaiin,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qotedal,0.0,0.0,0.000514139,0.0,0.0,9.32e-05,-0.6486925746878538,-0.4906530218478243,1
qokechdy,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
qokeod,0.0,0.0,0.0,0.0,0.00107946,9.32e-05,0.24572406037288097,-2.6973325202908853,1
qokeain,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
qokeo,0.0,0.0,0.0,0.0,0.00107946,9.32e-05,0.24572406037288097,-2.6973325202908853,1
qoteor,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qokas,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qopor,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
qoteeody,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qop,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
qotchd,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
qool,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
qokeedal,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
qotees,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
rorol,3.45e-05,0.0,0.0,0.0,0.000681063,2.94e-05,-0.10290953455665744,-1.7078910351837704,1
saiir,0.0,0.000130091,0.000324386,0.0,0.0,2.94e-05,-0.9512649646244397,0.3654065788049544,1
sheodaiin,0.0,0.0,0.001028279,0.0,0.0,4.66e-05,-1.6274184651932493,-0.6284854990966033,1
shecphy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
rsheedy,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
rcheey,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
sheet,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
raram,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
sairy,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
shekey,0.0,0.0,0.002515575,0.0,0.0,0.0,-3.7831007565766774,-1.1304701953853133,1
sheekchy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
shekeey,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
sarain,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
rom,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
saraiin,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
shekchy,0.0,0.000130091,0.000324386,0.0,0.0,2.94e-05,-0.9512649646244397,0.3654065788049544,1
sam,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
saly,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
schdy,0.000109269,0.0,0.000514139,0.0,0.0,0.0,-0.6004015641949476,-0.28867150372757544,1
shekal,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
qotshedy,0.000109269,0.0,0.0,0.0,0.00107946,0.0,0.2940150708657873,-2.4953510021706364,1
qotshdy,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
sarol,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
shtal,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
sokeedy,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
shoky,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
tchar,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
soiiin,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
tedaiin,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
teeody,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
t,0.0,0.0,0.001028279,0.0,0.0,4.66e-05,-1.6274184651932493,-0.6284854990966033,1
tchedor,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
shl,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
soin,0.000267314,0.0,0.0,0.0,0.0,0.0,1.12372556289869,0.03803926642567402,1
shkain,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
shty,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
solshedy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
teeol,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
tcheody,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
solkedy,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
shok,0.0,0.0,0.000514139,0.0,0.0,9.32e-05,-0.6486925746878538,-0.4906530218478243,1
solkain,0.000109269,0.0,0.0,0.0,0.0,4.66e-05,0.3783231168883193,-0.15083940067596419,1
tedam,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
soraiin,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
solkaiin,3.45e-05,0.000130091,0.0,0.0,0.0,2.94e-05,-0.3183182993246316,0.5161122257852189,1
ytor,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
yky,0.0,0.000206189,0.0,0.0,0.0,9.32e-05,-0.09569080790979605,0.8276288231682796,1
ypar,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
yteeey,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
ysheor,5.46e-05,0.0,0.0,0.0,0.0,9.32e-05,0.3539369845831404,-0.25185948106059075,1
ypchey,0.000109269,0.000206189,0.0,0.0,0.0,0.0,-0.04739979741688974,1.0296103412885282,1
x,0.0,0.0,0.002515575,0.0,0.0,0.0,-3.7831007565766774,-1.1304701953853133,1
ykam,0.0,0.000412378,0.0,0.0,0.0,4.66e-05,-0.521413722215005,2.0080785651327724,1
ychol,0.0,0.0,0.0,0.0,0.0,0.000228019,1.005709373467762,-0.45610388970776655,1
alchey,5.46e-05,0.0,0.000514139,0.0,0.0,0.0,-0.9817012938609159,-0.33513432950176214,1
aildy,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
chdair,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
chdol,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
chedaiiin,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
akar,0.0,0.0,0.000514139,0.0,0.0,4.66e-05,-1.005606172048643,-0.4360957672373843,1
aiim,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
chcphhy,0.000178209,0.0,0.0,0.0,0.0,0.0,0.50224515513769,-0.03769049066900297,1
alkey,0.0,0.0,0.00167705,0.0,0.0,0.0,-2.768970066280104,-0.8166965152451733,1
checthedy,5.46e-05,0.000206189,0.0,0.0,0.0,0.0,-0.428699527082858,0.9831475155143417,1
ald,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
chcphdy,0.000178209,0.0,0.0,0.0,0.0,0.0,0.50224515513769,-0.03769049066900297,1
alar,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
checphey,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
airal,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
checkhol,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
aiis,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
chcfhy,0.0,0.0,0.0,0.0,0.00107946,4.66e-05,-0.1111895369879084,-2.6427752656804455,1
alshey,0.0,0.0,0.00167705,0.0,0.0,0.0,-2.768970066280104,-0.8166965152451733,1
chary,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
alo,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
checkhed,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
alkedy,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
chan,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
aldar,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
checkhdy,5.46e-05,0.000206189,0.0,0.0,0.0,0.0,-0.428699527082858,0.9831475155143417,1
alchor,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
chalkar,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
alchdy,5.46e-05,0.0,0.000514139,0.0,0.0,0.0,-0.9817012938609159,-0.33513432950176214,1
ch,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
chdedy,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
c,5.46e-05,0.0,0.000514139,0.0,0.0,0.0,-0.9817012938609159,-0.33513432950176214,1
airod,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
chechey,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
chedor,5.46e-05,0.0,0.0,0.0,0.0,4.66e-05,-0.002976612777648974,-0.19730222645015083,1
arodl,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
aikhy,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
arod,0.0,0.000672559,0.0,0.0,0.0,0.0,-0.9651548268235917,3.483350956109676,1
aiiny,0.000178209,0.0,0.0,0.0,0.0,0.0,0.50224515513769,-0.03769049066900297,1
arl,0.0,0.000206189,0.0,0.0,0.0,4.66e-05,-0.45260440527058543,0.8821860777787195,1
aiidy,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
arain,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
adam,0.0,0.0,0.0,0.0,0.0,0.000152012,0.42356491435614174,-0.367118197622451,1
chls,5.46e-05,0.000206189,0.0,0.0,0.0,0.0,-0.428699527082858,0.9831475155143417,1
