text,wordlen_mean,wordlen_std,wordlen_skew,wordlen_unique_mean,wordlen_unique_std,wordlen_unique_skew,wordlen_autocorr,wordunique_mean,wordunique_std,wordunique_skew,wordchange_mean,wordchange_std,wordchange_skew,worddist_max,worddist_shape,wordbias_mean,wordbias_std,wordbias_skew,wordbias_lines_mean,wordbias_lines_std,wordbias_lines_skew,chardist_max,chardist_shape,ngramdist_max,ngramdist_shape,charbias_mean,charbias_std,charbias_skew,charbias_words_mean,charbias_words_std,charbias_words_skew,unique_words,repeated_words,tripled_words,unique_chars,repeated_chars,tripled_chars,unique_ngrams,entropy,compression,zipf,flipped_pairs
Gibberish - DC_25,4.161724336414657,1.6788267439613072,0.4543865626717857,4.170684445281474,1.6363880890288138,0.5127498655505921,-0.0955627169288721,1.2026775626331718,0.6433917513397492,2.8521123602493725,1.079546703625318,0.5909898145910214,2.8810035855129077,8.27,1.1152,1.984742856342596,0.40172596829349805,-1.1702516479012257,1.508205993276816,0.5962630490671138,-0.08353964764181941,0.11442955593834099,0.036818564423506554,89.57,3.413912606323142,0.6676919611390038,0.27746146930445276,1.9159556784270495,0.9322035568160139,0.28870663793869455,1.4495272957194336,110.96,0.0,0.0,24.98,0.0257152313230897,0.0,409.75,1.2932989581196255,0.41203393404223587,12.59435869691504,0.016355161200616537
Gibberish - DC_26,5.406203257746681,2.449201548348659,0.4016376349013345,5.659432727117167,2.3166412662592815,0.5113826530089919,-0.09626614655527732,1.3013858495171686,0.9321821498047892,4.353620115959999,1.0728692386759813,0.7253460548047668,2.7230720237540296,6.42,0.5568000000000001,2.113142845171986,0.3756661499232329,-3.56662189685378,1.8469086650552735,0.3936201037672994,-0.6208254723003208,0.1347617600727912,0.03215333574079882,146.83,2.09432019099065,0.5613969615667082,0.22382231321924032,0.9904067416661271,0.6105179539498032,0.14728393077785962,1.351964556033525,151.37,0.0,0.0,25.87,0.04471841540433796,0.0,890.29,1.564949553165333,0.4938012428040083,19.575167847238387,0.0
Gibberish - DC_27,3.8134498138686324,1.5286412662934212,1.258036595488306,3.85897368473567,1.5225095334778107,1.347191001763403,0.1563645457885354,1.2261957716457517,0.6928151405322348,3.815413856961828,0.9761462597767596,0.45780859191332357,3.3742525839124964,3.61,0.6036,2.1173905371988755,0.30725507433530563,nan,1.9144081848802916,0.3943616972792146,-1.1449789864834883,0.10751362667672244,0.03435571774663575,81.89,2.2880218702758652,0.6474573815216061,0.26830447751564607,2.9686017046404825,0.7589970204291315,0.16698656907186324,1.329332434351125,160.89,0.0017764382951477524,0.0,25.98,0.08646775793452409,0.0010799210191378308,525.31,1.5559964590727542,0.5164934542332749,25.235189699727613,0.0030573268951715363
Gibberish - DC_28,4.689456339163729,1.9473561019785992,0.34571499506584924,5.083749667680872,1.8217880848461296,0.4748604661438021,0.10186523652813452,1.166948974903353,0.6940192637209541,4.171399703837023,1.096219484458438,0.621414059539465,2.841132534144247,10.3,1.374,1.9171850558564945,0.5076370658614112,-1.1848812287895791,1.5452077646183506,0.5972330877860619,-0.23067156666973582,0.12474652481600497,0.03895519105395677,111.99,4.064889902474528,0.5753268051664303,0.31935981708045746,3.3419531107954725,0.9117868126780301,0.30049406523210764,2.367753497549101,114.46,0.0001459238130290762,0.0,24.92,0.0005707399382229751,0.0,424.61,1.7310321439303586,0.4242979187188249,8.538484142588844,0.022435130630747174
Gibberish - DC_29,4.808864952778101,2.565100014425727,1.054556280253686,5.413292969330775,2.6047236835075083,0.8967475654457444,-0.09021939848742148,1.3440133010373325,1.0454675951231422,4.001214905948779,1.1087264639635332,1.01045942132257,4.001059343003756,11.81,1.3772,1.9622827608179794,0.4751708966336915,-1.3129434093369372,1.4090457984697764,0.5806817895150717,0.003138245544717745,0.15511412166217875,0.035940059664972185,151.21,3.23286421330887,0.6364983758882979,0.29263674516329524,2.498886397353398,0.7338447090603446,0.17459454895475843,1.9951672128511162,110.3,0.0,0.0,25.94,0.037109613416254884,0.0,574.96,1.4457587836922958,0.39162076921178146,4.202394883416219,0.03448852750604652
Gibberish - DC_30,5.27832816999029,1.6433780250352361,0.35849262152722283,5.389155605778637,1.6488123703726631,0.29820726781000784,0.03874572548884498,1.0634451033485137,0.4722204897672511,3.0244542313893166,1.046790835818173,0.5085961874706374,4.982014938003742,4.39,0.5616,2.126033167873621,0.31580847339249635,-2.8214608877092338,1.9817017713946727,0.35772730377763307,-2.016807130775372,0.11952625702202867,0.03749202001712741,127.07,3.4973168082863766,0.475760872038448,0.2723302261769517,2.5831432860150483,0.9527437127270064,0.35967919044234264,1.3985457741783285,168.21,0.0,0.0,25.55,0.01572899592702459,0.0,585.62,1.7126496672458196,0.47754075157736897,12.305922745602082,0.0
Gibberish - DC_31,5.366926842686637,1.8791783756054234,0.7267639504816635,5.3737551211689905,1.8903098348531002,0.7315559206919641,0.16304058702127666,1.137034361968272,0.5334133518955426,2.584493846700687,0.9909343760884496,0.4100583841786262,2.395358168367223,2.31,0.19,2.208974514299521,0.14357047557545666,nan,2.084245125592215,0.24369752862842034,-3.9175434133182683,0.09396464603589991,0.037335970811701716,101.53,2.7189585666836695,0.49371423613308796,0.26963139439569894,3.246056848638518,0.7345777160962041,0.24487098155627254,2.3712912570678424,183.34,0.00014803668208102208,0.0,25.94,0.0235828018911178,0.0008426716850300411,714.84,1.8798253373911469,0.5247579643522033,26.54222024052926,0.00014803668208102208
Gibberish - DC_32,3.82913114150308,1.903272807016439,0.7100442422506233,4.432165705086253,1.8903968205158082,0.6080453017928018,-0.14670672491435255,1.3124552958576614,0.858440168353599,3.435633325555153,1.1541731971396494,0.9953589996768155,3.280541781052149,17.24,2.5656,1.4988199322586413,0.6595258664055422,-0.05839772197653158,1.662401373855273,0.6262642954045599,-0.7228606812232488,0.12289537317948382,0.03837325480660786,98.94,3.9781316846562356,0.5810577782023791,0.29128782765492006,3.3712883502742446,0.833795715352173,0.31290535400165376,2.465311788256538,101.56,0.022522486000126164,0.005473271909517696,24.98,0.02998228890631158,0.0,368.73,1.3662857197269347,0.41964339194491623,3.7781208764880945,0.08497210374255573
Gibberish - DC_33,5.459142815649073,2.837837069606089,0.36741388147808285,6.801015716091063,2.546146454476275,-0.024132856221465052,-0.0322422254749729,1.1993696803208147,0.7994615174968415,2.2330630334395685,1.207290842047698,0.8766804165347919,1.8839495588326922,17.1,2.6704,1.6114460631747212,0.6954337586742012,-0.44914112972221926,1.2188240230101521,0.6786727137784251,0.20072635409331052,0.1730796871367055,0.039776577351550546,188.83,5.817185016457558,0.58006454927316,0.29616113285164164,2.7018107141063896,0.96264924314584,0.4318257685595613,1.5714121778971928,88.99,0.00859265562651854,0.00429632781325927,24.32,0.04928453111326647,0.0,400.29,1.3812123838037367,0.3272541017991017,2.4193313338704683,0.019911167802626785
Gibberish - DC_34,3.296369848850992,1.2757836819501012,0.2835619997908865,3.5748257043793705,1.2879386121898455,0.383381616386238,-0.008075408850157605,1.2334200907423074,0.7222105834437351,2.9979582528626305,1.0531553919960326,0.6747391191043522,3.208114708933254,15.73,2.0636,1.7519265362341645,0.5730367240976213,-0.5902051584604607,1.499492511514931,0.6707288021569396,-0.2681798292803545,0.1384491820330583,0.03667560077481716,90.63,3.0518495581104674,0.7350679097206301,0.3287144896752661,2.4171413964187467,0.9184254942270732,0.26291653526597536,2.06327199410881,111.12,0.005585737626444072,0.0,25.9,0.03714118003276726,0.008760700875742055,344.35,1.414088491093565,0.4585722390235101,2.566052616981446,0.11508819802444067
Gibberish - DC_35,4.856418872432755,2.150028752056504,0.3076490975492623,5.132489269244961,2.127678582896877,0.21441470102789653,0.135605919994025,1.3412573857892962,0.9762194272649157,3.5853445151268275,0.9885850789331617,0.5419544992007465,2.6243291153846937,15.41,1.0908,2.0508656091774453,0.42737437957682056,-2.014706539777458,1.7725711444024665,0.5671926249146957,-1.4244298656379057,0.10814846968342914,0.03401887971841132,104.95,2.3983327469118687,0.6110434063844133,0.2570622378355357,1.4819124855254,0.6999795581257477,0.19686444555813562,0.6332557759931676,147.14,0.0,0.0,26,0.05807163367250154,0.0028238899371268605,702.86,1.4899851822859431,0.48877759365970336,11.179607141340389,0.017484805955445968
Gibberish - DC_36,7.751470016144552,6.564391245096644,1.3591362780407108,7.936122754440795,6.4486564191359115,1.3376029979982944,0.03666610184066298,2.3428110284244212,3.2121012520212533,3.9917615433401084,1.0711807217309013,1.5697471171730497,3.223759574540096,4.61,0.4368,2.1704797018609723,0.2612181836699023,-4.388099881337993,1.7396520021196222,0.41814708618733437,-0.5286888158682935,0.1518202530547306,0.0323429050060865,229.69,2.5004751597307124,0.5248634545465506,0.23106933699549792,1.1130627660372012,0.4892077051589532,0.15493797035555149,0.8243024305460108,138.85,0.00019807692307692308,0.0,25.99,0.06142679566290132,0.008476436634427674,1170.29,1.6482202321847392,0.45498944979528055,25.68816040197039,0.00019807692307692308
Gibberish - DC_37,6.829846019656989,2.404380202374802,0.19497854230095074,6.934374481314859,2.203553401257551,0.5430651470193714,0.0483158935789581,1.1221227630532862,0.7848882758453948,6.689614241948396,1.1209551297054279,1.0370129735554074,4.8291958204130045,6.78,0.3528,2.1871514557143326,0.23632702571024888,-4.85194231572745,1.9376126273118102,0.3779375282626512,-3.204463114827866,0.16101782226386566,0.0383441623886483,220.61,3.116228557696466,0.4567707385811828,0.2375843856391374,2.9342244599893186,0.6220716637515694,0.1710950017860489,1.7078726974048233,166.68,0.0,0.0,24.91,0.026903202277103643,0.0,877.84,1.9685569754459846,0.4875415324298129,33.075882051232945,0.0
