text,wordlen_mean,wordlen_std,wordlen_skew,wordlen_unique_mean,wordlen_unique_std,wordlen_unique_skew,wordlen_autocorr,wordunique_mean,wordunique_std,wordunique_skew,wordchange_mean,wordchange_std,wordchange_skew,worddist_max,worddist_shape,wordbias_mean,wordbias_std,wordbias_skew,wordbias_lines_mean,wordbias_lines_std,wordbias_lines_skew,chardist_max,chardist_shape,ngramdist_max,ngramdist_shape,charbias_mean,charbias_std,charbias_skew,charbias_words_mean,charbias_words_std,charbias_words_skew,unique_words,repeated_words,tripled_words,unique_chars,repeated_chars,tripled_chars,unique_ngrams,entropy,compression,zipf,flipped_pairs
52_01_10_word_lines,5.2662,1.6297598366838042,0.09235024082915233,5.4262124162152805,1.6464052439002708,0.13495241567687774,-0.037934139359546135,1.0279031813090858,0.5641711381944655,3.1143347003243735,1.0132980963216738,0.5673752751288356,3.059977652035355,6.77,1.1652,1.876105436933038,0.5341969855183581,-1.0640038985267615,1.873193040158774,0.5368000126536012,-1.0697736706956884,0.13019596529303118,0.0532406834087253,137.18,8.035497417381182,0.41963978766674703,0.16670762647783047,4.921149030063138,1.2027831898618186,0.3479463151796363,0.8710895395510263,152.51,0.0015,0.0,18.08,0.06692715892798487,0.006469562892136081,284.04,1.507580534480243,0.4029174275857815,9.335959719596335,0.0142
52_02_10_word_lines,5.253147087378641,1.6289675782413577,0.054001806897748965,5.396983221951083,1.6440970679519018,0.12453516552049956,-0.02606471097613202,1.0335557723051283,0.5666067332105615,3.1045582840502646,1.0083990368593045,0.5523585792239173,2.8694676125145815,6.84,1.2056,1.8747338396813913,0.5420288577320991,-1.0745288086690603,1.872667524730691,0.5437054453052333,-1.0695434446531897,0.12772522687852703,0.05328438231447319,134.34,7.976279209763866,0.4127021867582527,0.1714904231342385,5.115204953778018,1.2028121208714915,0.3540088751569205,0.8853352201529803,152.79,0.0019470873786407766,0.0,18.19,0.06707970373223675,0.006783242991174646,285.15,1.508283824952888,0.40402387699525266,8.260341930904785,0.014638349514563108
52_03_10_word_lines,5.271,1.6363066756238493,0.07860328367895102,5.413677047073698,1.6624548171086597,0.11085003566579954,-0.037927359171422134,1.038392321658819,0.5778993009693013,3.1436794229702336,1.0047413751701952,0.5572531900546064,2.967237278968853,6.62,1.1112,1.885789431002637,0.5283423173567997,-1.0787769520121198,1.877316729340088,0.5348546557664389,-1.0745090278279246,0.1287624661534332,0.05278336128458551,135.76,8.006175149553426,0.4120550533805046,0.17239362649348552,4.734040287884129,1.2029424563861992,0.34149703222722794,0.9247629712882879,153.86,0.0019,0.0,18.21,0.06711736106947672,0.006413973995263353,285.21,1.511019536480623,0.40448411879623725,8.482229409459697,0.0124
52_04_10_word_lines,5.240001923076923,1.6140066476565078,0.04085373341928088,5.374832448068259,1.6225816342253692,0.09954711818582151,-0.03522262951515229,1.0294105308587975,0.5657674258296745,3.142998731378569,1.0134386040030845,0.5597233057381549,2.9681044526239875,6.48,1.1308,1.8833082738690237,0.5249202399718877,-1.0373566304793644,1.879037762983514,0.5374771807251508,-1.0993097392296478,0.1293131758225779,0.05344365252415826,135.64,7.917480430804206,0.4150775047098859,0.175947746100985,4.823181126469823,1.2053728170044444,0.35462900874748193,0.8510768534152412,153.43,0.00155,0.0,18.05,0.0657715655860394,0.005731056089985959,286.03,1.515047144075189,0.40444422043963435,10.512311876372346,0.011642307692307693
52_05_10_word_lines,5.2651,1.62541489908171,0.018211111045833926,5.40461922044941,1.6478043108990725,0.07011378477428507,-0.030525687518914553,1.0331060577711977,0.5735617767663562,3.1243139725546234,1.0046679475404443,0.5489734238332478,2.868749857223397,6.56,1.1364,1.8732841034640149,0.5366203300498422,-1.0546572232990745,1.8854953097928129,0.5286735027786393,-1.1052988324619326,0.13248488165323402,0.05294435620203047,139.57,8.059617268740276,0.4148144710597885,0.17283175032396597,4.94728321783743,1.207654090602282,0.3514670247759505,0.8781274436140855,153.29,0.0011,0.0,18.17,0.06775972335994447,0.006288435266784287,283.09,1.5091880046144448,0.4031734478702187,8.031836262722479,0.0119
52_06_10_word_lines,5.254133253588517,1.6205932697646939,0.01899717176455164,5.406280638158362,1.6232706491706943,0.07742100602837755,-0.04152387284473334,1.0302894042188242,0.5615426573840966,3.0176141636719374,1.0111976507020453,0.553032822418747,2.884319243788854,6.72,1.1964,1.887175763794307,0.5262501406658047,-1.0729530335457154,1.8756139690875184,0.5447285422837682,-1.0957270898570832,0.12802178934468736,0.05248164125098874,134.61,7.981814552718344,0.4208772154051439,0.17959062439433984,5.203663370274755,1.1999442306527317,0.35410896077538906,0.9014049664087094,153.69,0.00095,0.0,18.46,0.0657045215124126,0.006267898043694007,284.82,1.510895813746843,0.40500346852028307,10.098858130155671,0.011095693779904306
52_07_10_word_lines,5.25785,1.6071565211224286,0.04528657555867224,5.401645819726252,1.623528581315004,0.09635749306271975,-0.01918153165641489,1.0258862196109,0.5518618294641658,2.9912529811074173,1.0085816668411842,0.5338697062381622,2.7060528551463663,6.54,1.2104,1.886954017939851,0.5311392950952246,-1.1036054483195417,1.8831303879101158,0.5326554316843574,-1.096035521713714,0.12901299170734298,0.05317188850557359,135.67,8.004303442419532,0.41432722329178717,0.1751043705045479,4.8735270476803425,1.2069056189155367,0.35122630997686305,0.8196056174444655,153.6,0.0017000000000000001,0.0,18.19,0.06630758272207245,0.00576306138690087,284.19,1.5131050183376311,0.404871066083772,9.941545489699475,0.0118
52_08_10_word_lines,5.270578846153846,1.634063804016353,0.10314663788473037,5.419885212667257,1.6608660936724906,0.1295214321309655,-0.03654674610802418,1.0340450093082554,0.557940073078392,2.9223828836549033,1.0023590256022874,0.536499479487959,2.8329766161137733,6.37,1.0436,1.8765371020820627,0.5338834086879191,-1.0454626351734433,1.8853129471154022,0.5253375628182756,-1.06441119611923,0.128227186870762,0.05272060360838331,135.23,8.050877829121763,0.4247323380339076,0.17205251741333338,4.747764807799371,1.2031534100564891,0.35011140698642196,0.8724873753597926,153.27,0.0021,0.0,18.18,0.06611116651375809,0.005765128348066124,283.83,1.5094226972502147,0.40373498997674284,9.474698427828667,0.015746153846153847
52_09_10_word_lines,5.257709756097561,1.6298818353526694,0.058465882566676085,5.412474836271035,1.6443748211660134,0.09602048138762288,-0.025372585346414116,1.0343620126179254,0.5713559847128432,3.134346393979257,1.0041280868292202,0.5483661150053017,2.8716255303690104,6.32,1.0368,1.8811155925969656,0.5333908954550768,-1.0767151660797913,1.8754553808774443,0.5350222642392553,-1.05294461099759,0.12845554028285525,0.053007856901584556,135.12,7.97379789887137,0.4172778776187585,0.16920260994613723,4.67716395286882,1.2042550870641737,0.35275133618212373,0.8619753581882615,153.18,0.0022,0.0,18.13,0.06662810598544976,0.005747721435334598,285.37,1.5123016652951242,0.4051600845652806,11.082080606351905,0.010847560975609757
52_10_10_word_lines,5.262079268292683,1.626441902887579,0.08316688565265311,5.421767147503571,1.6428253463228633,0.1215303510706257,-0.03354227254527477,1.0304537044792248,0.567703348082131,3.1871775224626,1.0089697105575606,0.5507322771059359,2.874582108248025,6.67,1.0472,1.881424275835971,0.534264701002063,-1.0810168108094254,1.8805991646175129,0.5373145179831701,-1.0973195481494273,0.12913834837100155,0.05299959523341868,136.07,8.013515215240904,0.41249233789973905,0.17224518546412268,4.851446363693226,1.2053984704383207,0.34629611713399033,0.8579885157259544,154.12,0.0013,0.0,18.13,0.066811644892714,0.0059485900703969115,284.58,1.51835982244547,0.4051921725988687,9.450014150612837,0.012697560975609756
